Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGV_M_R
662,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
663,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
664,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
665,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
666,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
667,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
668,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
669,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
670,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
671,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
672,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
673,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
674,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
675,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
676,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
677,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
678,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
679,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
680,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
681,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
682,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
683,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
684,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
686,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
687,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
688,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
690,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
691,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
692,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
693,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
694,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
695,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
696,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
697,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
698,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
699,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
700,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
702,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
703,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
704,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
705,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
706,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
707,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
708,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
709,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
710,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
711,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
712,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
713,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
714,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
715,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
716,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
717,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
718,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
719,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
720,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
721,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
722,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
723,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
724,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
725,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
726,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
727,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
728,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
729,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
730,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
731,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
732,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
734,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
735,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
736,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
737,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
738,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
739,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
740,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
741,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
742,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
743,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
744,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
745,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
746,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
747,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
748,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
749,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
750,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
751,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
752,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
753,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
754,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
756,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
757,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
758,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
759,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
760,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
761,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
762,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
764,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
765,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
770,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
771,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
775,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
776,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
778,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
779,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
780,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
781,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
782,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
783,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
785,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
786,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
787,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
788,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
790,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
791,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
792,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
793,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
794,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
795,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
796,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
798,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
799,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
800,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
801,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
802,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
804,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
805,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
807,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
810,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
811,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
812,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
813,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
814,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
815,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
816,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
817,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
818,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
819,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
820,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
821,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
822,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
823,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
824,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
825,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
826,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
827,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
828,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
829,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
830,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
831,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
832,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
833,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
835,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
838,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
840,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
843,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
845,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
846,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
847,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
848,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
850,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
851,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
853,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
854,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
855,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
856,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
857,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
858,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
860,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
861,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
862,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
863,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
864,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
865,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
867,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
868,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
869,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
871,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
872,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
873,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
874,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
875,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
876,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
877,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
878,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
879,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
880,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
881,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
882,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
883,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
884,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
885,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
886,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
887,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
888,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
889,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
890,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
891,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
892,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
893,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
894,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
895,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
897,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
898,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
900,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
901,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
903,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
904,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
905,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
907,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
909,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
911,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
914,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
916,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
919,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
920,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
922,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
924,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
926,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
928,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
930,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
931,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
932,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
933,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
935,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
937,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
939,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
941,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
942,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
943,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
944,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
946,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
948,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
949,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
950,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
951,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
952,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
953,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
955,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
956,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
959,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
960,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
961,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
962,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
963,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
966,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
968,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
969,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
970,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
973,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
974,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
976,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
977,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
978,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
979,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
980,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
981,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
982,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
983,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
984,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
985,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
987,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
990,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
992,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
993,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
996,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
997,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
998,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
