Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
6608,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6609,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6610,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6611,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6612,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6613,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
6614,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
6615,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
6616,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
6617,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
6618,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
6619,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6620,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6621,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6622,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6623,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6624,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6625,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6626,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6627,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6628,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6629,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6630,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6631,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
6632,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
6633,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
6634,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6635,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6636,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6637,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6638,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6639,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6640,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6641,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6642,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6643,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6644,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6645,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6646,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6647,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6648,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6649,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6650,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6651,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6652,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6653,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6654,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6655,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6656,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6657,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6658,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6659,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6660,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6661,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6662,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6663,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6664,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
6665,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6666,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6667,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6668,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6669,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6670,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6671,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6672,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6673,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6674,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
6675,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
6676,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
6677,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6678,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6679,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6680,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6681,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6682,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6683,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6684,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6685,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6686,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6687,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6688,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6689,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6690,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6691,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6692,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6693,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6694,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6695,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6696,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
6697,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6698,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6699,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6700,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6701,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6702,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6703,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6704,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6705,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6706,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6707,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6708,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6709,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6710,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6711,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6712,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6713,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6714,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6715,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6716,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6717,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6718,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6719,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6720,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6721,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
6722,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
6723,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6724,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6725,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6726,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
6727,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6728,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6729,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6730,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6731,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6732,Bareland,Bareland,Water,NULL,Water,Bareland,Shrubland,Bareland
6733,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
6734,Bareland,Bareland,Water,NULL,Water,Water,Shrubland,Bareland
6735,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
6736,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
6737,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6738,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6739,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
6740,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6741,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6742,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6743,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6744,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6745,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6746,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6747,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6748,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6749,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6750,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6751,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6752,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6753,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6754,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6755,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6757,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6758,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6759,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6760,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6761,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6762,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6763,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6764,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6765,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6766,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6767,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6768,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6769,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6770,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6771,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6772,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6773,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6774,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6777,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6779,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6780,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6781,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6782,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6783,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6784,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6785,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6786,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6787,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6788,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6789,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6790,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6791,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6792,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6793,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6794,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6795,Bareland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6796,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6797,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6798,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6799,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6800,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6801,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6802,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6803,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6804,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6805,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6806,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6807,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6808,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6809,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6810,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6811,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6812,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6813,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6814,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6815,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6816,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6817,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6818,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6819,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6820,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6821,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6822,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6823,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6824,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6825,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6826,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6827,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6828,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6829,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6830,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6831,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6832,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6833,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6834,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
6835,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6836,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6837,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6838,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6839,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6840,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
6841,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6842,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6843,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6844,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6845,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6846,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6847,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6848,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6849,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6850,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6851,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6852,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6853,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6854,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6855,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6856,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6857,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6858,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6859,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6860,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6861,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6862,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6863,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6864,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6865,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6866,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6867,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6868,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6869,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6870,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6871,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
6872,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
6873,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6874,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6875,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6876,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6877,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6878,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6879,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6880,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6881,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6882,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6883,Bareland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6884,Bareland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6885,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6886,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6887,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6888,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6889,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6890,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6891,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6892,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6893,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6894,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6895,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6896,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6897,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6898,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6899,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6900,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6901,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6902,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6903,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6904,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6905,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6906,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6907,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
6908,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6909,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
6910,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
6911,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6912,Bareland,Water,Water,NULL,Water,Shrubland,Water,Bareland
6913,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6914,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6915,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6916,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6917,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6918,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6919,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6920,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
