Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHU_M_R
878,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
879,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
880,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
881,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
882,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
883,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
884,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
885,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
886,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
887,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
888,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
889,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
890,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
891,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
892,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
893,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
894,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
895,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
896,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
897,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
898,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
899,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
900,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
901,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
902,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
903,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
904,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
905,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
906,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
907,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
908,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
909,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
910,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
911,Cropland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
912,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
913,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
914,Cropland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
915,Cropland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
916,Cropland,Wetland,Water,Water,Water,Wetland,Water,Grassland
917,Cropland,Wetland,Water,Water,Water,Wetland,Water,Wetland
918,Cropland,Wetland,Water,Water,Water,Wetland,Water,Forest
919,Cropland,Wetland,Water,Water,Water,Water,Wetland,Grassland
920,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
921,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
922,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
923,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
924,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
925,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
926,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
927,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
928,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
929,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
930,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
931,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
932,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
933,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
934,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
935,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
936,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
937,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
938,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
939,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
940,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
941,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
942,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
943,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
944,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
945,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
946,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
947,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
948,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
949,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
950,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
951,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
952,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
953,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
954,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
955,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
956,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
957,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
958,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
959,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
960,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
961,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
962,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
963,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
964,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
965,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
966,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
967,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
968,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
969,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
970,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
971,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
972,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
973,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
974,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
975,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
976,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
977,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
978,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
979,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
980,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
981,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
982,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
983,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
984,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
985,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
986,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
987,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
988,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
989,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
990,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
991,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
992,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
993,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
994,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
995,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
996,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
997,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
998,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
999,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1000,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1001,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1002,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1003,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1004,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1005,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1006,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1007,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1008,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1009,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1010,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1011,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1012,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1013,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1014,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1015,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1016,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1017,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Wetland
1018,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
1019,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1021,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1022,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1023,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1024,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1025,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1026,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1027,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1028,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1029,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1030,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1031,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1032,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1033,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1034,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1035,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
1036,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1037,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1038,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1039,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1040,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1041,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1042,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1043,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1044,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1045,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1046,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1047,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1048,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1049,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1050,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1051,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1052,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1053,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1054,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1055,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1056,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1057,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1058,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1059,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1060,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1061,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1062,Wetland,NULL,Water,Water,Water,Water,Water,Water
1063,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1064,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1065,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1066,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1067,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1068,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1069,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1070,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1071,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1072,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1073,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1074,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1075,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1076,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1077,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1078,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1079,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1080,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1081,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1082,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1083,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1084,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1085,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1086,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1087,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1088,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1089,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1090,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1091,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1092,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1093,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1094,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1095,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1096,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1097,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1098,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1099,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1100,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1101,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1102,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1103,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1104,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1105,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1106,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1107,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1108,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1109,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1110,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1111,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1112,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1113,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1114,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1115,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1116,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1117,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1118,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1119,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1120,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1121,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1122,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1123,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1124,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1125,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1126,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1127,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1128,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1129,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1130,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1131,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1132,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1133,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
1134,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
1135,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
1136,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1137,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1138,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1139,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1140,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1141,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1142,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1143,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1144,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1145,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1146,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1147,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1148,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1149,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1150,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1151,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1152,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1153,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1154,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1155,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1156,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1157,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1158,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1159,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1160,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1161,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1162,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1163,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1164,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1165,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1166,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1167,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1168,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1169,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1170,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1171,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1172,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1173,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1174,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1175,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1176,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1177,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1178,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1179,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1180,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1181,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1182,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1183,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1184,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1185,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1186,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
1187,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1188,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1189,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1190,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1191,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1192,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1193,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1194,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1195,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1196,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1197,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1198,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1199,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1200,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1201,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1202,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1203,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1204,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1205,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1206,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1207,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1208,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1209,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1210,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1211,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1212,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1213,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
