Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
6813,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
6814,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6815,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6816,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6817,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6818,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6819,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6820,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6821,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
6822,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Built-up
6823,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
6824,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6825,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6826,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6827,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Water,Water
6828,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6829,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
6830,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6831,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6832,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6833,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6834,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6835,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
6836,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6837,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6838,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6839,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6840,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6841,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6842,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6843,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6844,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
6845,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6846,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6847,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6848,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6849,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
6850,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
6851,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6852,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6853,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6854,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
6855,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
6856,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6857,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Water
6858,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6859,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
6860,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6861,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6862,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6863,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6864,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
6865,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6866,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6867,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
6868,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6869,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
6870,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6871,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6872,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
6873,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6874,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6875,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6876,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
6877,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6878,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6879,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6880,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6881,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6882,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
6883,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6884,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
6885,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6886,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6887,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6888,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6889,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
6890,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
6891,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
6892,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
6893,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
6894,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
6895,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
6896,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
6897,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
6898,Water,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
6899,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6900,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
6901,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6902,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6903,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6904,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6905,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
6906,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
6907,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
6908,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6909,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
6910,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6911,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6912,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6913,Water,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
6914,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
6915,Water,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
6916,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6917,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6918,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6919,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6920,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6921,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6922,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
6923,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
6924,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6925,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6926,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6927,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6928,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6929,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6930,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6931,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
6932,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
6933,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6934,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6935,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6936,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6937,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
6938,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6939,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6940,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6941,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6942,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6943,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6944,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6945,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6946,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6947,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6948,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6949,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6950,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6951,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6952,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
6953,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6954,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6955,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6956,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6957,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
6958,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
6959,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
6960,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
6961,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
6962,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
6963,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
6964,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
6965,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6966,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6967,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
6968,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6969,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6970,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6971,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
6972,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6973,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
6974,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6975,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6976,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6977,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6978,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6979,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6980,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
6981,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6982,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6983,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6984,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6985,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6986,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6987,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6988,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6989,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6990,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6991,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6992,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
6993,Water,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6994,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
6995,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
6996,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
6997,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
6998,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Water
6999,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
7000,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
7001,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
7002,Water,Built-up,Water,NULL,Water,Wetland,NULL,Water
7003,Water,Built-up,Water,NULL,Water,Bareland,NULL,Water
7004,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Water
7005,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
7006,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
7007,Water,Built-up,Water,NULL,Water,Water,Water,Water
7008,Water,Built-up,Water,Non_Water,Water,Wetland,Bareland,Grassland
7009,Water,Built-up,Water,Water,Water,Bareland,NULL,Water
7010,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7011,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7012,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
7013,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7014,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7015,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
7016,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7017,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7018,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7019,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7020,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
7021,Water,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7022,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7023,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7024,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7025,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
7026,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7027,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7028,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
7029,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7030,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
7031,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7032,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7033,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
7034,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7035,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
7036,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7037,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7038,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7039,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7040,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7041,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7042,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7043,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7044,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7045,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7046,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7047,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7048,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7049,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7050,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7051,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
7052,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7053,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7054,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7055,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7056,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7057,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7058,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7059,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7060,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7061,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7062,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7063,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7064,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
7065,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7066,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7067,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7068,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7069,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7070,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7071,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7072,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7073,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7074,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
7075,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7076,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Bareland
7077,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
7078,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7079,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Bareland
7080,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7081,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7082,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7083,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7084,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7085,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
7086,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
7087,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7088,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7089,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
7090,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7091,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7092,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
7093,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
7094,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
7095,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7096,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7097,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
7098,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
7099,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7100,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
7101,Water,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
7102,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7103,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
7104,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7105,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7106,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7107,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7108,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7109,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7110,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7111,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7112,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
7113,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
7114,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7115,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
7116,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
7117,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7118,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
7119,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7120,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7121,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7122,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
7123,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7124,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
7125,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7126,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7127,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7128,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7129,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7130,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
7131,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7132,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
7133,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7134,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7135,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
7136,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Bareland
7137,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
7138,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
7139,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
7140,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
7141,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
7142,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7143,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
7144,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
7145,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7146,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
7147,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7148,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7149,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7150,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
7151,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7152,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
7153,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7154,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7155,Water,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
7156,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7157,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7158,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7159,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Bareland
7160,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
