Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZE_M_R
5196,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5197,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5198,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5199,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5200,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5201,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5202,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5203,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5204,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5205,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5206,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5207,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5208,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5209,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5210,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5211,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5212,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
5213,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5214,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
5215,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5216,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
5217,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5218,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5219,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5220,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5221,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5222,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5223,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5224,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5225,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5226,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5227,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5228,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5229,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5230,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
5231,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5232,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5233,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5234,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5235,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5236,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5237,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5238,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5239,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5240,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5241,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5242,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5243,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5244,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5245,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5246,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5247,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5248,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5249,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5250,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5251,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5252,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
5253,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5254,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5255,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5256,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5257,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5258,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5259,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5260,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5261,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5262,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5263,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
5264,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5265,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5266,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5267,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5268,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5269,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5270,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5271,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5276,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5277,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5278,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5279,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5280,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5281,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
5282,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5283,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5284,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5285,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5286,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5287,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5288,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5289,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5290,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5291,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5292,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5293,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5294,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5295,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5296,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5297,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5298,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5299,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5300,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5301,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5302,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5303,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5304,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5305,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5306,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5307,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5308,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5309,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5310,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5311,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5312,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5313,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5314,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5315,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5320,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5321,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5322,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5323,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
5324,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5325,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5326,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5331,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5332,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5333,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5334,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5335,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5336,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5337,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
5346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5347,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5348,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5349,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5350,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5352,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5353,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5354,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
5355,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5356,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5357,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5358,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5364,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5365,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
5366,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5381,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
5382,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
5383,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5391,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5392,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5393,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
5394,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5395,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5396,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5397,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5398,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5399,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5400,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5401,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5402,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5403,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5404,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5405,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5406,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5407,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
5408,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
5409,Cropland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
5410,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5411,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
5412,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
5413,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
5414,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
5415,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
5416,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5417,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5418,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5419,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5420,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5421,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5422,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5423,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5424,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5425,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5426,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5427,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5428,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5429,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
5430,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5431,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5432,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5433,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5435,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5436,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5437,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5438,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5439,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5440,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5441,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5442,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5443,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5444,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5445,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5446,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5447,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5448,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5449,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5450,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5451,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5452,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
5453,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5454,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5455,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5456,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5457,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5458,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5459,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5460,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5461,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5462,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
5463,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5464,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
5467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
5468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
5473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
5475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5477,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5478,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5479,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5480,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5481,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5482,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5483,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5484,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5485,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5486,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5487,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5488,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5489,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5490,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5491,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5492,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5493,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5494,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5495,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5496,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5497,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5498,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5499,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5500,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
