Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGE_M_R
13348,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
13349,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13350,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
13351,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13352,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
13353,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
13354,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13355,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13356,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13357,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
13358,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13359,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13360,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13361,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
13362,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13363,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13364,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13365,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13366,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
13367,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13368,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13369,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13370,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13371,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13372,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13373,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13374,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13375,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13376,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13377,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13378,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13379,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
13380,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13381,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
13382,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13383,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
13384,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13385,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13386,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
13387,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13388,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
13389,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13390,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
13391,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
13392,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13393,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13394,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
13395,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
13396,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Water
13397,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13398,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13399,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13400,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13401,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13402,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13403,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13404,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13405,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
13406,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13407,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13408,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13409,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13410,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13411,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13412,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
13413,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13414,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13415,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
13416,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
13417,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13418,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
13419,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13420,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13421,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
13422,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13423,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13424,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
13425,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13426,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
13427,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13428,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
13429,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13430,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13431,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
13432,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13433,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13434,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13435,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
13436,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13437,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
13438,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
13439,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
13440,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
13441,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
13442,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
13443,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
13444,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
13445,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
13446,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Water
13447,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13448,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
13449,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
13450,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13451,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
13452,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
13453,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
13454,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
13455,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
13456,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
13457,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13458,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
13459,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
13460,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
13461,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
13462,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
13463,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
13464,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
13465,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13466,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
13467,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13468,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
13469,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
13470,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
13471,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
13472,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Cropland
13473,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
13474,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
13475,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
13476,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13477,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
13478,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13479,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
13480,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13481,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
13482,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13483,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
13484,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
13485,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
13486,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
13487,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
13488,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
13489,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
13490,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13491,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13492,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13493,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13494,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13495,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13496,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
13497,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
13498,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
13499,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13500,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
13501,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13502,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13503,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
13504,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
13505,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
13506,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
13507,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
13508,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Built-up
13509,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
13510,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
13511,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13512,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
13513,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13514,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
13515,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13516,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13517,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13518,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
13519,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13520,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
13521,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13522,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13523,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
13524,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13525,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
13526,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
13527,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13528,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
13529,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
13530,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13531,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
13532,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
13533,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Forest
13534,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13535,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
13536,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
13537,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13538,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13539,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13540,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13541,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13542,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
13543,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13544,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
13545,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13546,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
13547,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
13548,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
13549,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
13550,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
13551,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13552,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
13553,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13554,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
13555,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13556,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
13557,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
13558,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
13559,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13560,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13561,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
13562,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13563,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13564,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
13565,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
13566,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
13567,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
13568,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
13569,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
13570,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
13571,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
13572,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
13573,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13574,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
13575,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
13576,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
13577,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
13578,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
13579,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13580,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
13581,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13582,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
13583,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
13584,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
13585,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
13586,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13587,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
13588,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13589,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
13590,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
13591,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
13592,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
13593,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
13594,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
13595,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13596,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
13597,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
13598,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13599,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13600,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
13601,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
13602,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
13603,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
13604,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13605,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13606,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13607,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
13608,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Built-up
13609,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Bareland
13610,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
13611,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
13612,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
13613,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
13614,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
13615,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
13616,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
13617,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
13618,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13619,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
13620,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
13621,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
13622,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
13623,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
13624,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
13625,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
13626,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
13627,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13628,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
13629,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
13630,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
13631,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13632,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
13633,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
13634,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
13635,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
13636,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
13637,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
13638,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
13639,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
13640,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
13641,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13642,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
13643,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
13644,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
13645,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
13646,Water,Water,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
13647,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
13648,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
13649,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
13650,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
13651,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
13652,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
13653,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
13654,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
13655,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
13656,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
13657,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
13658,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
13659,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
13660,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
13661,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
13662,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
13663,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13664,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
13665,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13666,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13667,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13668,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13669,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13670,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13671,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13672,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13673,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13674,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13675,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13676,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13677,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13678,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
13679,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13680,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
13681,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13682,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13683,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13684,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13685,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13686,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
13687,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13688,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
