Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCN_M_R
5943,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5944,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5945,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5946,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5947,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5948,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5949,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5950,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5951,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5952,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5953,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5954,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
5955,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5956,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5957,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5958,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5959,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
5960,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5961,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
5962,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5963,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5964,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5965,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
5966,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5967,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
5968,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5969,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
5970,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
5971,Water,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
5972,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5973,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
5974,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5975,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5976,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5977,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5978,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5979,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5980,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5981,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5982,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5983,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
5984,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5985,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
5986,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5987,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5988,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5989,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5990,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5991,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5992,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5993,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5994,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5995,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5996,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5997,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5998,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5999,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6000,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6001,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6002,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6003,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6004,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6005,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6006,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6007,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6008,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6009,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6010,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6011,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6012,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6013,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6014,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
6015,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6016,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6017,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6018,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
6019,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Forest
6020,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
6021,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
6022,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
6023,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
6024,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6025,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
6026,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6027,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Water
6028,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
6029,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Bareland
6030,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
6031,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6032,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
6033,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6034,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
6035,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
6036,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
6037,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
6038,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
6039,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
6040,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6041,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6042,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6043,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6044,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
6045,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6046,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
6047,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6048,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
6049,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
6050,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
6051,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6052,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
6053,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
6054,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
6055,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
6056,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
6057,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
6058,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
6059,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6060,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6061,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6062,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
6063,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6064,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
6065,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
6066,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
6067,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
6068,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6069,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
6070,Water,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6071,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6072,Water,Cropland,Water,NULL,Water,Grassland,Water,Grassland
6073,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
6074,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
6075,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
6076,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
6077,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
6078,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
6079,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
6080,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6081,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6082,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
6083,Water,Cropland,Water,NULL,Water,Water,NULL,Water
6084,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
6085,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
6086,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
6087,Water,Cropland,Water,Non_Water,Water,Shrubland,Grassland,Forest
6088,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
6089,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
6090,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
6091,Water,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
6092,Water,Cropland,Water,Non_Water,Water,Water,NULL,Water
6093,Water,Cropland,Water,Water,Water,Shrubland,Grassland,Forest
6094,Water,Cropland,Water,Water,Water,Grassland,NULL,Water
6095,Water,Cropland,Water,Water,Water,Wetland,NULL,Grassland
6096,Water,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
6097,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
6098,Water,Cropland,Water,Water,Water,Water,NULL,Water
6099,Water,Cropland,Water,Water,Water,Water,Water,Water
6100,Water,Cropland,Water,Water,Water,Water,Water,Forest
6101,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6102,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6103,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6104,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6105,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6106,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6107,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6108,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6109,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6110,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6111,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6112,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6113,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6114,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6115,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6116,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6117,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Bareland
6118,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6119,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
6120,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6121,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6122,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6123,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6124,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6125,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6126,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
6127,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
6128,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Forest
6129,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6130,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6131,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
6132,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6133,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
6134,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6135,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6136,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6137,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6138,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6139,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
6140,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
6141,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
6142,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
6143,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6144,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6145,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6146,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6147,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6148,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
6149,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6150,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6151,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
6152,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6153,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6154,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6155,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6156,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6157,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
6158,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6159,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6160,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6161,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6162,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6163,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6164,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6165,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6166,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6167,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6168,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6169,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
6170,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6171,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6172,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6173,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6174,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
6175,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6176,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
6177,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6178,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6179,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6180,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6181,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6182,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6183,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6184,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6185,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6186,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6187,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6188,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6189,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6190,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
6191,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6192,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6193,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6194,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6195,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6196,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6197,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6198,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6199,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
6200,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6201,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6202,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
6203,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6204,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
6205,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6206,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6207,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6208,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
6209,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
6210,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6211,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6212,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
6213,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6214,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6215,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6216,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6217,Water,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
6218,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6219,Water,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
6220,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
6221,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
6222,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
6223,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6224,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6225,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6226,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6227,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
6228,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
6229,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
6230,Water,Wetland,Water,NULL,Water,Water,Grassland,Water
6231,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
6232,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6233,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
6234,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
6235,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
6236,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
6237,Water,Wetland,Water,NULL,Water,Water,Water,Water
6238,Water,Wetland,Water,NULL,Water,Water,Water,Forest
6239,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6240,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
6241,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Water
6242,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6243,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
6244,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6245,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6246,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
6247,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6248,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6249,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
6250,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6251,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6252,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6253,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6254,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
6255,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
6256,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6257,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
6258,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6259,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
6260,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6261,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6262,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
6263,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6264,Water,Wetland,Water,Water,Water,Water,Wetland,Water
6265,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
6266,Water,Wetland,Water,Water,Water,Water,Water,Grassland
6267,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6268,Water,Wetland,Water,Water,Water,Water,Water,Water
6269,Water,Wetland,Water,Water,Water,Water,Water,Forest
6270,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6271,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6272,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6273,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6274,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6275,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6276,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6277,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6278,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6279,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6280,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6281,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6282,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6283,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6284,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6285,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6286,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
6287,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
6288,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6289,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6290,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6291,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6292,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6293,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6294,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6295,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6296,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6297,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6298,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6299,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6300,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
