Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCG_M_R
1718,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1721,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1722,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1723,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1724,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1725,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1726,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1729,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1730,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1733,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1735,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1736,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1737,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1738,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1739,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1740,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1741,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1742,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1743,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1744,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1745,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1746,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1747,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1748,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1749,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1750,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1751,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1752,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1753,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1754,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1755,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1756,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1757,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1758,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1760,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1761,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1764,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1765,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1768,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1769,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1771,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1772,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1773,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1774,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1775,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1776,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1777,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1778,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1781,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1782,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1784,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1785,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1786,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1788,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1789,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1790,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1791,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1792,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
1793,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1794,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1795,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1796,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1797,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1798,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1799,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1800,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1801,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1802,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1803,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1804,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1806,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1808,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1809,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1811,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1813,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1815,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1816,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1818,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1819,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1820,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1821,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1822,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1823,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1824,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1827,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1830,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1831,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1833,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1834,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1836,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1839,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1840,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1841,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1842,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1843,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1844,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1845,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1849,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1851,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1855,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1857,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1858,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1859,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1860,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1861,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1862,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1863,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1864,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1865,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1866,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1867,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1868,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1870,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1871,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1872,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1873,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1874,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1875,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1876,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1879,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1880,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1881,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1885,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1886,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1887,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1888,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1890,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1891,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1892,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1894,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1895,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1896,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1897,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1898,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1900,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1901,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1902,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1903,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1904,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1905,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1906,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1907,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1909,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1913,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1917,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1918,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1919,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1920,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1921,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1922,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1923,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1924,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1925,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1926,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1927,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1928,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1929,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1930,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1931,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1932,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1933,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1934,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1935,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1936,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1938,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1939,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1940,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1941,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1942,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1943,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1944,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1945,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1946,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1947,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1948,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1949,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1950,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1951,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1952,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1953,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1954,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1955,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1956,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1957,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1958,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1959,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1960,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1961,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1962,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1963,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1964,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1965,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1966,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1967,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1968,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1969,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1971,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1972,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1974,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1975,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1976,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1977,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1979,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1980,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1981,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1982,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1983,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1984,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1986,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1987,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1988,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1989,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1990,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1991,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1992,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1993,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1994,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1995,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1996,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1997,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1998,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1999,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2000,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2001,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2002,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2003,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2005,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2006,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2007,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2008,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2009,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2010,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2011,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2012,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2013,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2014,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2015,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2017,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2018,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2019,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2020,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2021,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2022,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2023,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2024,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2025,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2026,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2027,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2029,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2030,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2031,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2032,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2033,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2034,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2035,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2036,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2037,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2038,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2039,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2041,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2042,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2043,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2044,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2046,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2047,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2048,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2049,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2050,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
