Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
11006,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11007,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11008,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
11009,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11010,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11011,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11012,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11013,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11014,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
11015,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11016,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
11017,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
11018,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
11019,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
11020,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11021,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11022,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11023,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11024,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11025,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11026,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11027,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11028,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11029,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11030,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11031,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11032,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11033,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
11034,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11035,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11036,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11037,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11038,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11039,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11040,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
11041,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
11042,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
11043,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
11044,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
11045,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11046,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11047,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
11048,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
11049,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11050,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
11051,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,NULL
11052,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
11053,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
11054,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11055,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11056,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11057,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11058,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11059,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
11060,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11061,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11062,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11063,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11064,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11065,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
11066,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
11067,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
11068,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11069,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
11070,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
11071,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11072,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11073,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11074,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11075,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11076,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11077,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11078,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11079,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11080,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11081,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11082,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11083,Bareland,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
11084,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11085,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11086,Bareland,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Wetland
11087,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11088,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11089,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11090,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11091,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11092,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11093,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11094,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11095,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11096,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11097,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11098,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11099,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11100,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11101,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11102,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11103,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11104,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11105,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11106,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11107,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11108,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11109,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11110,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11111,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11112,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11113,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11114,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11115,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11116,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11117,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11118,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11119,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11120,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11121,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11122,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11123,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11124,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11125,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11126,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11127,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11128,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11129,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11130,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11131,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
11132,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11133,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11134,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11135,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11136,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
11137,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
11138,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11139,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11140,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11141,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
11142,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11143,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11144,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11145,Bareland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
11146,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11147,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11148,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,NULL
11149,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11150,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11151,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11152,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Built-up
11153,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11154,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,NULL
11155,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11156,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11157,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11158,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
11159,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11160,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
11161,Bareland,Water,Wetland,NULL,Wetland,Built-up,Water,Built-up
11162,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11163,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
11164,Bareland,Water,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
11165,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11166,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
11167,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
11168,Bareland,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
11169,Bareland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11170,Bareland,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
11171,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
11172,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
11173,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
11174,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
11175,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11176,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,NULL
11177,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11178,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
11179,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
11180,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
11181,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
11182,Bareland,Water,Wetland,Water,Wetland,Water,Water,Built-up
11183,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
11184,Bareland,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
11185,Bareland,Water,Wetland,Water,Wetland,Forest,Water,Water
11186,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11187,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11188,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
11189,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11190,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11191,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11192,Bareland,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
11193,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11194,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11195,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
11196,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11197,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11198,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11199,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11200,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11201,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11202,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
11203,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Wetland
11204,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11205,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,NULL
11206,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
11207,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
11208,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
11209,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
11210,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
11211,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
11212,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
11213,Bareland,Water,Built-up,Water,Non_Wetland,Forest,NULL,Wetland
11214,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
11215,Bareland,Water,Water,NULL,Water,Forest,NULL,Wetland
11216,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Built-up
11217,Bareland,Water,Water,Non_Water,Water,Water,Water,Built-up
11218,Bareland,Water,Water,Water,Water,Shrubland,Water,Water
11219,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
11220,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
11221,Bareland,Water,Water,Water,Water,Bareland,Water,Built-up
11222,Bareland,Water,Water,Water,Water,Bareland,Water,Water
11223,Bareland,Water,Water,Water,Water,Water,Built-up,Built-up
11224,Bareland,Water,Water,Water,Water,Water,Water,Bareland
11225,Bareland,Water,Water,Water,Water,Water,Water,Built-up
11226,Bareland,Water,Water,Water,Water,Water,Water,Water
11227,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11228,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11229,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11230,Bareland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11231,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
11232,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11233,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
11234,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
11235,Bareland,Water,Forest,Water,Non_Wetland,Forest,NULL,Wetland
11236,Bareland,Water,Forest,Water,Non_Wetland,Forest,Water,Wetland
11237,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11238,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11239,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11240,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11241,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11242,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11243,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11244,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11245,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11246,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11247,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11248,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11249,Bareland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11250,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11251,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11252,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11253,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11254,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11255,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11256,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11257,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11258,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11259,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11260,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11261,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11262,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11263,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11264,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11265,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11266,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11267,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11268,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11269,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11270,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11271,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11272,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11273,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11274,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11275,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11276,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11277,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11278,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11279,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11280,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11281,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11282,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11283,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11284,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11285,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
11286,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11287,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11288,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11289,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11290,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11291,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11292,Bareland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11293,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11294,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11295,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11296,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
11297,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11298,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11299,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11300,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
11301,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
11302,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11303,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11304,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11305,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11306,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11307,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11308,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11309,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
11310,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11311,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11312,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
11313,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11314,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11315,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11316,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11317,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11318,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11319,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11320,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11321,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11322,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11323,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11324,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11325,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11326,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11327,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11328,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11329,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11330,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11331,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11332,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11333,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11334,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11335,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11336,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
