Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCF_M_R
340,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
341,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
342,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
344,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
352,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
357,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
358,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
360,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
361,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
362,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
363,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
366,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
367,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
368,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
374,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
375,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
377,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
379,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
385,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
387,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
389,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
396,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
397,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
398,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
399,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
400,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
401,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
402,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
403,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
404,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
405,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
406,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
407,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
408,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
409,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
410,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
411,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
412,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
422,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
426,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
429,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
434,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
435,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
436,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
438,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
439,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
440,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
441,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
442,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
443,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
444,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
446,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
447,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
450,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
453,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
455,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
461,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
462,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
464,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
467,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
468,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
469,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
472,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
473,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
474,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
475,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
476,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
477,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
480,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
482,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
483,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
486,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
487,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
488,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
489,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
490,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
491,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
493,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
494,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
495,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
496,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
497,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
498,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
500,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
501,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
510,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
513,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
514,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
515,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
516,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
524,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
525,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
526,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
530,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
531,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
532,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
533,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
534,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
535,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
537,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
538,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
539,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
540,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
541,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
545,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
546,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
549,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
550,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
551,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
558,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
559,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
561,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
563,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
564,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
565,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
566,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
568,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
569,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
572,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
573,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
574,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
575,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
577,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
578,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
579,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
580,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
581,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
582,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
583,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
584,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
585,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
586,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
587,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
588,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
589,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
590,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
591,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
592,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
593,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
594,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
595,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
596,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
597,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
598,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
599,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
600,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
601,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
602,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
604,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
605,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
606,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
607,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
608,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
609,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
611,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
612,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
613,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
614,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
615,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
616,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
617,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
618,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
619,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
620,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
621,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
623,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
624,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
625,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
627,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
628,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
630,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
632,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
633,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
634,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
635,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
636,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
637,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
638,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
639,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
640,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
641,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
642,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
643,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
646,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
647,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
648,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
649,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
650,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
651,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
652,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
653,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
654,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
655,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
656,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
657,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
658,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
659,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
660,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
661,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
662,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
663,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
664,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
665,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
666,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
667,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
669,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
670,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
671,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
672,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
673,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
674,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
675,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
676,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
679,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
680,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
681,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
682,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
683,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
684,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
685,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
686,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
687,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
