Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGR_M_R
765,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
766,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
767,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
768,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
769,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
770,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
771,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
772,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
773,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
774,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
775,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
776,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
777,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
778,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
779,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
780,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
781,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
782,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
783,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
784,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
785,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
786,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
787,Bareland,Bareland,Water,Water,Water,Water,Water,Water
788,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
789,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
790,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
791,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
792,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
793,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
794,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
795,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
796,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
797,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
798,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
799,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
800,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
801,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
802,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
803,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
804,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
805,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
806,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
807,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
808,Bareland,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
809,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
810,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
811,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
812,Bareland,Water,Water,Water,Water,Bareland,Water,Water
813,Bareland,Water,Water,Water,Water,Water,Wetland,Water
814,Bareland,Water,Water,Water,Water,Water,Water,Grassland
815,Bareland,Water,Water,Water,Water,Water,Water,Water
816,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
817,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
818,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
819,Bareland,Forest,Water,Water,Water,Water,Water,Water
820,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
821,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
822,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
823,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
824,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
825,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
826,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
827,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
828,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
829,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
830,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
831,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
832,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
833,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
834,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
835,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
836,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
837,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
838,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
839,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
840,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
841,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
842,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
843,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
844,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
845,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
846,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
847,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
848,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
849,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
851,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
852,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
853,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
854,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
855,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
856,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
857,Water,NULL,Water,NULL,Water,Water,Water,Grassland
858,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
859,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
860,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
861,Water,NULL,Water,Non_Water,Water,Water,Water,Water
862,Water,NULL,Water,Water,Water,Grassland,Wetland,Grassland
863,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
864,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
865,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
866,Water,NULL,Water,Water,Water,Wetland,Water,Water
867,Water,NULL,Water,Water,Water,Wetland,Water,Forest
868,Water,NULL,Water,Water,Water,Bareland,Water,Water
869,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
870,Water,NULL,Water,Water,Water,Water,Wetland,Water
871,Water,NULL,Water,Water,Water,Water,Water,Grassland
872,Water,NULL,Water,Water,Water,Water,Water,Wetland
873,Water,NULL,Water,Water,Water,Water,Water,Water
874,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
875,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
876,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
877,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
878,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
879,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
880,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
881,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
882,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
883,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
884,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
885,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
886,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
887,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
888,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
889,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
890,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
891,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
892,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
893,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
894,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
895,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
896,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
897,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
898,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
899,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
900,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
901,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
902,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
903,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
904,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
905,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
906,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
907,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
908,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
909,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
910,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
911,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
912,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
913,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
914,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
915,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
916,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
917,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
918,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
919,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
920,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
921,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
922,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
923,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
924,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
925,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
926,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
927,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
928,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
929,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
930,Water,Wetland,Water,NULL,Water,Water,Water,Forest
931,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
932,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
933,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
934,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
935,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
936,Water,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
937,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
938,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
939,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
940,Water,Wetland,Water,Water,Water,Water,Wetland,Water
941,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
942,Water,Wetland,Water,Water,Water,Water,Water,Grassland
943,Water,Wetland,Water,Water,Water,Water,Water,Water
944,Water,Wetland,Water,Water,Water,Water,Water,Forest
945,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
946,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
947,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
948,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
949,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
950,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
951,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
952,Water,Bareland,Water,Water,Water,Water,Water,Water
953,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
954,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
955,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
956,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
957,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
958,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
959,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
960,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
961,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
962,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
963,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
964,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
965,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
966,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
967,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
968,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
969,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
970,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
971,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
972,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
973,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
974,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
975,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
976,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
977,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
978,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
979,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
980,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
981,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
982,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
983,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
984,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
985,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
986,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
987,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
988,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
989,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
990,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
991,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
992,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
993,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
994,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
995,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
996,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
997,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
998,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
999,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1000,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1001,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1002,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1003,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1004,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1005,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1006,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1007,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1008,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1009,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1010,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1011,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1012,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1013,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1014,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1015,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1016,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1017,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1018,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1019,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1020,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1021,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1022,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1023,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1024,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1025,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1026,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1027,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1028,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1029,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1030,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1031,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1032,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1033,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1034,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1035,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1036,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1037,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1038,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1039,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1040,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1041,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1042,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1043,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1044,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1045,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1046,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1047,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1048,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1049,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1050,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1051,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1052,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1053,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1054,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1055,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1056,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1057,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1058,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1059,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1060,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1061,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1062,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1063,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1064,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1065,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1066,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1067,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1068,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1069,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1070,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1071,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1072,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1073,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1074,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1075,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1076,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1077,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1078,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1079,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1080,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1081,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1082,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1083,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1084,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1085,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1086,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1087,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1088,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1089,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1090,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1091,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1092,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1093,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1094,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1095,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1096,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1097,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1098,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1099,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1100,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1101,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1102,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1103,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1104,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1105,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1106,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1107,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1108,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1109,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1110,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1111,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1112,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1113,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1114,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1115,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1116,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1117,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1118,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1119,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1120,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1121,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1122,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1123,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1124,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1125,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1126,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
1127,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1128,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
1129,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1130,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1131,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1132,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1133,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1134,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1135,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1136,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1137,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1138,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1139,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1140,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
