Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R
10047,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10048,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10049,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10050,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10051,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10052,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10053,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10054,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10055,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10056,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10057,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10058,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10059,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10060,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10061,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10062,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10063,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10064,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10065,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10066,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10067,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10068,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10069,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10070,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10071,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10072,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
10073,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10074,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10075,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10076,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
10077,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10078,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10079,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10080,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10081,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10082,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10083,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10084,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10085,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10086,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10087,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
10088,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
10089,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
10090,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10091,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10092,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
10093,Cropland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
10094,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
10095,Cropland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
10096,Cropland,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10097,Cropland,Forest,Wetland,NULL,Wetland,Cropland,NULL,Cropland
10098,Cropland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
10099,Cropland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Built-up
10100,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10101,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
10102,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
10103,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
10104,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
10105,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
10106,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10107,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
10108,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
10109,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
10110,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10111,Cropland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
10112,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
10113,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
10114,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
10115,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10116,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10117,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
10118,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10119,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
10120,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10121,Cropland,Forest,Water,Water,Water,Water,NULL,Wetland
10122,Cropland,Forest,Water,Water,Water,Water,Forest,Wetland
10123,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10124,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10125,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10126,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10127,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10128,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10129,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10130,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10131,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10132,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
10133,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10134,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10135,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10136,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10137,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10138,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10139,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10140,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10141,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10142,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10143,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10144,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10145,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10146,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10147,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10148,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10149,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
10150,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10151,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10152,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10153,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10154,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10155,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10156,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10157,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Built-up
10158,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10159,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10160,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10161,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10162,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10163,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
10164,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10165,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10166,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10167,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10168,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10169,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10170,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10171,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10172,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
10173,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10174,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10175,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
10176,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10177,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10178,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
10179,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10180,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10181,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10182,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
10183,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10184,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10185,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10186,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10187,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10188,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10189,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10190,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
10191,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10192,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10193,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10194,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10195,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10196,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10197,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10198,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
10199,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10200,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10201,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10202,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10203,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10204,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10205,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10206,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10207,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
10208,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10209,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10210,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
10211,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
10212,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10213,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10214,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10215,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10216,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10217,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10218,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
10219,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10220,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10221,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
10222,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10223,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10224,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10225,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10226,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10227,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10228,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10229,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10230,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10231,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10232,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
10233,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10234,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10235,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10236,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10237,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10238,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10239,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10240,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10241,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
10242,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
10243,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
10244,Wetland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
10245,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
10246,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
10247,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10248,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10249,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10250,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10251,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10252,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10253,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10254,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10255,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
10256,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10257,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10258,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
10259,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10260,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10261,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10262,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10263,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10264,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10265,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10266,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10267,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10268,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
10269,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10270,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10271,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10272,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10273,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10274,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10275,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
10276,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10277,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10278,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10279,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
10280,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10281,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
10282,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10283,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10284,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
10285,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10286,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10287,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10288,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
10289,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10290,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
10291,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
10292,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10293,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10294,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10295,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10296,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10297,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10298,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10299,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
10300,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
10301,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
10302,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10303,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10304,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
10305,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
10306,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10307,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10308,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
10309,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10310,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
10311,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
10312,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
10313,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
10314,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10315,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10316,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
10317,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10318,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10319,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10320,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10321,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10322,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10323,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10324,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10325,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10326,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10327,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10328,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
10329,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
10330,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10331,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
10332,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10333,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10334,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10335,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10336,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10337,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
10338,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10339,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10340,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10341,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10342,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10343,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
10344,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
10345,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
10346,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
10347,Wetland,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Wetland
10348,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10349,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10350,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10351,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10352,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10353,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10354,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10355,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10356,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
10357,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10358,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10359,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10360,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
10361,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10362,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10363,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10364,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10365,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10366,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10367,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10368,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10369,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
