Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
7135,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
7136,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7137,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7138,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7139,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7140,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7141,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7142,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7143,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7144,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7145,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7146,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7147,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7148,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7149,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7150,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7151,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7152,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7153,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7154,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7155,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7156,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7157,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7158,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7159,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7160,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7161,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7162,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7163,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7164,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7165,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7166,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7167,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7168,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7169,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7170,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7171,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
7172,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7173,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7174,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7175,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7176,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7177,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7178,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7179,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7180,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7181,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7182,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7183,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7184,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7185,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7186,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7187,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7188,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7189,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7190,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
7191,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7192,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7193,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7194,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7195,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
7196,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
7197,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7198,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7199,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7200,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7201,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
7202,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7203,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7204,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7205,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7206,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7207,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
7208,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7209,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7210,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7211,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7212,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7213,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7214,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7215,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7216,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7217,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7218,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7219,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7220,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7221,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7222,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7223,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7224,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7225,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7226,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7227,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7228,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7229,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
7230,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7231,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
7232,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
7233,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
7234,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7235,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
7236,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
7237,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Bareland
7238,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
7239,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
7240,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Water
7241,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7242,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7243,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
7244,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7245,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7246,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7247,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7248,Wetland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7249,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7250,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7251,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7252,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7253,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
7254,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
7255,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7256,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
7257,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7258,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7259,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
7260,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Water
7261,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7262,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7263,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7264,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7265,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7266,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7267,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7268,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7269,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7270,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7271,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7272,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7273,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7274,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
7275,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7276,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
7277,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7278,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7279,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7280,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7281,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7282,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7283,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7284,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7285,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7286,Wetland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
7287,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
7288,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7289,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7290,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7291,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7292,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
7293,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7294,Wetland,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
7295,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7296,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7297,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Forest
7298,Wetland,Water,Wetland,Water,Wetland,Water,Bareland,Water
7299,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7300,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7301,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
7302,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7303,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7304,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
7305,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7306,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Wetland
7307,Wetland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7308,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7309,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
7310,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7311,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
7312,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7313,Wetland,Water,Water,NULL,Water,Wetland,NULL,Wetland
7314,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
7315,Wetland,Water,Water,NULL,Water,Wetland,Forest,Water
7316,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
7317,Wetland,Water,Water,Non_Water,Water,NULL,Water,Wetland
7318,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7319,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
7320,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
7321,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
7322,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
7323,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
7324,Wetland,Water,Water,Water,Water,NULL,Water,Water
7325,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
7326,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
7327,Wetland,Water,Water,Water,Water,Wetland,Water,Water
7328,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
7329,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
7330,Wetland,Water,Water,Water,Water,Water,Wetland,Water
7331,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7332,Wetland,Water,Water,Water,Water,Water,Water,Water
7333,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7334,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7335,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7336,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7337,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7338,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7339,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7340,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7341,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
7342,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7343,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7344,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7345,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7346,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7347,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7348,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7349,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7350,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7351,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7352,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7353,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7354,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7355,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
7356,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7357,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7358,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7359,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7360,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7361,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7362,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7363,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
7364,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7365,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
7366,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
7367,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7368,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7369,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
7370,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
7371,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Bareland
7372,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7373,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7374,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
7375,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7376,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
7377,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7378,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7379,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7380,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7381,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7382,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7383,Wetland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7384,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
7385,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
7386,Wetland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7387,Wetland,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
7388,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
7389,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7390,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7391,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7392,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7393,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7394,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7395,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
7396,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
7397,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7398,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7399,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7400,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7401,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7402,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7403,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7404,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7405,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7406,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7407,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7408,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
7409,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7410,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7411,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
7412,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7413,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7414,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
7415,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7416,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7417,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7418,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7419,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7420,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7421,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
7422,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7423,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7424,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7425,Wetland,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7426,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7427,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7428,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7429,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
7430,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7431,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7432,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7433,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7434,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
7435,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
7436,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7437,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7438,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7439,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7440,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
7441,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7442,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7443,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7444,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7445,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7446,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7447,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7448,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7449,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7450,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7451,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7452,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7453,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7454,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7455,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7456,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7457,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7458,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
7459,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7460,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7461,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7462,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7463,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7464,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7465,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7466,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7467,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
