Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMG_M_R
7605,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7606,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7607,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7608,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
7609,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7610,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7611,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7612,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7613,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7614,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7615,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7616,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7617,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7618,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7619,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7620,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7621,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
7622,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7623,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7624,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7625,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7626,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7627,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7628,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7629,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
7630,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
7631,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7632,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
7633,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7634,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7635,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
7636,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7637,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
7638,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
7639,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
7640,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
7641,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
7642,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
7643,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
7644,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
7645,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
7646,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
7647,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7648,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7649,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7650,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7651,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7652,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7653,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7654,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7655,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7656,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7657,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
7658,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7659,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7660,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7661,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7662,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7663,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7664,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
7665,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7666,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7667,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7668,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7669,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7670,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7671,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
7672,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
7673,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7674,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7675,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
7676,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
7677,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7678,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7679,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7680,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7681,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
7682,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7683,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7684,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7685,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7686,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7687,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7688,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7689,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7690,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7691,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7692,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland,Forest,Bareland
7693,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7694,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7695,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7696,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7697,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7698,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7699,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7700,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7701,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
7702,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7703,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7704,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7705,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
7706,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7707,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
7708,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7709,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
7710,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7711,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
7712,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
7713,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
7714,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7715,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
7716,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7717,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7718,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7719,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7720,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7721,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7722,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7723,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7724,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7725,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7726,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7727,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7728,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7729,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7730,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7731,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7732,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7733,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7734,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7735,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7736,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7737,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7738,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
7739,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7740,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
7741,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
7742,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7743,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7744,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7745,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
7746,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
7747,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7748,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
7749,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
7750,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7751,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
7752,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7753,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7754,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7757,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7758,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7759,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7760,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7761,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7762,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7763,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7767,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7768,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7769,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7770,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
7771,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7772,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7773,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7774,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7775,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7776,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
7777,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7778,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
7779,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
7780,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
7781,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7782,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7783,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7784,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7785,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7786,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7787,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7788,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7789,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7790,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7791,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7792,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7793,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7794,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7795,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7796,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7797,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7798,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7799,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7800,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7801,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7802,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7803,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7804,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7805,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7806,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7807,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7808,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7809,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7810,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7811,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7812,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7813,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
7815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7818,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7819,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7820,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7821,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7822,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7823,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
7824,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7825,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7826,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7827,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7828,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7829,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7830,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7831,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7832,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7833,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7834,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7835,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7836,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7837,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7838,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7839,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7840,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7841,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7842,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7844,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7845,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7849,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7850,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
7851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
7858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
7859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7864,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7865,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7866,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7867,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7868,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7869,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7870,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7871,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7872,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7873,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7874,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7875,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7876,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7877,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7878,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7879,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7880,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7881,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7882,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7883,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7884,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7885,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
7886,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7887,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7888,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7889,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7890,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7891,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7892,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7893,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7894,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7895,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7896,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7897,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7898,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7899,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7900,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7901,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7902,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7903,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7904,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7905,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7906,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7907,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7908,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7909,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7910,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7911,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
