Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMN_M_R
771,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
772,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
773,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
774,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
775,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
776,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
777,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
778,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
779,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
780,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
781,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
782,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
783,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
784,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
785,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
786,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
787,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
788,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
789,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
790,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
791,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
792,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
793,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
794,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
795,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
796,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
797,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
798,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
799,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
800,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
801,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
802,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
803,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
804,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
805,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
806,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
807,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
808,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
809,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
810,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
811,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
812,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
813,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
814,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
815,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
816,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
817,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
818,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
819,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
820,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
821,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
822,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
823,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
824,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
825,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
826,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
827,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
828,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
829,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
830,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
831,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
832,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
833,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
834,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
835,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
836,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
837,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
881,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
882,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
883,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
884,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
885,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
886,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
887,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
888,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
889,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
890,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
891,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
892,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
893,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
894,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
895,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
896,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
897,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
898,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
899,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
900,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
901,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
902,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
903,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
904,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
905,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
906,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
907,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
908,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
909,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
910,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
911,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
912,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
913,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
914,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
915,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
916,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
917,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
918,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
919,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
920,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
921,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
922,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
923,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
924,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
925,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
926,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
927,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
928,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
929,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
930,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
931,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
932,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
933,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
934,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
935,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
936,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
937,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
938,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
939,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
940,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
941,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
942,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
943,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
944,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
945,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
946,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
947,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
948,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
949,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
950,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
951,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
952,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
953,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
954,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
955,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
956,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
957,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
958,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
959,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
960,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
961,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
962,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
963,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
964,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
965,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
966,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
967,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
968,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
969,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
970,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
971,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
972,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
973,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
974,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
975,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
976,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
977,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
978,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
979,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
980,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
981,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
982,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
983,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
984,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
985,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
986,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
987,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
988,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
989,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
990,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
991,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
992,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
993,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
994,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
995,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
996,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
997,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
998,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
999,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1000,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1001,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1002,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1003,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1004,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1005,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1006,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1007,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1008,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1009,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1010,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1011,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1012,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1013,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1014,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1015,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1016,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1017,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1018,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
1019,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1020,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1021,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1022,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1023,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1024,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1025,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1026,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1027,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1028,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1029,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1030,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1031,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1032,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1033,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1034,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1035,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1036,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1037,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1038,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1039,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1040,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1041,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1042,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1043,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1044,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1045,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1046,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1047,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1048,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1049,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1050,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1051,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1052,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1053,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1054,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1055,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1056,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1057,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
1058,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1059,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1060,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
1061,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1062,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1063,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1064,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1065,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1066,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1067,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1069,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1070,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1071,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1072,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1073,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1074,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1075,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1076,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1077,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1078,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1079,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1080,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1081,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1082,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1083,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1084,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1085,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1086,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1087,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1088,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1089,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1090,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1091,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1092,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1093,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1094,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1095,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1096,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
