Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MES_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MES_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MES_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MES_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MES_M_R
2677,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2678,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2679,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2680,Grassland,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
2681,Grassland,Forest,Water,NULL,Water,Wetland,Water,Grassland
2682,Grassland,Forest,Water,NULL,Water,Built-up,Bareland,Grassland
2683,Grassland,Forest,Water,NULL,Water,Water,Wetland,Water
2684,Grassland,Forest,Water,NULL,Water,Water,Wetland,Forest
2685,Grassland,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
2686,Grassland,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
2687,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
2688,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
2689,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
2690,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Water
2691,Grassland,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
2692,Grassland,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
2693,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
2694,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
2695,Grassland,Forest,Water,Non_Water,Water,Water,Water,Water
2696,Grassland,Forest,Water,Non_Water,Water,Water,Water,Forest
2697,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
2698,Grassland,Forest,Water,Water,Water,Grassland,Water,Forest
2699,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2700,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
2701,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
2702,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
2703,Grassland,Forest,Water,Water,Water,Bareland,Wetland,Water
2704,Grassland,Forest,Water,Water,Water,Bareland,Wetland,Forest
2705,Grassland,Forest,Water,Water,Water,Bareland,Water,Grassland
2706,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
2707,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
2708,Grassland,Forest,Water,Water,Water,Water,Wetland,Forest
2709,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
2710,Grassland,Forest,Water,Water,Water,Water,Water,Water
2711,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2712,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2713,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2714,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2715,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2716,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2717,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2718,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2719,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2720,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2721,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2722,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2723,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2724,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2725,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2726,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2727,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2728,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2729,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2730,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2731,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2732,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2733,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2734,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2735,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2736,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2737,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2738,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2739,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2740,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2741,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2742,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2743,Grassland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2744,Grassland,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2745,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2746,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2747,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2748,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2749,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2750,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2751,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2752,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2753,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2754,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2755,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2756,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2757,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2758,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2759,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2760,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2761,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2762,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2763,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2764,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2765,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2766,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2767,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2768,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2769,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2770,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2771,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2772,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2773,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2774,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2775,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2776,Cropland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2777,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2778,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2779,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2780,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2781,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2782,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2783,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2784,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2785,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2786,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2787,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2788,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2789,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2790,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2791,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2792,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2793,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2794,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2795,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2796,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2797,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2798,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2799,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2800,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2801,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2802,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2803,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2804,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2805,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2806,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2807,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2808,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2809,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2810,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2811,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2812,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2813,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2814,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2815,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2816,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2817,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
2818,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2819,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2820,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2821,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2822,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2823,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2824,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2825,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2826,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2827,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2828,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2829,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2830,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2831,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2832,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2833,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2834,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2835,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2836,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2837,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2838,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2839,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2840,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2841,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2842,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2843,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2844,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2845,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2846,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2847,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
2848,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2849,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2850,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2851,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2852,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2853,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2854,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2855,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2856,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
2857,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2858,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2859,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2860,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2861,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2862,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2863,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2864,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2865,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2866,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2867,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2868,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2869,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2870,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2871,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2872,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2873,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
2874,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2875,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
2876,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2877,Cropland,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
2878,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2879,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2880,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2881,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2882,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2883,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
2884,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2885,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2886,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2887,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2888,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2889,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2890,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2891,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2892,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2893,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2894,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2895,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2896,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2897,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2898,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2899,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2900,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2901,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
2902,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2903,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2904,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2905,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2906,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2907,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2908,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2909,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2910,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2911,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2912,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2913,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2914,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2915,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2916,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2917,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2918,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2919,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2920,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2921,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2922,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2923,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2924,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2925,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2926,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2927,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2928,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2929,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2930,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2931,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
2932,Cropland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
2933,Cropland,NULL,Water,NULL,Water,Bareland,Forest,Forest
2934,Cropland,NULL,Water,NULL,Water,Water,Water,Grassland
2935,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2936,Cropland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
2937,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2938,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2939,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2940,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Water
2941,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2942,Cropland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
2943,Cropland,NULL,Water,Non_Water,Water,Bareland,Wetland,Forest
2944,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2945,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Forest
2946,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2947,Cropland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2948,Cropland,NULL,Water,Non_Water,Water,Water,Water,Grassland
2949,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
2950,Cropland,NULL,Water,Non_Water,Water,Water,Water,Forest
2951,Cropland,NULL,Water,Water,Water,NULL,Wetland,Water
2952,Cropland,NULL,Water,Water,Water,Grassland,Wetland,Water
2953,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2954,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Water
2955,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
2956,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
2957,Cropland,NULL,Water,Water,Water,Wetland,Water,Forest
2958,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
2959,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
2960,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
2961,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
2962,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
2963,Cropland,NULL,Water,Water,Water,Water,Water,Water
2964,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2965,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2966,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2967,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2968,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2969,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2970,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2971,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2972,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2973,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2974,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2975,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2976,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2977,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2978,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2979,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2980,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2981,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2982,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2983,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2984,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2985,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2986,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2987,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2988,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2989,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2990,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2991,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2992,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2993,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2994,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2995,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2996,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2997,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2998,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2999,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3000,Cropland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3001,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3002,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3003,Cropland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3004,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3005,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3006,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3007,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3008,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3009,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
3010,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
3011,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3012,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3013,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3014,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3015,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
