Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYH_M_R
1118,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1119,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
1120,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
1121,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1122,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1123,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
1124,NULL,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
1125,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1126,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
1127,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
1128,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Built-up
1129,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1130,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1131,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1132,NULL,Cropland,Water,NULL,Water,Water,NULL,Water
1133,NULL,Cropland,Water,NULL,Water,Water,Water,Water
1134,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Bareland
1135,NULL,Cropland,Water,Water,Water,Grassland,NULL,Grassland
1136,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1137,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
1138,NULL,Cropland,Water,Water,Water,Bareland,NULL,Grassland
1139,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
1140,NULL,Cropland,Water,Water,Water,Water,Water,Water
1141,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1142,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1144,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1145,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1146,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1147,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1148,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1149,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1150,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1151,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1152,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1153,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1154,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1155,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1156,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1157,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1158,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1159,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1160,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1161,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1162,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1163,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1164,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1165,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1166,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1167,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1168,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1169,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1170,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1171,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1172,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1173,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1174,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1175,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1176,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1177,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1178,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1179,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1180,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1181,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1182,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1183,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1184,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1185,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1186,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1187,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1188,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1189,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1190,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1191,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1192,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1193,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1194,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1195,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1196,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1197,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1198,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1199,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1200,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1201,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1202,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1203,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1204,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1205,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1206,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1207,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1208,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1209,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1210,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1211,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1212,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1213,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1214,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1215,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1216,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1217,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1218,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1219,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1220,NULL,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
1221,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1222,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1223,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1224,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1225,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1226,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1227,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1228,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1229,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1230,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
1231,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1232,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1233,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1234,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1235,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1236,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1237,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1238,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1239,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1240,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1241,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1242,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1243,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1244,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1245,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1246,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1247,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1248,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1249,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1250,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1251,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1252,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1253,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1254,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1255,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
1256,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1257,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1258,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1259,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1260,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1261,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1262,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1263,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
1264,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1265,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1266,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1267,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1268,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1269,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1270,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1271,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1272,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1273,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1274,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1275,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1276,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1277,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1278,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1279,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1280,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1281,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1282,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1284,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1285,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1286,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1287,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1288,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1289,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1290,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1291,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
1292,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1293,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1294,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
1295,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
1296,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1297,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1298,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1299,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1300,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1301,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1302,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1303,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1304,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1305,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1306,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1307,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1308,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1309,NULL,Built-up,NULL,Water,Non_Wetland,Forest,Bareland,Forest
1310,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1311,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1312,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1313,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
1348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1404,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1405,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1406,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1407,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1408,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1409,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1410,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1411,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1412,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1413,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1414,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1415,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1416,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1417,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1418,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1420,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1421,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1422,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1423,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1424,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1425,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1426,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1427,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1428,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1429,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1430,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1431,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1432,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1433,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1434,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1435,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1436,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1437,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1438,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1439,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
