Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZP_M_R
361,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
362,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
363,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
365,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
366,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
367,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
368,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
369,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
370,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
371,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
372,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
373,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
374,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
375,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
376,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
377,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
378,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
379,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
380,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
381,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
383,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
384,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
386,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
387,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
388,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
389,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
390,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
391,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
392,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
394,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
396,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
397,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
398,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
399,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
400,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
401,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
402,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
403,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Water
404,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
407,Water,Forest,Water,NULL,Water,NULL,NULL,Water
408,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
409,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
410,Water,Forest,Water,NULL,Water,Water,Water,Water
411,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
412,Water,Forest,Water,Non_Water,Water,Water,Water,Water
413,Water,Forest,Water,Water,Water,NULL,NULL,Water
414,Water,Forest,Water,Water,Water,NULL,NULL,Forest
415,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
416,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
417,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
418,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
419,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
420,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
421,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
422,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
423,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
425,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
426,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
427,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,Water
428,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
430,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
432,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
434,Forest,NULL,Water,Water,Water,NULL,NULL,Water
435,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
436,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
437,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
438,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
439,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
440,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
441,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
443,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
444,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
445,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
446,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
447,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
448,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
449,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
450,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
451,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
452,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
453,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
454,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
456,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
457,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
458,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
460,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
461,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
462,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
463,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
464,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
465,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
466,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
467,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
468,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
469,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
470,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
471,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
472,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
474,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
475,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
477,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
478,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
479,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
480,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
481,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
482,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
483,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
484,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
485,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
486,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
487,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
488,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
489,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
490,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
491,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
492,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
493,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
496,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
497,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
498,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
499,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
500,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
501,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
502,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
503,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
504,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
505,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
506,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
507,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
508,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
509,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
510,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
511,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
513,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
514,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
516,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
517,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
518,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
519,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
520,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
521,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
522,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
523,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
524,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
525,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
526,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
527,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
528,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
529,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
530,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
531,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
532,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
533,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
536,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
537,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
538,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
539,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
540,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
542,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
543,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
545,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
546,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
547,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
548,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
549,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
550,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
551,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
553,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
554,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
556,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
557,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
558,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
559,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
560,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
561,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
562,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
563,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
565,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
566,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
567,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
568,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
569,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
570,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
571,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
572,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
573,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
574,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
575,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
576,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
577,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
578,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Water
579,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
580,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
581,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
582,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
585,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
586,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
587,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
588,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
589,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
591,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
592,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
593,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
594,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
595,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
596,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
597,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
598,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Water
599,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
600,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
601,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Water
602,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
603,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
604,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
605,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
606,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
607,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
608,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Water
609,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
610,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
611,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
612,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
613,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Forest
614,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
615,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
616,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
617,Forest,Water,Water,NULL,Water,NULL,NULL,Water
618,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
619,Forest,Water,Water,NULL,Water,NULL,Forest,Water
620,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
621,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
622,Forest,Water,Water,NULL,Water,Water,Water,Bareland
623,Forest,Water,Water,NULL,Water,Water,Water,Water
624,Forest,Water,Water,NULL,Water,Water,Water,Forest
625,Forest,Water,Water,NULL,Water,Water,Forest,Water
626,Forest,Water,Water,NULL,Water,Water,Forest,Forest
627,Forest,Water,Water,NULL,Water,Forest,NULL,Water
628,Forest,Water,Water,NULL,Water,Forest,Water,Forest
629,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
630,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
631,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
632,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
633,Forest,Water,Water,Non_Water,Water,Water,Water,Water
634,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
635,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
636,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
637,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
638,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
639,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
640,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
641,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
642,Forest,Water,Water,Water,Water,NULL,NULL,Water
643,Forest,Water,Water,Water,Water,NULL,NULL,Forest
644,Forest,Water,Water,Water,Water,NULL,Water,Water
645,Forest,Water,Water,Water,Water,NULL,Forest,Water
646,Forest,Water,Water,Water,Water,NULL,Forest,Forest
647,Forest,Water,Water,Water,Water,Water,Water,Grassland
648,Forest,Water,Water,Water,Water,Water,Water,Bareland
649,Forest,Water,Water,Water,Water,Water,Water,Water
650,Forest,Water,Water,Water,Water,Water,Water,Forest
651,Forest,Water,Water,Water,Water,Water,Forest,Grassland
652,Forest,Water,Water,Water,Water,Water,Forest,Water
653,Forest,Water,Water,Water,Water,Water,Forest,Forest
654,Forest,Water,Water,Water,Water,Forest,NULL,Water
655,Forest,Water,Water,Water,Water,Forest,NULL,Forest
656,Forest,Water,Water,Water,Water,Forest,Water,Water
657,Forest,Water,Water,Water,Water,Forest,Water,Forest
658,Forest,Water,Water,Water,Water,Forest,Forest,Forest
659,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
660,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
661,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
662,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
663,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
665,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
666,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
667,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
668,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
669,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
670,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
671,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
672,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
673,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
674,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
675,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
676,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
677,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
678,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
679,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
680,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
681,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
682,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
683,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
684,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
685,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
686,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
687,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
689,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
690,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
691,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
692,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
693,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
694,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
695,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
696,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
697,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
698,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
699,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
700,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
701,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
702,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
703,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
704,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
705,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
706,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
707,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
708,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
709,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
710,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
711,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
712,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
713,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
714,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
715,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
716,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
717,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
718,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
719,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
720,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
721,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
722,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
723,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
724,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
725,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
726,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
727,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
728,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
729,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
730,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
731,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
732,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
733,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
734,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
735,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
736,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
