Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRA_M_R
3361,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3362,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3363,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3364,Grassland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3365,Grassland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3366,Grassland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3367,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3368,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3369,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3370,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3371,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3372,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
3373,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3374,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3375,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3376,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3377,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3378,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3379,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3380,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3381,Grassland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3382,Grassland,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3383,Grassland,Water,Water,NULL,Water,Wetland,Water,Forest
3384,Grassland,Water,Water,Water,Water,Grassland,Wetland,Grassland
3385,Grassland,Water,Water,Water,Water,Grassland,Wetland,Forest
3386,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
3387,Grassland,Water,Water,Water,Water,Grassland,Water,Forest
3388,Grassland,Water,Water,Water,Water,Wetland,NULL,Grassland
3389,Grassland,Water,Water,Water,Water,Wetland,Grassland,Forest
3390,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
3391,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
3392,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
3393,Grassland,Water,Water,Water,Water,Water,Wetland,Wetland
3394,Grassland,Water,Water,Water,Water,Water,Water,Wetland
3395,Grassland,Water,Water,Water,Water,Water,Water,Water
3396,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3397,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3398,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3399,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3400,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3401,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3402,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3403,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3404,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3405,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3406,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3407,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3408,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3409,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3410,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3411,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3412,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3413,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3414,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3415,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3416,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3417,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3418,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3419,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3420,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3421,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3422,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3423,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3424,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3425,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3426,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3427,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3428,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3429,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3430,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3431,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3432,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3433,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3434,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3435,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3436,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3437,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3438,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3439,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3440,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3441,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3442,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3443,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3444,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
3445,Grassland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3446,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3447,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3448,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3449,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3450,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3451,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3452,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3453,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3454,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3455,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3456,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3457,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3458,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3459,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3460,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3461,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3462,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3463,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3464,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3465,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3466,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3467,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3468,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3469,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3470,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3471,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3472,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3473,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3474,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3475,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3476,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3477,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3478,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3479,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3480,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3481,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3482,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3483,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3484,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3485,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3486,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3487,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3488,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3489,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3490,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3491,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3492,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3493,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3494,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3495,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3496,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3497,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3498,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3499,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3500,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3501,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3502,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3503,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3504,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3505,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
3506,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3507,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3508,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3509,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3510,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3511,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3512,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3513,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3514,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3515,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3516,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
3517,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3518,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3519,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3520,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
3521,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3522,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3523,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3524,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3525,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3526,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3527,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3528,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3529,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3530,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3531,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3532,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3533,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3534,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3535,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3536,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3537,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
3538,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3539,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
3540,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Water
3541,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3542,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3543,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
3544,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
3545,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
3546,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
3547,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
3548,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
3549,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
3550,Grassland,Forest,Water,Water,Water,Water,Water,Water
3551,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3552,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3553,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3554,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3555,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3556,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3557,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3558,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3559,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3560,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3561,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3562,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3563,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3564,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3565,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3566,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3567,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3568,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3569,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3570,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3571,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3572,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3573,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3575,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3576,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3577,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3578,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3582,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3583,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3584,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3585,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3586,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3587,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3588,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3589,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3590,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3591,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3592,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3593,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3594,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3595,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
3596,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3597,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3598,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3599,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3600,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3601,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3602,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3603,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3604,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3605,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3606,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3607,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3608,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3609,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3610,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3611,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3612,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3613,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3614,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3615,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3616,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3617,Cropland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3618,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3619,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3620,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3621,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3622,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3623,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3624,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3625,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3626,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3627,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3628,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3629,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3630,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3631,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3632,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3633,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3634,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3635,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3636,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3637,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
3638,Cropland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3639,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3640,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3641,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3642,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3643,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3644,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
3645,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3646,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3647,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3648,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
3649,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3650,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3651,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3652,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3653,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3654,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3655,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
3656,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3657,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3658,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3659,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3660,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3661,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3662,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3663,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3664,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3665,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3666,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3667,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3668,Cropland,NULL,Water,NULL,Water,Water,Water,Wetland
3669,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3670,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
3671,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
3672,Cropland,NULL,Water,Water,Water,Water,Water,Water
3673,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3674,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3675,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3676,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3677,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3678,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3679,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3680,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3681,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3682,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3683,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3684,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3685,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3686,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3687,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3688,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3689,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
3690,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3691,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3692,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3693,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3694,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
