Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMA_M_R
1455,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1456,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1457,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1459,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1460,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1461,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1462,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1463,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1464,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1465,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1468,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1469,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1470,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1471,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1472,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1473,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1474,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1475,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1476,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1477,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1478,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1479,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1480,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1481,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1482,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1483,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1484,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1486,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1487,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1488,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1489,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1490,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1491,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1492,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1494,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1495,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1496,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1497,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1498,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1500,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1502,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1503,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1504,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1505,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1506,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1508,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1509,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1510,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1511,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1512,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1513,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1514,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1515,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1516,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1517,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1518,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1519,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1520,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1521,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1523,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1524,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1525,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1526,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1527,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1528,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1529,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1531,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1532,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1533,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1534,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1535,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1536,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1537,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1538,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1539,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1540,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1541,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1542,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1543,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1544,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1545,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1546,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1547,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1548,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1551,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1552,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1553,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1554,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1555,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1556,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1557,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1559,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1560,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1561,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1562,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1563,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1564,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1565,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1567,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1568,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1569,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1570,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1571,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1572,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1573,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1574,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1575,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1576,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1577,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1578,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1579,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1580,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1581,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1582,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1583,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1584,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1585,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1586,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1587,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1588,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1589,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1590,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1591,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1592,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1594,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1596,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1597,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1598,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1599,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1600,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1601,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1602,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1603,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1604,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1605,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1607,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1608,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1610,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1611,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1612,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1613,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1615,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1617,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1619,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1624,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1626,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1627,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1628,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1629,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1630,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1632,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1633,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1636,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1637,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1638,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1639,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1640,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1641,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1642,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1643,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1644,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1646,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1647,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1649,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1650,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1651,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1652,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1655,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1656,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1657,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1658,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1659,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1660,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1661,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1662,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1663,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1666,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1667,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1669,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1671,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1672,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1673,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1674,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1675,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1676,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1677,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1678,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1679,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1680,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1681,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1682,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1683,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1684,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1685,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1686,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1687,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1688,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1690,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1691,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1692,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1694,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1697,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1698,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1699,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1700,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1702,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1703,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1705,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1706,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1707,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1708,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1709,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1710,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1711,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1712,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1713,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1714,Bareland,Water,Water,Water,Water,NULL,NULL,NULL
1715,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1716,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1717,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1718,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1719,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1722,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1724,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1725,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1726,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1727,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1728,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1729,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1730,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1732,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1733,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1734,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1736,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1737,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1738,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1739,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1741,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1743,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1744,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1745,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1747,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1749,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1750,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1751,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1753,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1754,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1755,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1756,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1757,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1759,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1761,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1763,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1764,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1766,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1767,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1768,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1769,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1770,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1771,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1772,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1773,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1774,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1775,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1776,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1777,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1778,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1779,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1781,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1784,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1786,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1788,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
