Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBG_M_R
340,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
342,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
343,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
344,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
346,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
347,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
351,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
354,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
357,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
360,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
366,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
367,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
368,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
371,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
375,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
376,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
377,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
380,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
381,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
384,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
385,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
387,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
388,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
389,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
390,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
391,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
392,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,Water,Water,Water,Water,NULL,NULL,Water
395,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
397,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
399,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
404,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
406,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
412,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
413,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
415,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
416,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
419,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
422,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
423,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
424,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
425,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
426,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
427,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
429,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
430,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
431,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
433,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
434,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
436,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
437,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
439,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
442,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
444,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
445,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
446,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
447,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
448,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
449,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
450,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
451,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
452,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
453,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
456,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
459,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
461,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
462,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
463,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
464,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
465,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
466,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
468,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
470,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
472,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
475,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
476,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
479,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
485,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
486,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
488,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
489,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
496,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
497,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
498,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
499,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
500,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
501,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
502,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
503,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
504,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
506,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
507,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
508,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
509,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
510,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
511,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
513,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
514,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
516,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
517,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
520,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
521,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
522,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
523,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
529,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
531,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
535,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
536,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
537,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
538,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
539,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
540,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
542,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
543,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
546,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
550,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
552,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
553,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
554,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
557,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
559,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
561,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
562,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
565,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
566,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
567,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
568,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
569,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
570,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
571,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
572,Cropland,Water,Water,Water,Water,NULL,NULL,Water
573,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
576,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
579,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
580,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
582,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
583,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
585,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
586,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
590,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
591,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
593,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
594,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
599,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
600,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
603,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
604,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
609,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
611,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
612,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
614,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
619,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
620,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
621,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
623,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
624,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
625,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
629,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
630,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
632,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
638,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
639,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
640,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
641,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
644,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
646,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
647,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
649,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
650,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
651,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
652,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
653,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
654,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
656,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
657,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
658,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
659,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
660,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
661,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
662,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
663,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
664,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
665,Wetland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
666,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
667,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
668,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
669,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
670,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
671,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
672,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
674,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
675,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
676,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
677,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
678,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
681,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
