Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUG_M_R
442,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
443,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
444,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
445,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
446,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
447,NULL,Forest,Shrubland,Water,Non_Wetland,Water
448,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
449,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
450,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
451,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
452,NULL,Forest,Grassland,Water,Non_Wetland,Water
453,NULL,Forest,Grassland,Water,Non_Wetland,Forest
454,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
455,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
456,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
457,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
458,NULL,Forest,Wetland,NULL,Wetland,Grassland
459,NULL,Forest,Wetland,NULL,Wetland,Forest
460,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
461,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
462,NULL,Forest,Wetland,Non_Water,Wetland,Forest
463,NULL,Forest,Wetland,Water,Wetland,Bareland
464,NULL,Forest,Wetland,Water,Wetland,Forest
465,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
466,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
467,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
468,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
469,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
470,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
471,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
472,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
473,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
474,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
475,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
476,NULL,Forest,Built-up,Water,Non_Wetland,Water
477,NULL,Forest,Built-up,Water,Non_Wetland,Forest
478,NULL,Forest,Water,NULL,Water,Forest
479,NULL,Forest,Water,Non_Water,Water,Forest
480,NULL,Forest,Water,Water,Water,Wetland
481,NULL,Forest,Water,Water,Water,Water
482,NULL,Forest,Water,Water,Water,Forest
483,NULL,Forest,Forest,NULL,Non_Wetland,NULL
484,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
485,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
486,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
487,NULL,Forest,Forest,NULL,Non_Wetland,Water
488,NULL,Forest,Forest,NULL,Non_Wetland,Forest
489,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
490,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
491,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
492,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
493,NULL,Forest,Forest,Water,Non_Wetland,Grassland
494,NULL,Forest,Forest,Water,Non_Wetland,Bareland
495,NULL,Forest,Forest,Water,Non_Wetland,Forest
496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
497,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
498,Grassland,NULL,NULL,NULL,Non_Wetland,Water
499,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
500,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
501,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland
502,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
503,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
504,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
505,Grassland,NULL,NULL,Water,Non_Wetland,Bareland
506,Grassland,NULL,NULL,Water,Non_Wetland,Water
507,Grassland,NULL,NULL,Water,Non_Wetland,Forest
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
518,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
519,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
520,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
521,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
522,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
523,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
524,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
526,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
527,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
528,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
529,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
530,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
531,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
532,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water
534,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
535,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
536,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
537,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
538,Grassland,NULL,Grassland,Water,Non_Wetland,Water
539,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
540,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
541,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
542,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
543,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
548,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
549,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
550,Grassland,NULL,Cropland,Water,Non_Wetland,Water
551,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
552,Grassland,NULL,Wetland,NULL,Wetland,NULL
553,Grassland,NULL,Wetland,NULL,Wetland,Grassland
554,Grassland,NULL,Wetland,NULL,Wetland,Water
555,Grassland,NULL,Wetland,NULL,Wetland,Forest
556,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
557,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
558,Grassland,NULL,Wetland,Non_Water,Wetland,Water
559,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
560,Grassland,NULL,Wetland,Water,Wetland,Grassland
561,Grassland,NULL,Wetland,Water,Wetland,Wetland
562,Grassland,NULL,Wetland,Water,Wetland,Water
563,Grassland,NULL,Wetland,Water,Wetland,Forest
564,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
565,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
566,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
567,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
568,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
569,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
570,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
571,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
572,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
573,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
574,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
575,Grassland,NULL,Bareland,Water,Non_Wetland,Water
576,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
577,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
578,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
579,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
580,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
581,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
582,Grassland,NULL,Built-up,Water,Non_Wetland,Water
583,Grassland,NULL,Water,NULL,Water,Grassland
584,Grassland,NULL,Water,NULL,Water,Bareland
585,Grassland,NULL,Water,NULL,Water,Water
586,Grassland,NULL,Water,NULL,Water,Forest
587,Grassland,NULL,Water,Non_Water,Water,Grassland
588,Grassland,NULL,Water,Non_Water,Water,Wetland
589,Grassland,NULL,Water,Non_Water,Water,Bareland
590,Grassland,NULL,Water,Non_Water,Water,Water
591,Grassland,NULL,Water,Non_Water,Water,Forest
592,Grassland,NULL,Water,Water,Water,Grassland
593,Grassland,NULL,Water,Water,Water,Wetland
594,Grassland,NULL,Water,Water,Water,Bareland
595,Grassland,NULL,Water,Water,Water,Water
596,Grassland,NULL,Water,Water,Water,Forest
597,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
598,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
599,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
600,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
601,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
602,Grassland,NULL,Forest,NULL,Non_Wetland,Water
603,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
604,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
605,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
606,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
607,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
608,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
609,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
610,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
611,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
612,Grassland,NULL,Forest,Water,Non_Wetland,Water
613,Grassland,NULL,Forest,Water,Non_Wetland,Forest
614,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
615,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
616,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
621,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
622,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
623,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
624,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
625,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
626,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
627,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
628,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
629,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
630,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
633,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
634,Grassland,Cropland,Wetland,Water,Wetland,Grassland
635,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
636,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
637,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
638,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
639,Grassland,Cropland,Water,NULL,Water,Grassland
640,Grassland,Cropland,Water,Non_Water,Water,Bareland
641,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
642,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
643,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
644,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
645,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
646,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
647,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
648,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
649,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
650,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
651,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
652,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
653,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
654,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
655,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
656,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
657,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
658,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
659,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
660,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
661,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
662,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
663,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
664,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
665,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
666,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
667,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
668,Grassland,Wetland,Wetland,NULL,Wetland,Forest
669,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
670,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland
671,Grassland,Wetland,Wetland,Water,Wetland,Grassland
672,Grassland,Wetland,Wetland,Water,Wetland,Wetland
673,Grassland,Wetland,Wetland,Water,Wetland,Water
674,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
675,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Water
676,Grassland,Wetland,Water,Non_Water,Water,Grassland
677,Grassland,Wetland,Water,Non_Water,Water,Forest
678,Grassland,Wetland,Water,Water,Water,Grassland
679,Grassland,Wetland,Water,Water,Water,Water
680,Grassland,Wetland,Water,Water,Water,Forest
681,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
682,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
683,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
684,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
685,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
686,Grassland,Wetland,Forest,Water,Non_Wetland,Water
687,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland
688,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
689,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
690,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
691,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
692,Grassland,Bareland,Wetland,Water,Wetland,Water
693,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
694,Grassland,Bareland,Built-up,NULL,Non_Wetland,Bareland
695,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
696,Grassland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
697,Grassland,Bareland,Water,Water,Water,Water
698,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
699,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Water
700,Grassland,Bareland,Forest,Water,Non_Wetland,Water
701,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
702,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
703,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
704,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
705,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
706,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
707,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
708,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
709,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
710,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
711,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
712,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
713,Grassland,Built-up,Water,NULL,Water,Bareland
714,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
715,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
716,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
717,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
718,Grassland,Water,NULL,NULL,Non_Wetland,Forest
719,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland
720,Grassland,Water,NULL,Non_Water,Non_Wetland,Water
721,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
722,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
723,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
724,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
725,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
726,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
727,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
728,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
729,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
730,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
731,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
732,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland
733,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland
734,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
735,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
736,Grassland,Water,Grassland,Water,Non_Wetland,Bareland
737,Grassland,Water,Grassland,Water,Non_Wetland,Water
738,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
739,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
740,Grassland,Water,Cropland,NULL,Non_Wetland,Water
741,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
742,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland
743,Grassland,Water,Wetland,NULL,Wetland,Grassland
744,Grassland,Water,Wetland,NULL,Wetland,Water
745,Grassland,Water,Wetland,NULL,Wetland,Forest
746,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
747,Grassland,Water,Wetland,Non_Water,Wetland,Water
748,Grassland,Water,Wetland,Non_Water,Wetland,Forest
749,Grassland,Water,Wetland,Water,Wetland,Grassland
750,Grassland,Water,Wetland,Water,Wetland,Water
751,Grassland,Water,Wetland,Water,Wetland,Forest
752,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
753,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
754,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
755,Grassland,Water,Bareland,Non_Water,Non_Wetland,Bareland
756,Grassland,Water,Bareland,Water,Non_Wetland,Grassland
757,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
758,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
759,Grassland,Water,Built-up,NULL,Non_Wetland,Forest
760,Grassland,Water,Built-up,Non_Water,Non_Wetland,Bareland
761,Grassland,Water,Water,NULL,Water,Grassland
762,Grassland,Water,Water,NULL,Water,Water
763,Grassland,Water,Water,NULL,Water,Forest
764,Grassland,Water,Water,Non_Water,Water,Grassland
765,Grassland,Water,Water,Non_Water,Water,Bareland
766,Grassland,Water,Water,Non_Water,Water,Water
767,Grassland,Water,Water,Non_Water,Water,Forest
768,Grassland,Water,Water,Water,Water,Grassland
769,Grassland,Water,Water,Water,Water,Bareland
770,Grassland,Water,Water,Water,Water,Water
771,Grassland,Water,Water,Water,Water,Forest
772,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
773,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
774,Grassland,Water,Forest,NULL,Non_Wetland,Water
775,Grassland,Water,Forest,NULL,Non_Wetland,Forest
776,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
777,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland
778,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
779,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
780,Grassland,Water,Forest,Water,Non_Wetland,Grassland
781,Grassland,Water,Forest,Water,Non_Wetland,Water
782,Grassland,Water,Forest,Water,Non_Wetland,Forest
783,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
784,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland
785,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
786,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
787,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
788,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
789,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
790,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
791,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
792,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
793,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
794,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
795,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
796,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
797,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
798,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
799,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
800,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
801,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
802,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
803,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
804,Grassland,Forest,Grassland,Water,Non_Wetland,Bareland
805,Grassland,Forest,Grassland,Water,Non_Wetland,Water
806,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
807,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
808,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
809,Grassland,Forest,Cropland,Water,Non_Wetland,Water
810,Grassland,Forest,Wetland,NULL,Wetland,Grassland
811,Grassland,Forest,Wetland,NULL,Wetland,Water
812,Grassland,Forest,Wetland,NULL,Wetland,Forest
813,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
814,Grassland,Forest,Wetland,Non_Water,Wetland,Water
815,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
816,Grassland,Forest,Wetland,Water,Wetland,Grassland
817,Grassland,Forest,Wetland,Water,Wetland,Wetland
818,Grassland,Forest,Wetland,Water,Wetland,Water
819,Grassland,Forest,Wetland,Water,Wetland,Forest
820,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
821,Grassland,Forest,Bareland,NULL,Non_Wetland,Water
822,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
823,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
824,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
825,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
826,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
827,Grassland,Forest,Bareland,Water,Non_Wetland,Water
828,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
829,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
830,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
831,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
832,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
833,Grassland,Forest,Water,NULL,Water,Grassland
834,Grassland,Forest,Water,NULL,Water,Bareland
835,Grassland,Forest,Water,NULL,Water,Water
836,Grassland,Forest,Water,NULL,Water,Forest
837,Grassland,Forest,Water,Non_Water,Water,Grassland
838,Grassland,Forest,Water,Non_Water,Water,Wetland
839,Grassland,Forest,Water,Non_Water,Water,Bareland
840,Grassland,Forest,Water,Non_Water,Water,Water
841,Grassland,Forest,Water,Non_Water,Water,Forest
842,Grassland,Forest,Water,Water,Water,Grassland
843,Grassland,Forest,Water,Water,Water,Water
844,Grassland,Forest,Water,Water,Water,Forest
845,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
846,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
847,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
848,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
849,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
850,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
851,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
852,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
853,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
854,Grassland,Forest,Forest,Water,Non_Wetland,Water
855,Grassland,Forest,Forest,Water,Non_Wetland,Forest
856,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
857,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
858,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
859,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
860,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
861,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
862,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
863,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
864,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
865,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
866,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
867,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
868,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
869,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
870,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
871,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
872,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
873,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
874,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
875,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
876,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
877,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
878,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
