Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPB_M_R
9494,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9495,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9496,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9497,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9498,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9499,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9500,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9501,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9502,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9503,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9504,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9505,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9506,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9507,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9508,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9509,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9510,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9511,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9512,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9513,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9514,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9515,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9516,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9517,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9518,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9519,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9520,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9521,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9522,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9523,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9524,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9525,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9526,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9527,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9528,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
9529,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9530,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9531,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9532,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9533,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9534,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9535,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9536,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9537,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9538,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9539,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9540,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9541,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9542,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9543,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9544,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9545,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
9546,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9547,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9548,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
9549,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
9550,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9551,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9552,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9553,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9554,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9555,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9556,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9557,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9558,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
9559,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
9560,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
9561,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9562,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
9563,Bareland,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
9564,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
9565,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9566,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9567,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9568,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9569,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9570,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9571,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9572,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9573,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9574,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9575,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9576,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9577,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9578,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9579,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9580,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9581,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9582,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9583,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
9584,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9585,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9586,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9587,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9588,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9589,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9590,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9591,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9592,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
9593,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9594,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
9595,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
9596,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9597,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9598,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9599,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9600,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9601,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9602,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9603,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
9604,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
9605,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9606,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9607,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
9608,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
9609,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9610,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9611,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9612,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9613,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9614,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9615,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9616,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9617,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
9618,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9619,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9620,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
9621,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
9622,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9623,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9624,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9625,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9626,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9627,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9628,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
9629,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9630,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9631,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
9632,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9633,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9634,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
9635,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
9636,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
9637,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9638,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9639,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9640,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9641,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
9642,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9643,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
9644,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9645,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9646,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9647,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9648,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9649,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9650,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9651,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9652,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
9653,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9654,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
9655,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
9656,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9657,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
9658,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9659,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9660,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9661,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
9662,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9663,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9664,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9665,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
9666,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
9667,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9668,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9669,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
9670,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9671,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9672,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9673,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
9674,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9675,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9676,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9677,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
9678,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
9679,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9680,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9681,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9682,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9683,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
9684,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9685,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9686,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9687,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9688,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9689,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9690,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9691,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9692,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9693,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
9694,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
9695,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
9696,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
9697,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
9698,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9699,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
9700,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
9701,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9702,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
9703,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
9704,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9705,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
9706,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
9707,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
9708,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
9709,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
9710,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
9711,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
9712,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
9713,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
9714,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
9715,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
9716,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
9717,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
9718,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
9719,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
9720,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
9721,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
9722,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
9723,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
9724,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
9725,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9726,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
9727,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
9728,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
9729,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
9730,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9731,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
9732,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9733,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
9734,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9735,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9736,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9737,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9739,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9740,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
9741,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9742,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9744,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
9745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9746,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9747,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9748,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
9749,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9750,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9751,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9752,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9753,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9754,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9755,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9756,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9757,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9758,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
9759,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9760,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
9761,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9762,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
9763,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
9764,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9765,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9766,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9767,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9768,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9769,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9770,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9771,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9772,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
9773,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9774,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9775,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9776,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9777,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9778,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9779,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
9780,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9781,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9782,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9783,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9784,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9785,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9786,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
9787,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9788,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9789,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9790,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9791,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9792,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9793,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9794,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9795,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9796,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9797,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9798,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9799,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9800,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9801,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9802,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9803,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9804,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9805,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
9806,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
9807,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
9808,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9809,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9810,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9811,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9812,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
9813,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9814,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9815,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9816,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9817,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9818,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9819,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9820,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9821,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9822,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9823,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9824,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9825,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9826,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
