Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUP_M_R
1119,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1120,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1121,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1122,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1123,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1124,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1125,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1126,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1127,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1128,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1129,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1130,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1131,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1132,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1133,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1134,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1135,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1136,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1137,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1138,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1139,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1140,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1141,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1142,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1143,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1144,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1145,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1146,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1147,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1148,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1149,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1150,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1151,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1152,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1153,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1154,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1155,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
1156,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1157,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1158,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1159,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1160,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1161,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1162,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1163,Wetland,NULL,Water,Water,Water,Water,Bareland,Grassland
1164,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1165,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1166,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1167,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1168,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1169,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1170,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1171,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1172,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1173,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1174,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1175,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1176,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1177,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1178,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1179,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1180,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1181,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1182,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1183,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1184,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1185,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1186,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1187,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1188,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1189,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1190,Wetland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1191,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1192,Wetland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1193,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1194,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1195,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1196,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1197,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1198,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1199,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1200,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1201,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1202,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1203,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1204,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1206,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1207,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1208,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1209,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1210,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1211,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1212,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1213,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1214,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1215,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1216,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1217,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1218,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1219,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1220,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1221,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
1222,Wetland,Water,Water,Water,Water,Water,Bareland,Forest
1223,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1224,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1225,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1226,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1227,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1228,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1229,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1230,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1231,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1232,Wetland,Forest,Water,Water,Water,Bareland,Water,Water
1233,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1234,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1235,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1236,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1237,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1238,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1239,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1240,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1241,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1242,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1243,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1244,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1245,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1246,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1247,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1248,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1249,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1250,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1251,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1252,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1253,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
1254,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
1255,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1256,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1257,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1258,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1259,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1260,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1261,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1262,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1263,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1264,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1265,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1266,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1267,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1268,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1270,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1271,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1272,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1273,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1274,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1275,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1276,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1277,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1278,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1279,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1280,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1281,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1282,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1283,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1284,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1285,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1286,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1287,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1288,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1289,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1290,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1291,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1292,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1293,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1294,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1295,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1296,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1297,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
1298,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1299,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1300,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1301,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1302,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1303,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1304,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
1305,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
1306,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1307,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1308,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1309,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1310,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
1311,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1312,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1313,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1314,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1315,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1316,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1317,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1318,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1319,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1320,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1321,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1322,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1323,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1324,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1325,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1326,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1327,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1328,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1329,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1330,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1331,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1332,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1333,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1334,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1335,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1336,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1338,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1339,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1340,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1341,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1342,Bareland,NULL,Water,Water,Water,Grassland,Bareland,Forest
1343,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1344,Bareland,NULL,Water,Water,Water,Water,Water,Water
1345,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1346,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1347,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1348,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1349,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1350,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1351,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1352,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1353,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1354,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1355,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1356,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1357,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1358,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1359,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1360,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1361,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1362,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1363,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1364,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1365,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1366,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1367,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1368,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1369,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1370,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
1371,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1372,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1373,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1374,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1375,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1376,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1377,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1378,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1379,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1380,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1381,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1382,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1383,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1384,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1385,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
1386,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1387,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1388,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1389,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1390,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1391,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1392,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1393,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1394,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1395,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1396,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1397,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1398,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1399,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1400,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1401,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1402,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
1403,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1404,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1405,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1406,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1407,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1408,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1409,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1410,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1411,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Water
1412,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1413,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
1414,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
1415,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1416,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1417,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1418,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1419,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1420,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1421,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1422,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1423,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
1424,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1425,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
1426,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1427,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1428,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1429,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1430,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1431,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1432,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1433,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1434,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1435,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1436,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Grassland
1437,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1438,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1439,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1440,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1441,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1442,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1443,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1444,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1445,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
1446,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1447,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1448,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
