Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTG_M_R
758,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
759,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
760,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
761,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
762,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
763,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
764,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
765,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
766,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
767,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
768,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
769,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
770,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
771,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
772,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
773,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
774,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
775,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
776,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
777,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
778,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
779,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
780,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
781,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
782,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
783,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
784,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
785,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
786,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
787,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
788,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
789,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
790,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
791,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
792,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
793,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
794,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
795,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
796,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
797,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
798,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
799,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
800,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
801,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
802,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
803,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
804,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
805,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
806,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
807,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
808,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
809,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
810,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
811,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
812,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
813,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
814,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
815,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
816,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
817,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
818,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
819,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
821,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
822,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
823,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
824,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
825,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
826,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
827,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
828,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
829,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
830,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
831,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
832,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
833,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
834,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
835,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
836,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
837,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
838,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
839,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
840,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
841,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
842,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
843,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
844,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
845,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
846,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
847,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
848,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
849,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
850,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
851,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
852,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
853,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
854,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
855,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
856,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
857,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
858,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
859,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
860,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
861,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
862,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
863,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
864,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
865,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
866,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
867,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
868,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
869,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
870,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
871,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
872,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
873,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
874,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
875,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
876,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
877,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
878,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
879,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
880,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
881,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
882,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
883,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
884,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
885,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
886,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
887,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
888,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
889,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
890,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
891,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
892,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
893,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
894,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
895,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
896,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
897,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
898,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
899,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
900,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
901,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
902,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
903,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
904,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
905,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
906,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
907,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
908,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
909,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
910,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
911,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
912,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
913,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
914,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
915,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
916,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
917,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
918,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
919,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
920,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
921,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
922,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
923,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
924,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
925,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
926,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
927,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
928,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
929,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
930,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
931,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
932,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
933,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
934,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
935,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
936,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
937,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
938,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
939,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
940,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
941,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
942,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
946,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
947,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
948,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
949,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
950,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
951,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
962,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
963,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
964,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
965,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
966,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
967,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
968,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
969,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
970,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
971,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
972,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
973,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
974,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
975,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
976,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
977,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
978,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
979,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
980,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
981,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
982,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
983,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
984,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
985,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
986,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
987,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
988,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
989,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
990,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
991,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
992,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
993,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
994,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
995,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
996,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
997,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
998,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
999,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1000,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1001,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1002,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1003,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1004,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1005,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1006,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1007,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1008,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1009,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1010,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1011,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1012,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1013,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1014,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1015,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1016,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1017,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1018,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1019,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1020,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1021,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1022,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1023,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1024,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1025,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1026,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1027,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1028,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1029,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1030,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1031,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1032,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1033,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1034,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1035,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1036,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1037,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1038,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1039,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1040,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1041,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1042,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1043,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1044,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1045,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1046,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1047,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1048,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1050,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1051,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1052,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1053,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1054,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1055,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1056,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1057,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1058,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1059,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1060,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1061,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1062,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1063,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1064,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1065,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1066,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1067,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1068,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1069,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1070,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1071,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1072,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1074,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1075,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1076,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1077,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1078,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1079,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1080,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1081,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1082,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1083,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
