Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NWC_M_R
326,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
327,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
328,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
329,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
330,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
331,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
332,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
333,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
334,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
335,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
336,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
337,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
338,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
339,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
340,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
341,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
342,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
343,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
344,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
345,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
346,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
347,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
348,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
349,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
350,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
354,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
356,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
358,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
359,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
360,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
361,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
362,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
363,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
364,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
365,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
366,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
367,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
368,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
369,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
373,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
376,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
377,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
378,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
379,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
380,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
381,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
382,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
383,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
384,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
385,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
386,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
389,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
390,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
391,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
392,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
393,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
394,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
395,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
396,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
397,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
398,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
399,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
400,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
401,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
405,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
406,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
407,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
408,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
409,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
410,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
411,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
412,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
413,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
414,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
415,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
416,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
417,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
418,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
429,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
430,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
434,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
436,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
437,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
438,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
440,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
441,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
442,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
443,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
444,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
445,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
446,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
449,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
457,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
458,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
460,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
461,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
462,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
463,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
464,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
465,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
466,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
468,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
469,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
470,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
471,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
472,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
473,Wetland,Bareland,Water,Water,Water,NULL,NULL,Bareland
474,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
475,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
476,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
477,Wetland,Water,Water,Water,Water,NULL,NULL,Water
478,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
479,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
483,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
485,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
490,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
491,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
492,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
494,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
497,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
498,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
499,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
500,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
501,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
502,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
503,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
504,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
505,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
506,Water,NULL,Water,Water,Water,NULL,NULL,Water
507,Water,NULL,Water,Water,Water,NULL,NULL,Forest
508,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
509,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
510,Water,Bareland,Water,Water,Water,NULL,NULL,Water
511,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
514,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
515,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
516,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
518,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
519,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
520,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
521,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
522,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
523,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
524,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
525,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
526,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
527,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
528,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
529,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
530,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
531,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
532,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
533,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
534,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
535,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
536,Water,Water,Water,NULL,Water,NULL,NULL,Water
537,Water,Water,Water,NULL,Water,NULL,NULL,Forest
538,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
539,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
540,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
541,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
542,Water,Water,Water,Water,Water,NULL,NULL,Grassland
543,Water,Water,Water,Water,Water,NULL,NULL,Bareland
544,Water,Water,Water,Water,Water,NULL,NULL,Water
545,Water,Water,Water,Water,Water,NULL,NULL,Forest
546,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
547,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
548,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
549,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
550,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
552,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
553,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
554,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
555,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
556,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
557,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
559,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
560,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
561,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
562,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
563,Water,Forest,Water,Water,Water,NULL,NULL,Forest
564,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
565,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
566,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
567,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
568,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
571,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
573,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
574,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
575,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
576,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
577,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
578,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
579,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
580,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
581,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
582,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
583,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
584,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
585,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
586,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
587,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
588,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
589,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
590,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
591,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
592,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
593,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
594,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
595,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
601,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
602,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
603,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
605,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
606,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
607,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
608,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
609,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
611,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
612,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
613,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
614,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
615,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
617,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
618,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
621,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
623,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
624,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
625,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
626,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
627,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
629,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
630,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
631,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
632,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
633,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
634,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
635,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
636,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
637,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
638,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
639,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
640,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
641,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
643,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
644,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
645,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
646,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
647,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
648,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
649,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
650,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
651,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
652,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
653,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
654,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
655,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
656,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
657,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
658,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
659,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
660,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
661,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
662,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
663,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
664,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
665,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
666,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
667,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
668,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
