Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPS_M_R
814,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
815,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
816,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
817,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
818,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
819,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
820,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
821,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
822,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
823,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
824,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
825,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
826,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
827,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
828,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
829,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
830,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
831,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
832,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
833,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
834,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
835,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
836,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
837,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
838,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
839,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
840,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
841,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
842,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
843,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
844,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
845,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
846,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
847,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
848,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
849,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
850,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
851,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
852,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
853,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
854,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
855,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
856,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
857,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
858,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
859,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
860,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
861,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
862,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
863,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
864,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
865,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
866,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
867,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
868,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
869,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
870,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
871,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
872,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
873,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
874,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
875,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
876,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
877,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
878,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
879,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
880,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
881,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
882,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
883,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
884,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
885,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
886,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
887,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
888,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
889,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
890,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
891,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
892,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
893,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
895,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
896,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
897,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
898,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
899,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
900,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
901,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
902,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
903,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
904,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
905,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
906,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
907,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
908,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
909,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
910,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
911,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
912,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
913,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
914,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
915,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
916,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
917,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
918,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
919,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
920,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
921,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
922,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
923,NULL,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
924,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
925,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
926,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
927,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
928,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
929,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
930,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
931,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
932,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
933,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
934,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
935,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
936,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
937,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
938,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
939,NULL,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
940,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
941,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
942,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
943,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
944,NULL,Water,Water,NULL,Water,Water,Water,Water
945,NULL,Water,Water,Non_Water,Water,Water,Wetland,Grassland
946,NULL,Water,Water,Non_Water,Water,Water,Wetland,Forest
947,NULL,Water,Water,Water,Water,Water,Water,Grassland
948,NULL,Water,Water,Water,Water,Water,Water,Water
949,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
951,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
952,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
953,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
954,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
955,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
956,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
957,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
958,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
959,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
960,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
961,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
962,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
963,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
964,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
965,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
966,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
967,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
968,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
969,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
970,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
971,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
972,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
973,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
974,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
975,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
976,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
977,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
978,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
979,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
980,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
982,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
983,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
984,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
985,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
986,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
987,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
988,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
989,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
990,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
991,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
992,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
993,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
994,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
995,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
996,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
997,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
998,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
999,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1000,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1001,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1002,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1003,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1004,NULL,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1005,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1007,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1009,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1010,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1011,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1012,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1013,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1014,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1015,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1016,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1017,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1018,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1019,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1020,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1021,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1022,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
1023,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1024,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1025,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1026,NULL,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1027,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1028,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1029,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1030,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1031,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1032,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1033,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1034,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1035,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1036,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1037,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1038,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1039,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1040,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1041,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1042,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1043,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1044,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1045,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1046,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1047,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1048,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1050,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1051,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1052,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1053,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1054,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1055,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1056,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1057,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1058,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1059,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1060,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1061,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
1062,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1063,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1064,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1065,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1066,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1067,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1068,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1069,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1070,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1071,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1072,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1073,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1074,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1075,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1076,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1077,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1078,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1079,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1080,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1081,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1082,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1083,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1084,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1085,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1086,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1087,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1088,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1089,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1090,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1091,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1118,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1119,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1120,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1121,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1122,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1123,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1124,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1125,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1126,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1127,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1128,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1129,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1130,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1131,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1132,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1133,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1134,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1135,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1136,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1137,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1138,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1139,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1140,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1141,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1142,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1145,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1146,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1147,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1148,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1149,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1150,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1151,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
