Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHK_M_R
8062,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8063,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8064,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8065,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8066,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8067,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8068,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8069,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8070,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8071,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8072,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8073,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
8074,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8075,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8076,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8077,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
8078,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
8079,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8080,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8081,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8082,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8083,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8084,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8085,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8086,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8087,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8088,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8089,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8090,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8091,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8092,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
8093,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8094,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8095,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8096,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
8097,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
8098,Forest,Wetland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
8099,Forest,Wetland,Grassland,Water,Non_Wetland,Water,NULL,Wetland
8100,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
8101,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
8102,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Forest,Grassland
8103,Forest,Wetland,Grassland,Water,Non_Wetland,Forest,NULL,Wetland
8104,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8105,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8106,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8107,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8108,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8109,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8110,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8111,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8112,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8113,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
8114,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8115,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8116,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8117,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8118,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8119,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
8120,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
8121,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8122,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
8123,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
8124,Forest,Wetland,Cropland,Water,Non_Wetland,Water,Bareland,Forest
8125,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
8126,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8127,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8128,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8129,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
8130,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8131,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
8132,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
8133,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8134,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8135,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8136,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8137,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
8138,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8139,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
8140,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
8141,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
8142,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8143,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8144,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8145,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8146,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8147,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8148,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8149,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8150,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8151,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8152,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8153,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8154,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8155,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8156,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
8157,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
8158,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
8159,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
8160,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
8161,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
8162,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8163,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
8164,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
8165,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
8166,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8167,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
8168,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8169,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
8170,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
8171,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8172,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
8173,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
8174,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
8175,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8176,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8177,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8178,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
8179,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8180,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8181,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
8182,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8183,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
8184,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
8185,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
8186,Forest,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
8187,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8188,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8189,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
8190,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
8191,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
8192,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
8193,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8194,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8195,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
8196,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
8197,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
8198,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
8199,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
8200,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
8201,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
8202,Forest,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
8203,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8204,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
8205,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8206,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8207,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8208,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8209,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
8210,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8211,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8212,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8213,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
8214,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8215,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8216,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8217,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8218,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8219,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8220,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8221,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
8222,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8223,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8224,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
8225,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8226,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8227,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8228,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
8229,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8230,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
8231,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8232,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8233,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8234,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8235,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8236,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8237,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8238,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
8239,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8240,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
8241,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8242,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
8243,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
8244,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
8245,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
8246,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
8247,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
8248,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
8249,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
8250,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
8251,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
8252,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
8253,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8254,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
8255,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
8256,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
8257,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Grassland
8258,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Forest,Forest
8259,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8260,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
8261,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8262,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8263,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8264,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8265,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8266,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
8267,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8268,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8269,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8270,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8271,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
8272,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
8273,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
8274,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
8275,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Forest
8276,Forest,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
8277,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
8278,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
8279,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
8280,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
8281,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
8282,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
8283,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
8284,Forest,Wetland,Water,NULL,Water,Forest,NULL,Forest
8285,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
8286,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
8287,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
8288,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Forest
8289,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
8290,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
8291,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
8292,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
8293,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
8294,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
8295,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Grassland
8296,Forest,Wetland,Water,Water,Water,NULL,Grassland,Forest
8297,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
8298,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Grassland
8299,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
8300,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
8301,Forest,Wetland,Water,Water,Water,Grassland,Bareland,Wetland
8302,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
8303,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
8304,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
8305,Forest,Wetland,Water,Water,Water,Wetland,Bareland,Grassland
8306,Forest,Wetland,Water,Water,Water,Wetland,Bareland,Forest
8307,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
8308,Forest,Wetland,Water,Water,Water,Wetland,Forest,Grassland
8309,Forest,Wetland,Water,Water,Water,Bareland,Grassland,Grassland
8310,Forest,Wetland,Water,Water,Water,Bareland,Grassland,Forest
8311,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
8312,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
8313,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
8314,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
8315,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
8316,Forest,Wetland,Water,Water,Water,Water,NULL,Grassland
8317,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
8318,Forest,Wetland,Water,Water,Water,Water,NULL,Water
8319,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
8320,Forest,Wetland,Water,Water,Water,Water,Grassland,Grassland
8321,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
8322,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
8323,Forest,Wetland,Water,Water,Water,Water,Bareland,Grassland
8324,Forest,Wetland,Water,Water,Water,Water,Bareland,Wetland
8325,Forest,Wetland,Water,Water,Water,Water,Bareland,Forest
8326,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
8327,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
8328,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
8329,Forest,Wetland,Water,Water,Water,Water,Water,Water
8330,Forest,Wetland,Water,Water,Water,Water,Water,Forest
8331,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
8332,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
8333,Forest,Wetland,Water,Water,Water,Water,Forest,Bareland
8334,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
8335,Forest,Wetland,Water,Water,Water,Forest,NULL,Wetland
8336,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8337,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8338,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8339,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8340,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8341,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
8342,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8343,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8344,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8345,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8346,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8347,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8348,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8349,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8350,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8351,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8352,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8353,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8354,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8355,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8356,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8357,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8358,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8359,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8360,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8361,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8362,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8363,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8364,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8365,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8366,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8367,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8368,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8369,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
8370,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
8371,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8372,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8373,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8374,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
8375,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8376,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
8377,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
8378,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Bareland
8379,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8380,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8381,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8382,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8383,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8384,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8385,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8386,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8387,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
8388,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8391,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8392,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8393,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8394,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8395,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8396,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8397,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8398,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8399,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8400,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8401,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8402,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
