Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
12093,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
12094,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12095,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
12096,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12097,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12098,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
12099,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12100,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12101,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
12102,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12103,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
12104,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
12105,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12106,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12107,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12108,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12109,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12110,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12111,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12112,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12113,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12114,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
12115,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12116,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12117,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12118,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12119,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12120,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12121,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12122,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12123,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
12124,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12125,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12126,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12127,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12128,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
12129,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12130,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
12131,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12132,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
12133,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12134,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
12135,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12136,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12137,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12138,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12139,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12140,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12141,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12142,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12143,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12144,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12145,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12146,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12147,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12148,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12149,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12150,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
12151,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
12152,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12153,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
12154,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12155,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12156,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12157,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
12158,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
12159,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12160,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
12161,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
12162,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12163,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
12164,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12165,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
12166,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12167,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
12168,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
12169,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12170,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12171,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12172,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12173,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12174,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12175,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12176,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
12177,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12178,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12179,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12180,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12181,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12182,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12183,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12184,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12185,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12186,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12187,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12188,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
12189,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12190,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12191,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12192,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12193,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12194,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12195,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12196,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12197,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12198,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12199,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12200,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12201,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12202,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12203,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12204,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12205,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12206,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12207,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12208,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12209,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12210,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12211,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12212,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12213,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12214,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12215,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12216,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12217,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12218,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12219,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12220,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12221,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12222,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12223,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12224,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12225,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12226,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12227,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12228,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12229,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
12230,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12231,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12232,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12233,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12234,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
12235,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12236,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12237,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
12238,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12239,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12240,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12241,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12242,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12243,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12244,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12245,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12246,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12247,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12248,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12249,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12250,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12251,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12252,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12253,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12254,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12255,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12256,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12257,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12258,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12259,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
12260,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
12261,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12262,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
12263,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
12264,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12265,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12266,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12267,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12268,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12269,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12270,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12271,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12272,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12273,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12274,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12275,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12276,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12277,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
12278,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12279,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12280,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12281,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12282,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12283,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12284,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12285,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12286,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12287,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12288,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
12289,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12290,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12291,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12292,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12293,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12294,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12295,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12296,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12297,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
12298,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12299,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12300,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12301,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12302,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12303,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12304,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12305,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12306,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12307,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
12308,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12309,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12310,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12311,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
12312,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12313,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12314,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12315,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12316,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12317,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12318,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
12319,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12320,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
12321,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12322,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
12323,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12324,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
12325,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12326,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12327,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12328,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12329,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12330,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
12331,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12332,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12333,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
12334,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12335,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
12336,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12337,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
12338,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
12339,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12340,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12341,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12342,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
12343,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12344,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
12345,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12346,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
12347,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12348,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12349,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12350,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12351,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12352,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12353,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12354,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12355,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12356,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12357,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12358,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12359,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
12360,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12361,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12362,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12363,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12364,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
12365,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
12366,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12367,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
12368,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12369,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
12370,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12371,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12372,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12373,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12374,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12375,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12376,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12377,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12378,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12379,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12380,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12381,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12382,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12383,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12384,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
12385,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
12386,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
12387,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12388,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12389,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12390,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
12391,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
12392,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
12393,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
12394,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
12395,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
12396,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12397,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
12398,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12399,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Built-up
12400,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12401,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
12402,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12403,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
