Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
692,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
693,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
694,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
695,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
697,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
698,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
700,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
701,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
702,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
703,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
704,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
705,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
706,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
707,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
708,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
709,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
710,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
712,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
713,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
714,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
715,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
716,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
717,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
718,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
719,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
720,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
721,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
722,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
723,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
724,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
725,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
726,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
727,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
728,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
729,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
730,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
731,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
733,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
734,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
735,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
736,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
738,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
739,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
741,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
743,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
744,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
745,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
746,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
747,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
748,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
749,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
750,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
751,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
752,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
753,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
755,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
756,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
757,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
758,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
759,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
762,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
763,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
764,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
765,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
770,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
771,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
773,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
775,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
776,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
780,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
781,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
782,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
783,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
785,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
786,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
789,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
790,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
791,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
792,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
793,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
795,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
796,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
798,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
800,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
801,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
804,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
805,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
806,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
807,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
808,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
809,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
810,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
811,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
812,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
813,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
815,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
817,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
819,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
820,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
821,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
822,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
823,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
824,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
825,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
826,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
827,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
828,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
829,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
834,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
835,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
836,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
837,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
838,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
839,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
840,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
841,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
842,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
843,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
844,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
845,Cropland,Water,Water,Water,Water,NULL,NULL,Water
846,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
847,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
848,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
850,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
855,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
857,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
858,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
860,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
862,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
863,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
864,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
865,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
866,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
867,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
868,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
869,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
870,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
871,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
872,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
873,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
874,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
875,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
876,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
877,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
878,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
879,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
880,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
881,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
882,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
883,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
884,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
886,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
888,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
889,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
890,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
891,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
892,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
893,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
895,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
897,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
898,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
899,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
900,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
901,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
902,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
903,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
904,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
906,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
907,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
908,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
909,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
910,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
912,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
913,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
914,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
915,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
916,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
917,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
918,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
919,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
921,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
922,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
923,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
924,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
927,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
928,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
929,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
930,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
931,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
932,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
933,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
934,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
935,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
936,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
937,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
938,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
939,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
940,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
941,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
942,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
943,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
944,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
945,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
946,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
947,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
949,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
950,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
951,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
953,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
954,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
955,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
956,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
957,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
958,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
959,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
960,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
961,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
962,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
963,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
964,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
965,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
966,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
967,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
968,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
969,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
970,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
971,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
972,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
973,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
974,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
975,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
976,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
978,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
979,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
981,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
982,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
983,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
984,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
985,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
986,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
990,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
992,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
993,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
994,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
996,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
997,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
998,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
999,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1000,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1001,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1002,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1003,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1004,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1005,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1006,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1008,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1010,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1011,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1012,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1013,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1014,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1017,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1018,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1020,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1021,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1022,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1024,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1025,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1026,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1027,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1029,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1030,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1034,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1035,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1037,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1038,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
