Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R
349,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
351,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
352,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
353,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
354,Cropland,Water,Water,Water,Water,NULL,NULL,Water
355,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
356,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
358,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
360,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
361,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
362,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
363,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
364,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
365,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
366,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
367,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
371,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
373,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
374,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
376,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
380,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
381,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
382,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
383,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
385,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
386,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
387,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
388,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
389,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
390,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
391,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
392,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
393,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
394,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
395,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
396,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
397,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
398,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
399,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
400,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
401,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
402,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
403,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
404,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
405,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
406,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
407,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
408,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
409,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
411,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
412,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
413,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
414,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
415,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
416,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
417,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
418,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
419,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
420,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
421,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
422,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
423,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
424,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
425,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
426,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
427,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
428,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
429,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
430,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
431,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
432,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
433,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
434,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
435,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
436,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
437,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
438,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
440,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
441,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
444,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
445,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
446,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
447,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
448,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
449,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
450,Wetland,Built-up,Water,Water,Water,NULL,NULL,Grassland
451,Wetland,Built-up,Water,Water,Water,NULL,NULL,Bareland
452,Wetland,Built-up,Water,Water,Water,NULL,NULL,Water
453,Wetland,Built-up,Water,Water,Water,NULL,NULL,Forest
454,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
455,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
457,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
459,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
460,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
461,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
462,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
463,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
464,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
466,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
467,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
468,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
469,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
470,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
471,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
472,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
473,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
474,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
475,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
476,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
477,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
478,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
479,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
480,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
481,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
482,Wetland,Water,Water,Water,Water,NULL,NULL,Water
483,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
484,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
485,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
486,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
487,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
489,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
492,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
493,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
494,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
495,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
496,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
497,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
498,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
501,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
502,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
504,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
505,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
506,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
507,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
508,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
509,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
510,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
511,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
512,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
513,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
516,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
518,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
519,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
520,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
521,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
522,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
525,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
526,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
527,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
528,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
529,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
530,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
531,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
532,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
533,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
541,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
542,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
545,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
546,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
547,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
548,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
549,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
550,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
551,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
552,Bareland,Water,Water,Water,Water,NULL,NULL,Water
553,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
554,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
555,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
556,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
557,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
559,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
560,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
561,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
562,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
563,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
564,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
568,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
569,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
570,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
571,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
572,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
573,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
574,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
575,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
576,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
577,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
578,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
579,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
580,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
583,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
584,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
585,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
586,Water,NULL,Water,NULL,Water,NULL,NULL,Water
587,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
588,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
589,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
590,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
591,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
592,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
593,Water,NULL,Water,Water,Water,NULL,NULL,Water
594,Water,NULL,Water,Water,Water,NULL,NULL,Forest
595,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
596,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
597,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
598,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
599,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
600,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
601,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
603,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
604,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
605,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
606,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
607,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
608,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
609,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
610,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
611,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
612,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
613,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
614,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
615,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
616,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
617,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
618,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
619,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
620,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
621,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
622,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
623,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
624,Water,Wetland,Water,Water,Water,NULL,NULL,Water
625,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
626,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
627,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
628,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
629,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
632,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
633,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
634,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
635,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
636,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
637,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
638,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
639,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
640,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
641,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
642,Water,Bareland,Water,Water,Water,NULL,NULL,Water
643,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
645,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
647,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
648,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
649,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
650,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
651,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
652,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
653,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
654,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
655,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
656,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
657,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
658,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
659,Water,Built-up,Water,Water,Water,NULL,NULL,Water
660,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
661,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
663,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
665,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
666,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
669,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
670,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
672,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
673,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
675,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
676,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
677,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
678,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
679,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
680,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
681,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
682,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
683,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
684,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
685,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
686,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
687,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
688,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
689,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
690,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
691,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
692,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
693,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
694,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
695,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
696,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
697,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
698,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
699,Water,Water,Water,NULL,Water,NULL,NULL,Water
700,Water,Water,Water,NULL,Water,NULL,NULL,Forest
701,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
702,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
703,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
704,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
705,Water,Water,Water,Water,Water,NULL,NULL,Grassland
706,Water,Water,Water,Water,Water,NULL,NULL,Wetland
707,Water,Water,Water,Water,Water,NULL,NULL,Bareland
708,Water,Water,Water,Water,Water,NULL,NULL,Water
709,Water,Water,Water,Water,Water,NULL,NULL,Forest
710,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
711,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
712,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
713,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
714,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
716,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
717,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
719,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
720,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
721,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
722,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
723,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
