Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
8277,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8278,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8279,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8283,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8284,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8285,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8286,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8287,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8288,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8289,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8290,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8291,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8292,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8293,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8294,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8295,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8296,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8297,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8298,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8299,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8300,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8301,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
8302,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8303,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8304,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8305,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8306,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8307,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8308,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8309,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8310,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8311,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8312,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8313,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8314,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8315,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8316,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8317,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8318,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8319,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8320,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8321,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8322,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8323,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8324,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8325,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8326,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8332,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8333,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8334,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8335,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8336,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8337,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8338,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
8339,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8340,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
8341,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8342,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8343,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8344,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8345,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8346,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
8347,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8348,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8349,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8351,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8353,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8354,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8355,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8356,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8357,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8358,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8359,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
8360,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8361,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8362,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
8363,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8364,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
8365,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8366,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8367,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
8368,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8369,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
8370,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8371,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8372,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8373,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8374,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8375,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8376,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8377,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8378,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8379,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8380,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8381,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8382,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8383,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8384,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8385,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8386,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8387,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8388,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8389,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8390,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8391,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8392,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8393,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8394,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8395,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8396,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8397,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8398,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8399,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8400,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8401,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8402,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8403,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8404,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8405,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8406,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
8407,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8408,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8409,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8410,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8411,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8412,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8413,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8414,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8415,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8416,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8417,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8418,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8419,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8420,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8421,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8422,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8423,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8424,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8425,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8426,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8427,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8428,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8429,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8430,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8431,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
8432,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8433,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8434,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8435,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8436,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8437,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8438,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8439,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8440,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8441,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8442,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8443,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8444,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8445,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8446,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8447,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8448,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8449,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8450,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8451,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8452,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8453,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8454,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8455,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8456,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8457,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8458,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8459,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8460,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8461,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8462,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8463,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8464,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8465,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8466,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8467,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8468,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8469,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8470,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
8471,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8472,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8473,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8474,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8475,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8476,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8477,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8478,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8479,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8480,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8481,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8482,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8483,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8484,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8485,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8486,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8487,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8488,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8489,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8490,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8491,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8492,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8493,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8494,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8495,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8496,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8497,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8498,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8499,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8500,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8501,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8502,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8503,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
8504,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8505,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
8506,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
8507,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8508,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8509,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8510,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
8511,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8512,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8513,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8514,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8515,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8516,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8517,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8518,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8519,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8520,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8521,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8522,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
8523,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
8524,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
8525,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
8526,Bareland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
8527,Bareland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8528,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8529,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8530,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
8531,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8532,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
8533,Bareland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
8534,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
8535,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
8536,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
8537,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
8538,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
8539,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
8540,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8541,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
8542,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8543,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8544,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8545,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8546,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
8547,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8548,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
8549,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8550,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
8551,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8552,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8553,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8554,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8555,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Bareland
8556,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8557,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8558,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8559,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8560,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8561,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8562,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
8563,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8564,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8565,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8566,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8567,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8568,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
8569,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8570,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
8571,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8572,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8573,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8574,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8575,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8576,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8577,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8578,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8579,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8580,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8581,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8582,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8583,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8584,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8585,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8586,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8587,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8588,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
8589,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8590,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8591,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
