Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCU_M_R
4021,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4022,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4023,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4024,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4025,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4026,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4027,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4028,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4029,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4030,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4031,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4032,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4033,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4034,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4035,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4036,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4037,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4038,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4039,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
4040,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4041,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4042,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4043,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4044,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4045,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
4046,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4047,Water,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
4048,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4049,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4050,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4051,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
4052,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
4053,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4054,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4055,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
4056,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4057,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4058,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
4059,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4060,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
4061,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
4062,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4063,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4064,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4065,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4066,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4067,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4068,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4069,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
4070,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
4071,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
4072,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
4073,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
4074,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4075,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4076,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4077,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
4078,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
4079,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4080,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4081,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4082,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4083,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4084,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4085,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
4086,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4087,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4088,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4089,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4090,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4091,Water,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
4092,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
4093,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
4094,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
4095,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
4096,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
4097,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4098,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
4099,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
4100,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
4101,Water,Wetland,Water,Water,Water,Grassland,Water,Water
4102,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4103,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4104,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
4105,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
4106,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
4107,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
4108,Water,Wetland,Water,Water,Water,Bareland,Water,Water
4109,Water,Wetland,Water,Water,Water,Water,Water,Water
4110,Water,Wetland,Water,Water,Water,Water,Water,Forest
4111,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4112,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4113,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4114,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4115,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4116,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4117,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4118,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
4119,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4120,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4121,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4122,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4123,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4124,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4125,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4126,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4127,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4128,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4129,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4130,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4131,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4132,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4133,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4134,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4135,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4136,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
4137,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4138,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4139,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
4140,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4141,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
4142,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4143,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4144,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4145,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
4146,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4147,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
4148,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4149,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4150,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4151,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4152,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
4153,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4154,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
4155,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
4156,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4157,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4158,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
4159,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
4160,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4161,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
4162,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
4163,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
4164,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
4165,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
4166,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
4167,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
4168,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Forest
4169,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
4170,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
4171,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
4172,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
4173,Water,Bareland,Water,Water,Water,Water,Bareland,Water
4174,Water,Bareland,Water,Water,Water,Water,Water,Water
4175,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4176,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4177,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4178,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4179,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4180,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4181,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
4182,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4183,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4184,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4185,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4186,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4187,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4188,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4189,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4190,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4191,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
4192,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4193,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4194,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4195,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4196,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4197,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Water
4198,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4199,Water,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Bareland
4200,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4201,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4202,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4203,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4204,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
4205,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
4206,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4207,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
4208,Water,Built-up,Water,NULL,Water,Water,Bareland,Bareland
4209,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
4210,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
4211,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Forest
4212,Water,Built-up,Water,Water,Water,Built-up,Bareland,Bareland
4213,Water,Built-up,Water,Water,Water,Forest,Water,Forest
4214,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4215,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4216,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4217,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4218,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4219,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4220,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
4221,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4222,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4223,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4224,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4225,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4226,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4227,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4228,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4229,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4230,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4231,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4232,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4233,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4234,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4235,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4236,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4237,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4238,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4239,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4240,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
4241,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4242,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4243,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4244,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4245,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4246,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4247,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4248,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4249,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
4250,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4251,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
4252,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4253,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4254,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4255,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4256,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4257,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4258,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4259,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
4260,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
4261,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4262,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4263,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4264,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4265,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
4266,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
4267,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4268,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
4269,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4270,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4271,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4272,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4273,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4274,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4275,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4276,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4277,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4278,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4279,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4280,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
4281,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
4282,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
4283,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4284,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4285,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4286,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4287,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4288,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4289,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4290,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4291,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4292,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4293,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4294,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4295,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4296,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4297,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4298,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4299,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
4300,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
4301,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
4302,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4303,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4304,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4305,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4306,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
4307,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4308,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
4309,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4310,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4311,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4312,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4313,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4314,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4315,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4316,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4317,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4318,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4319,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4320,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4321,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4322,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4323,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4324,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4325,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4326,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4327,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4328,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4329,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
4330,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4331,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4332,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4333,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4334,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4335,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4336,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4337,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4338,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4339,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
4340,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4341,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4342,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4343,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4344,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4345,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4346,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4347,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4348,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4349,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4350,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4351,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
4352,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4353,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
4354,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4355,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4356,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4357,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4358,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4359,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4360,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4361,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4362,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4363,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4364,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4365,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4366,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4367,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4368,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
4369,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
