Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCH_M_R
7398,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
7399,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7400,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7401,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
7402,Bareland,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
7403,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7404,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Bareland
7405,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
7406,Bareland,Water,Wetland,Water,Wetland,NULL,Forest,Water
7407,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7408,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
7409,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
7410,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
7411,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
7412,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
7413,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
7414,Bareland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Bareland
7415,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7416,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7417,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7418,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7419,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7420,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7421,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
7422,Bareland,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7423,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
7424,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
7425,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
7426,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
7427,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7428,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7429,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
7430,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7431,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
7432,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7433,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7434,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7435,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7436,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7437,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7438,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Bareland
7439,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7440,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7441,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7442,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
7443,Bareland,Water,Built-up,Water,Non_Wetland,Cropland,Water,Water
7444,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
7445,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Shrubland,Bareland
7446,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7447,Bareland,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
7448,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
7449,Bareland,Water,Water,NULL,Water,Water,Water,Water
7450,Bareland,Water,Water,NULL,Water,Water,Forest,Water
7451,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
7452,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
7453,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
7454,Bareland,Water,Water,Water,Water,Bareland,Shrubland,Water
7455,Bareland,Water,Water,Water,Water,Bareland,Grassland,Bareland
7456,Bareland,Water,Water,Water,Water,Bareland,Water,Water
7457,Bareland,Water,Water,Water,Water,Water,Water,Bareland
7458,Bareland,Water,Water,Water,Water,Water,Water,Water
7459,Bareland,Water,Water,Water,Water,Water,Forest,Water
7460,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7461,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7462,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
7463,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
7464,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7465,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7466,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7467,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7468,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
7469,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7470,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7471,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7472,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
7473,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7474,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7475,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7476,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7477,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7478,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7479,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7480,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7481,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7482,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7483,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
7484,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7485,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7486,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7487,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7488,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7489,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7490,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7491,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7492,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7493,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7494,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7495,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7496,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7497,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7498,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7499,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7500,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7501,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7502,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7503,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7504,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7505,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7506,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7507,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
7508,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7509,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7510,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7511,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7512,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
7513,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7514,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
7515,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7516,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
7517,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7518,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
7519,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
7520,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Forest,Water
7521,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
7522,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7523,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
7524,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7525,Bareland,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
7526,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
7527,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
7528,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7529,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
7530,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7531,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7532,Bareland,Forest,Water,Non_Water,Water,Bareland,Bareland,Grassland
7533,Bareland,Forest,Water,Non_Water,Water,Bareland,Water,Water
7534,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7535,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7536,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7537,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7538,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7539,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7540,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7541,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7542,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7543,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7544,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7545,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
7546,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7547,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7548,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7549,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7550,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7551,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7552,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7553,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7554,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7555,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7556,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
7557,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7558,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
7559,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7560,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7561,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
7562,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7563,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7564,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7565,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7566,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7567,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7568,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7569,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7570,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7571,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7572,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
7573,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7574,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7575,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7576,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7577,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7578,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
7579,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7580,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
7581,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7582,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7583,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7584,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7585,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
7586,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
7587,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7588,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7589,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
7590,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
7591,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7592,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
7593,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
7594,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
7595,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7596,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7597,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7598,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
7599,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7600,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
7601,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
7602,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
7603,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
7604,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7605,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
7606,Water,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
7607,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
7608,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
7609,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7610,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7611,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7612,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7613,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7614,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7615,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7616,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
7617,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7618,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7619,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7620,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
7621,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7622,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7623,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7624,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7625,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7626,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7627,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7628,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7629,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
7630,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7631,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7632,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7633,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7634,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7635,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
7636,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7637,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7638,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7639,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7640,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7641,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7642,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7643,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7644,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7645,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7646,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7647,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7648,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7649,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7650,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7651,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7652,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
7653,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7654,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7655,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7656,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7657,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7658,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7659,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7660,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7661,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7662,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7663,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7664,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
7665,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7666,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7667,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7668,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7669,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7670,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
7671,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7672,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7673,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7674,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7675,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7676,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7677,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7678,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7679,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7680,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7681,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7682,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
7683,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7684,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7685,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7686,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7687,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7688,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7689,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
7690,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7691,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7692,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7693,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
7694,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7695,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7696,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7697,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7698,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7699,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
7700,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7701,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7702,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7703,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7704,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7705,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7706,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7707,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7708,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7709,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7710,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7711,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7712,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7713,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7714,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7715,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7716,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7717,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7718,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7719,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7720,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
7721,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7722,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7723,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7724,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7725,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
7726,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
7727,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7728,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7729,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7730,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
7731,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7732,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
7733,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
7734,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
