Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
2724,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
2725,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2726,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2727,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2728,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2729,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2730,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2731,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2732,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2733,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2734,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2735,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2736,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2737,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2738,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2739,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2740,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2741,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2742,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2743,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2744,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2745,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2746,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2747,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2748,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2749,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2750,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2751,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2752,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
2753,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2754,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2755,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2756,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2757,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2758,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
2759,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2760,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2761,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2762,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2763,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2764,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2765,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2766,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2767,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2768,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2769,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2770,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2771,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2772,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
2773,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
2774,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2775,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
2776,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Wetland,Grassland
2777,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2778,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2779,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2780,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2781,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2782,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2783,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2784,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2785,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2786,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2787,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2788,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2789,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2790,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2791,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2792,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2793,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2794,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2795,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2796,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2797,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2798,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2799,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2800,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2801,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2802,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2803,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2804,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2805,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2806,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2807,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2808,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2809,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2810,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2811,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2812,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2813,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
2814,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2815,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2816,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2817,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2818,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2819,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2820,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2821,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2822,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2823,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2824,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2825,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2826,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2827,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2828,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2829,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2830,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2831,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2832,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2833,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2834,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2835,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2836,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2837,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2838,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
2839,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2840,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2841,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2842,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2843,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2844,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2845,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2846,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2848,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2849,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2850,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2851,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2852,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2853,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2854,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2855,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2856,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2857,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2858,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2859,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2860,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2861,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2862,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
2863,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2864,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2865,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2866,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2867,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2868,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2869,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2870,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2871,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
2872,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2873,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
2874,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2875,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2876,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2877,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2878,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2879,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2880,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2881,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2882,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2883,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2884,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2885,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2886,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2887,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2888,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2889,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2890,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2891,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2892,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2893,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2894,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2895,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2896,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2897,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2898,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2899,Forest,NULL,Water,Water,Water,Water,Water,Water
2900,Forest,NULL,Water,Water,Water,Water,Water,Forest
2901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2907,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2908,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2909,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2910,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2911,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2912,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2913,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2914,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2915,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2916,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2924,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2925,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2926,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2927,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2928,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2930,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2931,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2933,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2934,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2935,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2936,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2937,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2938,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2939,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2940,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2941,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2942,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2943,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2944,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2945,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2946,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2947,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2948,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2949,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2950,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2951,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2952,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2953,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2954,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2955,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2956,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2957,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2958,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2959,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2960,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2964,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2965,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2966,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2967,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2968,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2969,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2970,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2971,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2972,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2973,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2974,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2975,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2976,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2977,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2978,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2979,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2980,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2981,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2982,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2983,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2984,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2985,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2986,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2987,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2988,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2989,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2990,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2991,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2992,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2993,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2994,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2995,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2996,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2997,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2998,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2999,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3000,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3001,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
3002,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3003,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3004,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3005,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3006,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3007,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3008,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3009,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3010,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3011,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3012,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3013,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3014,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3015,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3016,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3017,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3018,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3019,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3020,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3021,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3022,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3023,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3024,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3025,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3026,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3027,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3028,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3029,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3030,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3031,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3032,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3033,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3034,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3035,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3036,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3037,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3038,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3039,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3040,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3041,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3042,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3043,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3044,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3045,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3046,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
3047,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3048,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3049,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3050,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3051,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3052,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3053,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3054,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3055,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3056,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3057,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3058,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3059,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3060,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3061,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
3062,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
