Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNK_M_R
687,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
688,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
689,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
691,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
692,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
694,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
697,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
698,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
699,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
700,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
701,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
703,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
704,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
705,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
706,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
707,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
708,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
709,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
710,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
711,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
712,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
713,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
714,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
715,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
716,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
717,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
718,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
719,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
721,Forest,Water,Water,NULL,Water,NULL,NULL,Water
722,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
723,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
724,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
725,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
726,Forest,Water,Water,Water,Water,NULL,NULL,NULL
727,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
728,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
729,Forest,Water,Water,Water,Water,NULL,NULL,Water
730,Forest,Water,Water,Water,Water,NULL,NULL,Forest
731,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
732,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
733,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
734,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
735,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
737,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
738,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
740,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
741,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
742,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
743,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
744,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
745,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
746,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
747,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
748,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
749,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
750,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
753,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
754,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
755,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
757,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
758,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
759,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
761,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
762,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
763,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
764,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
766,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
767,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
768,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
770,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
772,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
775,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
776,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
777,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
778,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
779,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
780,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
781,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
782,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
783,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
784,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
785,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
786,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
787,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
788,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
789,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
790,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
792,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
793,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
794,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
795,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
796,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
797,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
798,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
799,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
800,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
801,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
802,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
803,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
804,Forest,Forest,Water,Water,Water,NULL,NULL,Water
805,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
806,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
807,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
808,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
809,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
810,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
811,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
812,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
813,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
814,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
815,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
817,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
819,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
820,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
821,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
