Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KME_M_R
1763,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1764,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1765,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1766,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1767,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1769,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1770,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1771,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1772,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1773,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1774,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1775,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1776,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1777,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1778,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1779,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1781,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
1782,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1784,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1788,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1790,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1791,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1792,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1793,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1794,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1795,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1797,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1802,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1803,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1805,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1806,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1808,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1809,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1810,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1813,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1814,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1815,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1816,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1817,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1818,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1819,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1821,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1822,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1823,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1824,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1825,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1827,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1828,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1829,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1830,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1831,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1832,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1833,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1834,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1835,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1836,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1837,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1838,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1840,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1841,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1842,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1844,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1845,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1846,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1847,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1849,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1851,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1852,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1853,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1855,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1857,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1858,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1859,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1860,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1861,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1862,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1863,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1864,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1865,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1866,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1867,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1868,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1870,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1871,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1872,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1873,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1874,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1875,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1876,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1877,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1878,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1879,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1880,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1881,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1884,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1885,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1886,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1887,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1888,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1889,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1890,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1891,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1892,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1893,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1894,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1895,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1896,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1897,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1898,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1899,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1900,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1901,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1902,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1903,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1904,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1906,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1908,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1909,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1910,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1913,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1914,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1915,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1916,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1917,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1918,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1919,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1920,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1921,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1922,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1923,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1924,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1925,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1926,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1928,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1929,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1930,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1931,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1932,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1933,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1934,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1935,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1936,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1937,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1938,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1939,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1940,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1941,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1942,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1943,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1944,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1945,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1946,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1947,Bareland,Water,Water,Water,Water,NULL,NULL,NULL
1948,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1949,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1950,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1951,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1952,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1953,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1954,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1955,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1956,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1957,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1958,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1959,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1960,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1961,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1962,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1963,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1964,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1966,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1968,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1969,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1971,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1973,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1974,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1975,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1976,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1977,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1978,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1979,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1980,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1981,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1983,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1984,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1985,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1987,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1988,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1990,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1991,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1995,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1997,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1999,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2000,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2001,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2002,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2003,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2004,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2005,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2006,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2007,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2008,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2009,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2010,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2011,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2013,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2014,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2015,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2016,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2017,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2018,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2019,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2020,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2021,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2022,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2023,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2024,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2025,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2026,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2027,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2028,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2029,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2030,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2031,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2032,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2033,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2034,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2035,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2036,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2037,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2038,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2039,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2040,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2042,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2043,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2044,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2045,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2046,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2047,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2048,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2049,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2050,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2052,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2054,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2055,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2056,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2057,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2058,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2059,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2060,Bareland,Forest,Water,NULL,Water,NULL,NULL,NULL
2061,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2062,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2063,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
2064,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
2065,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2066,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2067,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2068,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2069,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2070,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2071,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
2072,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
2073,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2074,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2075,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2076,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2077,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2078,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2079,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2080,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2081,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2082,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2083,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2084,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2085,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2086,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2087,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2088,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2089,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2090,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2091,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2092,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2093,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2094,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2095,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2096,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2097,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2098,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2099,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2100,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2101,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
