Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R
9038,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9039,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9040,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9041,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9042,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9043,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
9044,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
9045,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
9046,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9047,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9048,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9049,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9050,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9051,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9052,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9053,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
9054,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9055,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9056,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9057,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9058,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9059,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9060,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
9061,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
9062,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
9063,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9064,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
9065,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9066,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9067,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9068,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9069,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
9070,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9071,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9072,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9073,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
9074,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9075,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
9076,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9077,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9078,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9079,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9080,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9081,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9082,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
9083,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9084,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9085,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9086,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
9087,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
9088,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9089,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
9090,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
9091,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9092,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
9093,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9094,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9095,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
9096,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
9097,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9098,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
9099,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
9100,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
9101,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Forest
9102,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9103,Wetland,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
9104,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Shrubland,Wetland
9105,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
9106,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
9107,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
9108,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Cropland
9109,Wetland,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
9110,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
9111,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9112,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
9113,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9114,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
9115,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
9116,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9117,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
9118,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
9119,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
9120,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9121,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
9122,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
9123,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
9124,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9125,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
9126,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9127,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
9128,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9129,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Cropland
9130,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9131,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9132,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
9133,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
9134,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
9135,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
9136,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9137,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9138,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9139,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9140,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9141,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9142,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
9143,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9144,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9145,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9146,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
9147,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9148,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9149,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9150,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
9151,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9152,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
9153,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9154,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
9155,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9156,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9157,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9158,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9159,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9160,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9161,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9162,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9163,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
9164,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9165,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Cropland
9166,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9167,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9168,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
9169,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9170,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9171,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9172,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
9173,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9174,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Cropland
9175,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9176,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9177,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9178,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9179,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9180,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
9181,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,NULL
9182,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
9183,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
9184,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
9185,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Cropland
9186,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
9187,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
9188,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
9189,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9190,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9191,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9192,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
9193,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9194,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9195,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9196,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
9197,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
9198,Wetland,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
9199,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,NULL
9200,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9201,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Cropland
9202,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9203,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Bareland
9204,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
9205,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9206,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
9207,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9208,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Cropland
9209,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9210,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9211,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9212,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
9213,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Wetland
9214,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
9215,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9216,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9217,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9218,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
9219,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
9220,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
9221,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9222,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9223,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9224,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9225,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9226,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
9227,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
9228,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
9229,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
9230,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9231,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
9232,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9233,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9234,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
9235,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9236,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9237,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9238,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9239,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
9240,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
9241,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9242,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9243,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9244,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9245,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9246,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9247,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9248,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9249,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
9250,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9251,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
9252,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9253,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9254,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9255,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9256,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
9257,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
9258,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9259,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
9260,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9261,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9262,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
9263,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
9264,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Cropland
9265,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9266,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
9267,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9268,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9269,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
9270,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9271,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
9272,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9273,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9274,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9275,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9276,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
9277,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9278,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9279,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
9280,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
9281,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Cropland
9282,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
9283,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
9284,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
9285,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9286,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9287,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
9288,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9289,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
9290,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9291,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9292,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9293,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
9294,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9295,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9296,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9297,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9298,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
9299,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9300,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
9301,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9302,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9303,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9304,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Cropland
9305,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
9306,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
9307,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9308,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9309,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
9310,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
9311,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
9312,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9313,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9314,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
9315,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9316,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
9317,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
9318,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
9319,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
9320,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
9321,Wetland,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Forest
9322,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Cropland
9323,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
9324,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9325,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
9326,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Cropland
9327,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
9328,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
9329,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9330,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Grassland
9331,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
9332,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
9333,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9334,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9335,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9336,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9337,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,NULL
9338,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Cropland
9339,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
9340,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
9341,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
9342,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
9343,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
9344,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
9345,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
9346,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
9347,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9348,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
9349,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9350,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9351,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
9352,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9353,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9354,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
9355,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Cropland
9356,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
9357,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9358,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,NULL
9359,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9360,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Cropland
9361,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9362,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
9363,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Grassland
9364,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
