Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGV_M_R
335,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
336,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
337,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
338,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,NULL
339,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
340,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
341,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
342,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
343,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
344,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
345,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
346,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
347,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
348,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
349,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
350,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
351,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
352,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
353,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
354,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
355,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
356,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
357,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
358,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
359,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
360,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
361,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
362,NULL,Water,Wetland,NULL,Wetland,NULL,Water,NULL
363,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
364,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
365,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
366,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
367,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
368,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
369,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
370,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
371,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
372,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
373,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
374,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
375,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
376,NULL,Water,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
377,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
378,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
379,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
380,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
381,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
382,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
383,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
384,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
385,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
386,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
387,NULL,Water,Water,NULL,Water,Wetland,Wetland,NULL
388,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
389,NULL,Water,Water,NULL,Water,Bareland,Water,NULL
390,NULL,Water,Water,NULL,Water,Built-up,Built-up,NULL
391,NULL,Water,Water,NULL,Water,Built-up,Water,NULL
392,NULL,Water,Water,NULL,Water,Water,NULL,NULL
393,NULL,Water,Water,NULL,Water,Water,Wetland,NULL
394,NULL,Water,Water,NULL,Water,Water,Water,NULL
395,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
396,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
397,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
398,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
399,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
400,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
401,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
402,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
403,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
404,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
405,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
406,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
407,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
408,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
409,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
410,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
411,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
412,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
413,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
414,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
415,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
416,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
417,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
418,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
419,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
420,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
421,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
422,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
423,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
424,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
425,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
426,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
427,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
428,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
429,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
430,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
431,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
432,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
433,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
434,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
435,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
436,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
437,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
438,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
439,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
440,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
441,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
442,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
443,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
444,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
445,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
446,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
447,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
448,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
449,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
450,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
451,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
452,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
453,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
454,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
455,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
456,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
457,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
458,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
459,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
460,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
461,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
462,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
463,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
464,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
465,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
466,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
467,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
468,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
469,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
470,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
471,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
472,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
473,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
480,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
481,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
482,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
483,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
484,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
485,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
486,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
487,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
488,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
491,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
493,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
494,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
495,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
496,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
497,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
498,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
499,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
500,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
501,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
502,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
503,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
504,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
505,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
506,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
507,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
508,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
509,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
510,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
511,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
512,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
513,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
514,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
515,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
516,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
517,Grassland,NULL,Water,NULL,Water,NULL,Grassland,NULL
518,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
519,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
520,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
521,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
522,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
523,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
524,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
525,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
526,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
527,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
528,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
529,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
530,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
531,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
532,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
533,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
534,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
535,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
536,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
537,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
538,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
539,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
540,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
541,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
542,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
543,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
544,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
545,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
546,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
547,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
548,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
549,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
550,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
551,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
552,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
553,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
554,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
555,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
556,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
557,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
558,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
559,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
560,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
561,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
562,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
563,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
564,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
565,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
566,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
567,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
568,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
569,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
570,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
571,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
572,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
573,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
575,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
576,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
577,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
578,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
579,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
580,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
581,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
582,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
583,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
587,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
588,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
589,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
590,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
591,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
592,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
593,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
594,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
595,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,NULL
596,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
597,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
598,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
599,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
600,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
601,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
602,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
603,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
609,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
610,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
611,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
613,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
614,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
615,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
616,Cropland,Water,Water,NULL,Water,Wetland,Water,NULL
617,Cropland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
618,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
619,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
620,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
621,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
622,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
623,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
624,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
625,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
626,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
627,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
628,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
629,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
630,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
631,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
632,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
634,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
635,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
636,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
637,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
638,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
639,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
640,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
641,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
642,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
643,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
644,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
645,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
646,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
647,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
648,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
649,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
650,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
651,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
652,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
653,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
654,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
655,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
656,Wetland,Water,Water,NULL,Water,Water,Water,NULL
657,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
658,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
659,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
660,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
661,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
665,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
666,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
667,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
668,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
669,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
670,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
671,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
672,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
673,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
674,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
675,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
676,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
677,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
