Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEH_M_R
6672,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6673,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6674,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6675,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6676,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6677,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6678,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6679,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6680,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6681,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6682,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
6683,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6684,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6685,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6686,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6687,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6688,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6689,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6690,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6691,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6692,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6693,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6694,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6695,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6696,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6697,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6698,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6699,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
6700,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6701,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6702,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6703,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6704,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6705,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6706,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
6707,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6708,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6709,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6710,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6711,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
6712,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
6713,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6714,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
6715,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
6716,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
6717,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6718,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6719,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6720,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6721,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
6722,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6723,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6724,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6725,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6726,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6727,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6728,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6729,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6730,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6731,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
6732,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6733,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6734,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
6735,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6736,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6737,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
6738,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6739,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
6740,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
6741,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6742,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6743,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6744,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6745,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
6746,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6747,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6748,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6749,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6750,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6751,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6752,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
6753,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
6754,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6755,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6756,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6757,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6758,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6759,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6760,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6761,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6762,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6763,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6764,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6765,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
6766,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
6767,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
6768,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6769,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6770,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6771,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6772,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
6773,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6774,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6775,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6776,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6777,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
6778,Wetland,NULL,Water,NULL,Water,NULL,Water,Water
6779,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
6780,Wetland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
6781,Wetland,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
6782,Wetland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
6783,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
6784,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
6785,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
6786,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Water
6787,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
6788,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
6789,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Water
6790,Wetland,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
6791,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6792,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6793,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
6794,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
6795,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Wetland
6796,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
6797,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6798,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
6799,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
6800,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
6801,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
6802,Wetland,NULL,Water,NULL,Water,Bareland,Water,Wetland
6803,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
6804,Wetland,NULL,Water,NULL,Water,Bareland,Forest,Water
6805,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
6806,Wetland,NULL,Water,NULL,Water,Water,Water,Water
6807,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
6808,Wetland,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
6809,Wetland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
6810,Wetland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
6811,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6812,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6813,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6814,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6815,Wetland,NULL,Water,Non_Water,Water,Bareland,NULL,Wetland
6816,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
6817,Wetland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
6818,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
6819,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
6820,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
6821,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
6822,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
6823,Wetland,NULL,Water,Water,Water,Wetland,Shrubland,Water
6824,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6825,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
6826,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
6827,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
6828,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Water
6829,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
6830,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
6831,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
6832,Wetland,NULL,Water,Water,Water,Bareland,Forest,Water
6833,Wetland,NULL,Water,Water,Water,Water,NULL,Wetland
6834,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
6835,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
6836,Wetland,NULL,Water,Water,Water,Water,Water,Water
6837,Wetland,NULL,Water,Water,Water,Water,Water,Forest
6838,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6839,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6840,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6841,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6842,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6843,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6844,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6845,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6846,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6847,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6848,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6849,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6850,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6851,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6852,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6853,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6854,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6855,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
6856,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6857,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6858,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6859,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6860,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6861,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6862,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6863,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6864,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6865,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6866,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
6867,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
6868,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6869,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6870,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6871,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6872,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6873,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6874,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
6875,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6876,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6877,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6878,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
6879,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
6880,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6881,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6882,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6883,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6884,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6885,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
6886,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6887,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6888,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
6889,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
6890,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
6891,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
6892,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6893,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6894,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6895,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6896,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6897,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6898,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6899,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6900,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6901,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6902,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6903,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6904,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6905,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6906,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6907,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6908,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
6909,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6910,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6911,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6912,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
6913,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6914,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6915,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6916,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6917,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
6918,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6919,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
6920,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
6921,Wetland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6922,Wetland,Cropland,Water,NULL,Water,Wetland,Shrubland,Water
6923,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
6924,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Wetland
6925,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Water
6926,Wetland,Cropland,Water,Non_Water,Water,Grassland,NULL,Water
6927,Wetland,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
6928,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6929,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
6930,Wetland,Cropland,Water,Non_Water,Water,Bareland,Wetland,Grassland
6931,Wetland,Cropland,Water,Non_Water,Water,Bareland,Wetland,Wetland
6932,Wetland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
6933,Wetland,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
6934,Wetland,Cropland,Water,Water,Water,Shrubland,Shrubland,Forest
6935,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
6936,Wetland,Cropland,Water,Water,Water,Bareland,Water,Water
6937,Wetland,Cropland,Water,Water,Water,Bareland,Water,Forest
6938,Wetland,Cropland,Water,Water,Water,Water,Water,Water
6939,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6940,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6941,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6942,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6943,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
6944,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
6945,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6946,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6947,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
6948,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
6949,Wetland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
6950,Wetland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
6951,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
6952,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
6953,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6954,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6955,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6956,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6957,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6958,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
6959,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6960,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
6961,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6962,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
6963,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6964,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6965,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
6966,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6967,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6968,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6969,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6970,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
6971,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
6972,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6973,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6974,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Forest
6975,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
6976,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6977,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6978,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6979,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6980,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
6981,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6982,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6983,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6984,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6985,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6986,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6987,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
6988,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6989,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6990,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6991,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6992,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6993,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6994,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6995,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6996,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6997,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6998,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6999,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7000,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7001,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7002,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7003,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
