Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R
5738,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5739,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5740,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5741,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5742,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5743,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5744,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5745,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5746,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
5747,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
5748,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5749,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5750,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5751,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5752,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5753,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5754,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5755,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5756,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5757,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5758,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5759,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5760,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5761,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5762,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5763,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5764,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
5765,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5766,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5767,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5768,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5769,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5770,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5771,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5772,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5773,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5774,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5775,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5776,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5777,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5778,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5779,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5780,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5781,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5782,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5783,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5784,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5785,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5786,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5787,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5788,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5789,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5790,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5791,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5792,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5793,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5794,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5795,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5796,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5797,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5798,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
5799,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5800,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5801,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5802,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5803,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5804,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
5805,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
5806,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
5807,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
5808,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5809,Cropland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5810,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5811,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5812,Cropland,Wetland,Water,NULL,Water,NULL,Forest,Grassland
5813,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5814,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5815,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5816,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5817,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5818,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5819,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5820,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5821,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5822,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5823,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5824,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5825,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5826,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5827,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5828,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5829,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5830,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5831,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5832,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5833,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5834,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5835,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5836,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
5837,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5838,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5839,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5840,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5841,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5842,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5843,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5844,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5845,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5846,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5847,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
5848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5849,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5850,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5864,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5865,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5866,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5867,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5868,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5869,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5870,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5871,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5872,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5873,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5874,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5875,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5876,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5877,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5878,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5879,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5880,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5881,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5882,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5883,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5884,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5885,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5886,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5887,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5888,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5889,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5890,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5891,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5892,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5893,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5894,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5895,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
5896,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5897,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5898,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5899,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5900,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5901,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5902,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5903,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5904,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5905,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5906,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5907,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5908,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5909,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5910,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5911,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5913,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5914,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5915,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5916,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5917,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5918,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5919,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5920,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5921,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5922,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5923,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5924,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5925,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5926,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5927,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5928,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5929,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5930,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5931,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5932,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
5933,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5934,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5935,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Built-up
5936,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5937,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5938,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5939,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5940,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5941,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5942,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5943,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5944,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5945,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5946,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5947,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5948,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5949,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5950,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5951,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5952,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5953,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5954,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5955,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
5956,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5957,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5958,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5959,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5960,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5961,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5962,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5963,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5964,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5965,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5966,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5967,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5968,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5969,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5970,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5971,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5972,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5973,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
5974,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5975,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5976,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5977,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5978,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5979,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5980,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5981,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5982,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5983,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5984,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5985,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5986,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5987,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5988,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5989,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5990,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5991,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5992,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5993,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
5994,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5995,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5996,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5997,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5998,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5999,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6000,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6001,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6002,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6003,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6004,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6005,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6006,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6007,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6008,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6009,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6010,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6011,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
6012,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6013,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6014,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
6015,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
6016,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
6017,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6018,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6019,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6020,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6021,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6022,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6023,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6024,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6025,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6026,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6027,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6028,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6029,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6030,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6031,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6032,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
6033,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6034,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
6035,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6036,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6037,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6038,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6039,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6040,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
6041,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
6042,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
6043,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6044,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6045,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6046,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6047,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6048,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6049,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6050,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
