Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQC_M_R
1369,Bareland,Bareland,Water,NULL,Water,Wetland,Water,Grassland
1370,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
1371,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1372,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
1373,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1374,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1375,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1376,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1377,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1378,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1379,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1380,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1381,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1382,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1383,Bareland,Built-up,Water,Water,Water,Bareland,Wetland,Bareland
1384,Bareland,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1385,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1386,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1387,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1388,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1389,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1390,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1391,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1392,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1393,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1394,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1395,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1396,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1397,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1398,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1399,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1400,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1401,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1402,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1403,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1404,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1405,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1406,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1407,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1408,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1409,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1410,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1411,Bareland,Water,Water,NULL,Water,Wetland,Wetland,Forest
1412,Bareland,Water,Water,NULL,Water,Wetland,Water,Grassland
1413,Bareland,Water,Water,NULL,Water,Wetland,Water,Forest
1414,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
1415,Bareland,Water,Water,NULL,Water,Water,Water,Forest
1416,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Forest
1417,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
1418,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
1419,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1420,Bareland,Water,Water,Water,Water,Water,Water,Wetland
1421,Bareland,Water,Water,Water,Water,Water,Water,Forest
1422,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1423,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1424,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1425,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1426,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1427,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1428,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1429,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1430,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1431,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1432,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1433,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1434,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1435,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1436,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1437,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1438,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1439,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1440,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1441,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1442,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1443,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1444,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
1445,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1446,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1447,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1448,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1449,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1450,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1451,Water,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1452,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1453,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1454,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1455,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1456,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1457,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1458,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1459,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1460,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1461,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1462,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1463,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1464,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1465,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1466,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1467,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1468,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1469,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1470,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1471,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1472,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1473,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1474,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1475,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1476,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1477,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1478,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1479,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1480,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1481,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1482,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
1483,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1484,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1485,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1486,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1487,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1488,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1489,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1490,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1491,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1492,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1493,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1494,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1495,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1496,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
1497,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1498,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1499,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1500,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1501,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1502,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1503,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1504,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1505,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1506,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1507,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1508,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1509,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1510,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1511,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1512,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1513,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1514,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1515,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1516,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1517,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1518,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1519,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1520,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1521,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1522,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1523,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1524,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1525,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1526,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1527,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1528,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1529,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1530,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1531,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1532,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1533,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1534,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1535,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1536,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1537,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1538,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1539,Water,NULL,Water,NULL,Water,Wetland,Bareland,Forest
1540,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
1541,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
1542,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1543,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1544,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1545,Water,NULL,Water,NULL,Water,Water,Water,Water
1546,Water,NULL,Water,NULL,Water,Water,Water,Forest
1547,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1548,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1549,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1550,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
1551,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1552,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1553,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1554,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1555,Water,NULL,Water,Non_Water,Water,Water,Forest,Forest
1556,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1557,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1558,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1559,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1560,Water,NULL,Water,Water,Water,Wetland,Water,Water
1561,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1562,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1563,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1564,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1565,Water,NULL,Water,Water,Water,Water,Wetland,Water
1566,Water,NULL,Water,Water,Water,Water,Water,Grassland
1567,Water,NULL,Water,Water,Water,Water,Water,Wetland
1568,Water,NULL,Water,Water,Water,Water,Water,Water
1569,Water,NULL,Water,Water,Water,Water,Water,Forest
1570,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1571,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1572,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1573,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1574,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1575,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1576,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1577,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1578,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1579,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1580,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1581,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1582,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1583,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1584,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1585,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1586,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1587,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1588,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1589,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1590,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1591,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1592,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1593,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1594,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1595,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1596,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1597,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1598,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1599,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1600,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1601,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1602,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1603,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1604,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1605,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1606,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1607,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1608,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1609,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1610,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
1611,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1612,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1613,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1614,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1615,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1616,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1617,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1618,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1619,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1620,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1621,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1622,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1623,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1624,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1625,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1626,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1627,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1628,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1629,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1630,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1631,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1632,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1633,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1634,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1635,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1636,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1637,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1638,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1639,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1640,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1641,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1642,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1643,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1644,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1645,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1646,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1647,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1648,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1649,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1650,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1651,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1652,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1653,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1654,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1655,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1656,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1657,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1658,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1659,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1660,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1661,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1662,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1663,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1664,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1665,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1666,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1667,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1668,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1669,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1670,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1671,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1672,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1673,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1674,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1675,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1676,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1677,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1678,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1679,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1680,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
1681,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1682,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1683,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1684,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1685,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1686,Water,Wetland,Water,NULL,Water,Water,Water,Water
1687,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1688,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
1689,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1690,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1691,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1692,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1693,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1694,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1695,Water,Wetland,Water,Non_Water,Water,Water,Grassland,Water
1696,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1697,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1698,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1699,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1700,Water,Wetland,Water,Non_Water,Water,Water,Bareland,Forest
1701,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1702,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1703,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1704,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1705,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1706,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1707,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1708,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1709,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1710,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1711,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1712,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1713,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1714,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
1715,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
1716,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1717,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1718,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1719,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1720,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1721,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1722,Water,Wetland,Water,Water,Water,Water,Water,Water
1723,Water,Wetland,Water,Water,Water,Water,Water,Forest
1724,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1725,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1726,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1727,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1728,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1729,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1730,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1731,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1732,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1733,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1734,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1735,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1736,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1737,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
