Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYM_M_R
1521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1537,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1538,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1539,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1540,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1542,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1543,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1544,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1550,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1551,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1566,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1567,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
1568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1569,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1570,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1571,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1572,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1573,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1574,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1575,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1576,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1577,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1578,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1579,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1580,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1581,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1582,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1583,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1584,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1585,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1586,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1587,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1589,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1592,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1593,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1594,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1595,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1596,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1597,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1598,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1599,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1600,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1601,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1602,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1603,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1604,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1605,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1606,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1608,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1609,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1610,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1611,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1612,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1613,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1614,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1615,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1616,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1617,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1618,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1619,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1620,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1621,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1622,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1623,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1624,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1625,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1626,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1627,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1628,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1629,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1630,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1631,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1632,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1633,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1634,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1635,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1636,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1637,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1638,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1639,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1640,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1641,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1642,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1643,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
1644,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1645,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1646,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1647,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1648,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1649,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1650,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1651,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1652,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1653,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1654,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1655,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1656,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1657,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1658,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1659,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1660,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1661,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1662,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1663,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1664,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1665,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1666,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1667,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1668,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1670,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1672,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
1673,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
1674,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1675,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1676,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
1677,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1678,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1679,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1680,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1681,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1682,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1683,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1684,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1685,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1686,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1687,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1688,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1689,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1690,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1691,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1692,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1693,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1694,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1695,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1696,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1697,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1698,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1699,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1700,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1701,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1702,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1703,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1704,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1705,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1706,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1707,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1708,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1709,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1710,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1711,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1712,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1713,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1714,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1715,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1716,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1717,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1718,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1719,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1720,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1721,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1722,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1723,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1724,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1725,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1726,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1727,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1728,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1729,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1731,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1732,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1733,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1745,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1746,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1747,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1748,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1749,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1750,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1751,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1752,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1753,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1754,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1755,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1756,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1757,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1758,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1759,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1760,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1761,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1762,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1763,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1764,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1765,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1766,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1767,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1768,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1769,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1770,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1771,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1772,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1773,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1774,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1775,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1776,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1777,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1778,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1779,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1780,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1781,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1782,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1783,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1784,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1785,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1786,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1787,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1788,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1789,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1790,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1791,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1792,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1793,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1794,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1795,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1796,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1797,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1798,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1799,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1800,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1801,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1802,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1803,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1804,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1805,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1806,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1807,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1808,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1809,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1810,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1811,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1812,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1813,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1814,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1815,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1816,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1817,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1818,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1819,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1820,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1821,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1822,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1823,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1824,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1825,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1826,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1827,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1828,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1829,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1830,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1831,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1832,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1833,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1834,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
