Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R
1486,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1487,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1490,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1491,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1493,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1494,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1498,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1499,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1500,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1501,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1502,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1503,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1504,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1505,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1506,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1507,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1508,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1509,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1510,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1511,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1512,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1513,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1514,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1515,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
1516,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1517,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1518,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1523,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1524,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1526,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1527,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1528,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1530,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1531,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1532,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1535,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1536,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1537,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1538,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1539,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1541,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1542,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1543,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1544,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1545,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1546,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1547,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1548,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1549,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1550,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1551,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1553,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1554,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1555,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1556,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1557,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1558,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1559,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1560,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1561,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1562,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1563,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1564,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1565,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1566,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1568,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1570,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1571,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1572,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1573,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1574,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1575,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1578,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1579,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1580,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1581,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1582,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1583,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1584,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1585,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1586,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1587,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1588,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1592,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1593,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1594,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1595,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1598,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1600,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1602,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1603,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1604,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1605,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1606,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1607,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1608,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1609,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1610,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1611,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1612,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1613,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1614,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1615,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1616,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1617,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1618,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1619,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1621,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1622,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1623,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1626,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1627,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1629,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1630,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1631,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1632,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1633,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1634,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1635,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1636,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1637,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1639,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1640,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1642,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1643,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1644,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1645,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1646,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1647,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1649,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1650,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1651,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1652,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1653,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1654,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1656,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1657,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1659,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1660,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1661,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1662,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1663,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1665,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1666,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1667,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1668,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1669,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1670,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1671,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1672,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1673,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1674,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1675,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1676,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1678,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1679,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1680,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1681,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1682,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1683,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1684,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1685,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1686,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1687,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1688,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1689,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1690,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1691,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1692,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1695,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1696,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1697,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1698,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1699,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1700,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1701,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1702,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1703,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1704,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1705,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1706,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1707,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1708,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1709,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1710,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1711,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1712,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1713,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1714,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1715,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1716,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1719,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1720,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1721,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1722,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1723,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1724,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1725,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1726,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1727,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1728,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1729,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1730,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1731,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1732,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1733,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1734,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1737,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1738,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1739,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1740,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1741,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1742,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1743,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1744,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1745,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1746,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1747,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1748,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1749,Water,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1750,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1751,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1752,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1753,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1754,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1755,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1756,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1757,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1758,Water,NULL,Water,Water,Water,NULL,NULL,Water
1759,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1760,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1763,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1764,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1766,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1767,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1769,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1770,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1771,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1772,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1773,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1774,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1775,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1776,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1777,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1778,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1780,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1782,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1784,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1785,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1786,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1787,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1788,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1789,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1791,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1792,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1793,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1794,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1795,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1797,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1798,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1799,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1800,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1801,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1802,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1803,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1804,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1805,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1806,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1807,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1808,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1811,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1812,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1813,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1814,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1815,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1817,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1818,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1819,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1820,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1821,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1823,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1825,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1826,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1827,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1828,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
