Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
4821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4833,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4834,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4835,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4836,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4837,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4840,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4841,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4842,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4843,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4844,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4845,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4846,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4847,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4848,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4849,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4850,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4851,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4852,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4853,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4854,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4855,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4856,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4857,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4858,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4859,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4860,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4861,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4862,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
4863,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4864,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4865,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4866,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4867,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4868,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4869,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
4870,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4871,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4872,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4873,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4874,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4875,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4876,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4877,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4878,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4879,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4880,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4881,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4882,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4883,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4884,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4885,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4886,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4887,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
4888,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4889,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
4890,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
4891,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4892,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4893,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
4894,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
4895,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
4896,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4897,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
4898,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4899,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4900,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4901,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4902,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4903,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4904,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
4905,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4906,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4907,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4908,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,NULL
4909,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
4910,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Grassland
4911,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
4912,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Built-up
4913,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
4914,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
4915,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
4916,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
4917,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
4918,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4919,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
4920,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
4921,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4922,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
4923,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4924,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4925,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4926,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4927,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4928,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4929,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4930,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4931,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4932,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4933,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4934,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4935,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4936,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4937,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4938,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4939,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4940,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4941,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4942,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4943,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4944,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4945,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4946,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4947,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4948,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4949,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4950,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4952,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4953,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4954,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4955,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4956,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4957,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Shrubland,Built-up
4958,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
4959,Bareland,Built-up,Water,NULL,Water,Built-up,Shrubland,Grassland
4960,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4961,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4962,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4963,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
4964,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4965,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4966,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4967,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4968,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
4969,Bareland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
4970,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4971,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
4972,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
4973,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
4974,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4975,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4976,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4977,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4978,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4979,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
4980,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4981,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4982,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4983,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4984,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4985,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4986,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4987,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4988,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4989,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4990,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
4991,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4992,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4993,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4994,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4995,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
4996,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
4997,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
4998,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
4999,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
5000,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5001,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5002,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
5003,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5004,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5005,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5006,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5007,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5008,Bareland,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Bareland
5009,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5010,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5011,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
5012,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5013,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5014,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5015,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5016,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5017,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5018,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5019,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5020,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5021,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5022,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
5023,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5024,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5025,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5026,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5027,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5028,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5029,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5030,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5031,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
5032,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
5033,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
5034,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5035,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5036,Bareland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
5037,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5038,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5039,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5040,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
5041,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
5042,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
5043,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
5044,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5045,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5046,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
5047,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5048,Bareland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
5049,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5050,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5051,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5052,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5053,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5054,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5055,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5056,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
5057,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
5058,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
5059,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5060,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,NULL
5061,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5062,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5063,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5064,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5065,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
5066,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
5067,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
5068,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5069,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5070,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5071,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5072,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5073,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5074,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5075,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5076,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
5077,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5078,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
5079,Bareland,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
5080,Bareland,Water,Water,NULL,Water,Bareland,Shrubland,Bareland
5081,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Water
5082,Bareland,Water,Water,NULL,Water,Bareland,Water,Grassland
5083,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
5084,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
5085,Bareland,Water,Water,NULL,Water,Water,Water,Water
5086,Bareland,Water,Water,Non_Water,Water,Shrubland,Water,Water
5087,Bareland,Water,Water,Non_Water,Water,Shrubland,Forest,Forest
5088,Bareland,Water,Water,Non_Water,Water,Bareland,Shrubland,Bareland
5089,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
5090,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
5091,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Bareland
5092,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
5093,Bareland,Water,Water,Water,Water,NULL,Water,Water
5094,Bareland,Water,Water,Water,Water,Shrubland,Water,Water
5095,Bareland,Water,Water,Water,Water,Shrubland,Water,Forest
5096,Bareland,Water,Water,Water,Water,Bareland,Shrubland,Bareland
5097,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
5098,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
5099,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
5100,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
5101,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
5102,Bareland,Water,Water,Water,Water,Bareland,Water,Water
5103,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
5104,Bareland,Water,Water,Water,Water,Water,Water,Grassland
5105,Bareland,Water,Water,Water,Water,Water,Water,Water
5106,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5107,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5108,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5109,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5110,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5111,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
5112,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5113,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5114,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5115,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5116,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5117,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5118,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
5119,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5120,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5121,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
5122,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
5123,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
5124,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5125,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5126,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
5127,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5128,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5129,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5130,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5131,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5132,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5133,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5134,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5135,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5136,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5137,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5138,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5139,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5140,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5141,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5142,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5143,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5144,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5145,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5146,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5147,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5148,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5149,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5150,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
