Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPR_M_R
435,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
436,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
437,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
438,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
439,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
440,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
441,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
442,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
443,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
444,NULL,Forest,Water,NULL,Water,Forest
445,NULL,Forest,Water,Water,Water,Cropland
446,NULL,Forest,Forest,NULL,Non_Wetland,NULL
447,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
448,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
449,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
450,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
451,NULL,Forest,Forest,NULL,Non_Wetland,Forest
452,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
453,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
454,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
455,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
461,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
463,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
464,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
465,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
466,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
467,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
468,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
469,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
470,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
471,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
472,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
473,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
474,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
475,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
476,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
477,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
478,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
479,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
480,Grassland,NULL,Wetland,NULL,Wetland,Grassland
481,Grassland,NULL,Wetland,Water,Wetland,Forest
482,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
483,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
484,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
485,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
486,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
487,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
488,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
489,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
490,Grassland,NULL,Water,Non_Water,Water,Grassland
491,Grassland,NULL,Water,Water,Water,Grassland
492,Grassland,NULL,Water,Water,Water,Forest
493,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
495,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
496,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
497,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
498,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
499,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
500,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
501,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
502,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
503,Grassland,NULL,Forest,Water,Non_Wetland,Forest
504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
509,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
510,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
511,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
512,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
517,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
518,Grassland,Cropland,Water,NULL,Water,Grassland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
520,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
521,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
522,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
523,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
524,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
525,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
526,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
527,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
528,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
529,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
530,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
531,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
532,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
533,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
534,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
535,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
536,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
537,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
538,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
539,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
540,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
541,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
542,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
543,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
544,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
545,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
546,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
547,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
548,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
549,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
550,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
551,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
552,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
553,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
554,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
555,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
556,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
557,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
558,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
559,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
560,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
561,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
562,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
563,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
564,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
565,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
566,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
567,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
568,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
569,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
570,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland
571,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
572,Grassland,Water,Water,Non_Water,Water,Grassland
573,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
574,Grassland,Water,Forest,NULL,Non_Wetland,Forest
575,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
576,Grassland,Water,Forest,Water,Non_Wetland,Forest
577,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
578,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
579,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
580,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
581,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
582,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
583,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
584,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
585,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
586,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
587,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
588,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
589,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
590,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
591,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
592,Grassland,Forest,Wetland,NULL,Wetland,Forest
593,Grassland,Forest,Wetland,Water,Wetland,Grassland
594,Grassland,Forest,Wetland,Water,Wetland,Forest
595,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
596,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
597,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
598,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
599,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
600,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
601,Grassland,Forest,Water,NULL,Water,Forest
602,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
603,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
604,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
605,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
606,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
607,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
608,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
609,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
610,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
611,Grassland,Forest,Forest,Water,Non_Wetland,Forest
612,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
613,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
614,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
615,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
616,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
623,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
624,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
625,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
626,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
627,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
628,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
629,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
630,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
631,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
632,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
633,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
634,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
635,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
636,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
637,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
638,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
639,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
640,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
641,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
642,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
643,Cropland,NULL,Grassland,Water,Non_Wetland,Water
644,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
645,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
646,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
647,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
648,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
649,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
650,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
651,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
652,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
653,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
654,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
655,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
656,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
657,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
658,Cropland,NULL,Cropland,Water,Non_Wetland,Water
659,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
660,Cropland,NULL,Wetland,NULL,Wetland,Cropland
661,Cropland,NULL,Wetland,Non_Water,Wetland,Water
662,Cropland,NULL,Wetland,Water,Wetland,Forest
663,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
664,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
665,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
666,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
667,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
668,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
669,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
670,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
671,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
672,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
673,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
674,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
675,Cropland,NULL,Bareland,Water,Non_Wetland,Water
676,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
677,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
678,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
679,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
680,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
681,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
682,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
683,Cropland,NULL,Water,NULL,Water,Grassland
684,Cropland,NULL,Water,NULL,Water,Cropland
685,Cropland,NULL,Water,NULL,Water,Bareland
686,Cropland,NULL,Water,NULL,Water,Forest
687,Cropland,NULL,Water,Non_Water,Water,Grassland
688,Cropland,NULL,Water,Non_Water,Water,Forest
689,Cropland,NULL,Water,Water,Water,Grassland
690,Cropland,NULL,Water,Water,Water,Cropland
691,Cropland,NULL,Water,Water,Water,Water
692,Cropland,NULL,Water,Water,Water,Forest
693,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
694,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
695,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
696,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
697,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
698,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
699,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
700,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
701,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
702,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
703,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
704,Cropland,NULL,Forest,Water,Non_Wetland,Water
705,Cropland,NULL,Forest,Water,Non_Wetland,Forest
706,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
707,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
715,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
716,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
717,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
718,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
719,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
720,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
721,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
722,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
723,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
724,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
725,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
726,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
728,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
729,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
730,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
731,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
733,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
735,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
736,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
737,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
738,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
739,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
740,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
741,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
742,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
743,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
744,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
745,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
746,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
747,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
748,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
749,Cropland,Cropland,Wetland,Water,Wetland,Bareland
750,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
751,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
752,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
753,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
754,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
755,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
756,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
757,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
758,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
759,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
760,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
761,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
762,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
763,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
764,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
765,Cropland,Cropland,Water,NULL,Water,Grassland
766,Cropland,Cropland,Water,NULL,Water,Cropland
767,Cropland,Cropland,Water,NULL,Water,Forest
768,Cropland,Cropland,Water,Non_Water,Water,Bareland
769,Cropland,Cropland,Water,Water,Water,Grassland
770,Cropland,Cropland,Water,Water,Water,Cropland
771,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
772,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
773,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
774,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
775,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
776,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
777,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
778,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
779,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
780,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
781,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
782,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
783,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
784,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
785,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
786,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
787,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
788,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
789,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
790,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
791,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
792,Cropland,Bareland,Wetland,Water,Wetland,Forest
793,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
794,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
795,Cropland,Bareland,Bareland,NULL,Non_Wetland,Built-up
796,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
797,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
798,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
799,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
800,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
801,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
802,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
803,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
804,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
805,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
806,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
807,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
808,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
809,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
810,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
811,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
812,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
813,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
814,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
815,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
816,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
817,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
818,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
819,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
823,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
824,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
825,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
826,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
827,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
828,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
829,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
830,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
831,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
832,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
833,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
834,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
835,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
836,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
837,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
840,Cropland,Built-up,Water,NULL,Water,Forest
841,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
842,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
843,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
844,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
845,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
846,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
847,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
848,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
849,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
850,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
851,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
852,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
853,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
854,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
855,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
856,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
