Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNM_M_R
343,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
344,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
345,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
346,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
347,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
348,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
351,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
352,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
357,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
366,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
376,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
385,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
386,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
389,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
394,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
395,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
396,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
398,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
399,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
401,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
403,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
407,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
417,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
418,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
426,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
428,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
430,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
431,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
432,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
433,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
434,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
436,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
437,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
438,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
439,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
440,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
441,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
442,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
443,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
445,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
446,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
449,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
450,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
453,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
454,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
455,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
456,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
458,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
459,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
462,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
463,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
466,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
467,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
468,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
469,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
470,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
471,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
472,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
473,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
474,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
476,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
479,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
480,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
481,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
482,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
484,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
487,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
488,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
489,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
491,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
492,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
494,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
495,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
496,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
497,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
498,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
500,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
501,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
503,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
504,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
505,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
508,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
509,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
510,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
511,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
512,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
513,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
514,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
515,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
516,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
517,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
518,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
522,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
523,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
524,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
525,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
526,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
527,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
528,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
529,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
530,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
531,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
532,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
533,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
534,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
535,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
537,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
538,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
540,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
541,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
542,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
543,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
544,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
545,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
548,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
550,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
551,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
552,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
553,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
554,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
555,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
556,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
557,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
558,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
559,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
560,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
561,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
562,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
563,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
564,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
565,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
566,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
567,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
568,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
569,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
570,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
571,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
572,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
573,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
574,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
575,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
576,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
577,Wetland,Water,Water,Water,Water,NULL,NULL,Water
578,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
579,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
580,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
581,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
582,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
583,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
584,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
585,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
586,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
587,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
588,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
589,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
590,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
591,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
593,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
594,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
597,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
598,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
599,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
607,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
608,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
609,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
610,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
613,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
614,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
615,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
616,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
618,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
619,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
620,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
621,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
629,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
630,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
631,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
632,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
633,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
634,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
635,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
636,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
637,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
638,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
639,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
641,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
642,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
644,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
645,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
646,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
649,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
650,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
651,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
654,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
656,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
657,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
658,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
659,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
660,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
661,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
662,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
663,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
664,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
665,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
666,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
667,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
668,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
669,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
672,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
673,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
675,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
676,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
677,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
680,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
682,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
683,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
