Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
7580,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7581,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7582,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7583,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
7584,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7585,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7586,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7587,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7588,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7589,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
7590,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7591,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
7592,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7593,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7594,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7595,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7596,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7597,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7598,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
7599,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7600,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
7601,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
7602,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7603,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7604,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7605,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
7606,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7607,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7608,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7609,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7610,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
7611,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
7612,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
7613,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
7614,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
7615,Wetland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
7616,Wetland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
7617,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7618,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
7619,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Forest
7620,Wetland,Cropland,Water,NULL,Water,Grassland,Water,Water
7621,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Water
7622,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
7623,Wetland,Cropland,Water,NULL,Water,Water,Water,Water
7624,Wetland,Cropland,Water,Non_Water,Water,Grassland,Water,Cropland
7625,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
7626,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Water
7627,Wetland,Cropland,Water,Water,Water,Grassland,Water,Wetland
7628,Wetland,Cropland,Water,Water,Water,Grassland,Water,Water
7629,Wetland,Cropland,Water,Water,Water,Bareland,Water,Grassland
7630,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
7631,Wetland,Cropland,Water,Water,Water,Water,Water,Water
7632,Wetland,Cropland,Water,Water,Water,Water,Water,Forest
7633,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7634,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7635,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7636,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
7637,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7638,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7639,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7640,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7641,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7642,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
7643,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
7644,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7645,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7646,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
7647,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7648,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
7649,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7650,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7651,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7652,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7653,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7654,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7655,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7656,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7657,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Cropland
7658,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7659,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Water
7660,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Forest
7661,Wetland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Wetland
7662,Wetland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
7663,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
7664,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7665,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7666,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7667,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7668,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
7669,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
7670,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
7671,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
7672,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7673,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7674,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7675,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7676,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7677,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7678,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7679,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7680,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7681,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7682,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7683,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7684,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
7685,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7686,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7687,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7688,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
7689,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7690,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
7691,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7692,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7693,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7694,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7695,Wetland,Water,Water,NULL,Water,Grassland,Water,Water
7696,Wetland,Water,Water,NULL,Water,Water,Water,Water
7697,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
7698,Wetland,Water,Water,Water,Water,NULL,Water,Water
7699,Wetland,Water,Water,Water,Water,Grassland,Water,Cropland
7700,Wetland,Water,Water,Water,Water,Grassland,Water,Water
7701,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7702,Wetland,Water,Water,Water,Water,Water,Water,Water
7703,Wetland,Water,Water,Water,Water,Water,Water,Forest
7704,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Cropland
7705,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7706,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Cropland
7707,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7708,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
7709,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7710,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7711,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7712,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7713,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7714,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7715,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7716,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7717,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7718,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7719,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7720,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7721,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7722,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7723,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7724,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7725,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7726,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7727,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7728,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7729,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7730,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7731,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7732,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7733,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
7734,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
7735,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7736,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7737,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7738,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7739,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7740,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7741,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7742,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7743,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
7744,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7745,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7746,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
7747,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
7748,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
7749,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
7750,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
7751,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
7752,Bareland,NULL,Water,Water,Water,Water,Water,Water
7753,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7754,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7755,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7756,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7757,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7758,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7759,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
7760,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7761,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7762,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7763,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7764,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7765,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7766,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7767,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7768,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
7769,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
7770,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7771,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7772,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
7773,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7774,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7775,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7776,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7777,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7778,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7779,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7780,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7781,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7782,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7783,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7784,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7785,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7786,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
7787,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7788,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7789,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7790,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7791,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7792,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
7793,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
7794,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7795,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
7796,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
7797,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7798,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7799,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7800,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
7801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
7802,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7803,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
7805,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
7806,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7807,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Cropland
7808,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7809,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7810,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7811,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7812,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7813,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7814,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7815,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7816,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7817,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7818,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7819,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7820,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7821,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7822,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7823,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7824,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7825,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7826,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7827,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7828,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7829,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7830,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7831,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7832,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7833,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7834,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7835,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7836,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7837,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7840,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7841,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7842,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7843,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7844,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7845,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7846,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7847,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7848,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7849,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7850,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7851,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7852,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7853,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7854,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7855,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7856,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7857,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7858,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7859,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7860,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
7861,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7862,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7863,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7864,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7865,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7866,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7867,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7868,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7869,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7870,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7871,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7872,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7873,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7874,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7875,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7876,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7877,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7878,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7879,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7880,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
7881,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7882,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7883,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7884,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7885,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7886,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
7887,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7888,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
7889,Bareland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
7890,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
7891,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7892,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7893,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7894,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7895,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7896,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7897,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7898,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7899,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7900,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7901,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7902,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7903,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7904,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7905,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7906,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7907,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7908,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7909,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
