Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R
697,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
698,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
699,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
700,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
701,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
702,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
703,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
704,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
705,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
706,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
707,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
708,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
709,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
711,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
712,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
714,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
715,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
718,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
721,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
723,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
724,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
725,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
726,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
727,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
728,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
729,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
730,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
733,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
735,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
736,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
737,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
738,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
739,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
740,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
741,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
742,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
743,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
744,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
745,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
746,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
747,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
748,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
749,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
750,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
751,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
753,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
754,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
755,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
757,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
760,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
766,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
767,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
768,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
769,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
770,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
771,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
775,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
776,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
778,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
779,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
780,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
781,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
782,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
783,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
787,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
789,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
790,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
791,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
793,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
796,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
797,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
800,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
801,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
802,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
803,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
804,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
805,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
806,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
807,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
808,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
809,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
810,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
811,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
812,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
813,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
814,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
815,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
816,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
817,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
818,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
819,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
820,Bareland,Water,Water,Water,Water,NULL,NULL,Water
821,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
824,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
825,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
826,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
829,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
834,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
835,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
837,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
838,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
840,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
841,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
843,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
844,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
848,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
851,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
853,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
854,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
855,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
856,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
857,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
858,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
859,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
860,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
861,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
862,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
863,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
864,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
865,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
867,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
868,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
869,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
870,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
871,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
872,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
873,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
874,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
875,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
877,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
878,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
879,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
880,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
881,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
882,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
883,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
884,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
885,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
887,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
888,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
890,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
894,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
895,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
896,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
897,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
898,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
899,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
900,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
901,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
903,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
904,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
906,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
907,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
908,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
909,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
910,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
911,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
912,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
913,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
914,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
915,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
916,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
917,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
918,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
919,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
920,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
921,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
922,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
926,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
927,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
928,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
929,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
930,Water,NULL,Water,NULL,Water,NULL,NULL,Water
931,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
932,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
933,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
934,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
935,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
936,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
937,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
938,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
939,Water,NULL,Water,Water,Water,NULL,NULL,Water
940,Water,NULL,Water,Water,Water,NULL,NULL,Forest
941,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
942,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
943,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
944,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
945,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
946,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
947,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
948,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
950,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
951,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
953,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
954,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
955,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
956,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
957,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
959,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
960,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
962,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
963,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
964,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
965,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
968,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
969,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
970,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
971,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
972,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
973,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
974,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
975,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
976,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
977,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
978,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
979,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
980,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
981,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
982,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
983,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
984,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
985,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
986,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
987,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
988,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
989,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
990,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
991,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
992,Water,Wetland,Water,Water,Water,NULL,NULL,Water
993,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
994,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
995,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
996,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
997,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1000,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1001,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1002,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1004,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1006,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1008,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1009,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1010,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1011,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1012,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1013,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1014,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1015,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1016,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1017,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1019,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1020,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1022,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1023,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1024,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1025,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1026,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1027,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1028,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1038,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1040,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1041,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1042,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1043,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1045,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1046,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1048,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1049,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
