Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEU_M_R
1161,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1162,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
1163,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1164,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1165,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1166,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1167,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1168,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1169,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
1170,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1171,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1172,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1173,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1174,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1175,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1176,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1177,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1178,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1179,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1180,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1181,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1182,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1183,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
1184,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
1185,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1186,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1187,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1188,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1189,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1190,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1191,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1192,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1193,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1194,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1195,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1196,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1197,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1198,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1199,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1200,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1201,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1202,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1203,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1239,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1240,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1241,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1242,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1243,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1244,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1245,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1246,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1247,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1248,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1249,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1250,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1251,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1252,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1253,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1254,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1255,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
1256,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1257,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1258,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1259,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1260,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1261,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1262,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1263,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1264,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1265,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1266,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1267,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1269,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1270,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1271,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1272,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1273,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1274,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1275,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1276,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1277,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1278,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1279,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1280,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1281,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1282,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1283,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1284,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1285,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1286,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1287,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1288,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1289,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1290,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1291,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1292,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1293,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1294,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1295,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1296,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1297,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1298,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1299,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1300,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1301,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1302,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1303,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1304,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1305,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1306,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1307,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1308,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1309,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1310,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1311,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1312,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1313,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1314,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1315,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1316,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1317,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1318,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1319,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1320,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1321,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
1322,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
1323,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1324,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1325,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1326,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1327,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1329,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1330,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1331,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1332,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1333,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1334,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1335,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1336,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1337,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1338,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1339,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1340,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1341,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1342,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1343,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1344,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1345,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1346,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1347,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1348,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1349,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1351,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1352,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1353,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1354,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1355,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1356,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1357,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1358,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1359,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1360,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1361,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1362,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1363,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1364,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1365,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1366,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1367,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1368,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1369,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1370,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1371,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1372,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1373,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1374,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1375,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1376,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1377,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1378,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1379,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1380,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1381,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1382,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
1383,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
1384,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1385,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1386,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
1387,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1388,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1389,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1390,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
1391,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1392,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1393,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1394,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1395,Grassland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1396,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1397,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1398,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1399,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1400,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1401,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1402,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1403,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1404,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1405,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1406,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1407,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
1408,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1409,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1410,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1411,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1412,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1414,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1415,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1416,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1417,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1418,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1419,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1420,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1421,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1422,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1423,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1424,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1425,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1426,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1427,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1428,Grassland,NULL,Water,NULL,Water,NULL,Forest,Grassland
1429,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1430,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1431,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1432,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1433,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1434,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1435,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1436,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1437,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1438,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Water
1439,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1440,Grassland,NULL,Water,NULL,Water,Bareland,Water,Water
1441,Grassland,NULL,Water,NULL,Water,Bareland,Water,Forest
1442,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1443,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Forest
1444,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1445,Grassland,NULL,Water,NULL,Water,Water,Water,Water
1446,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
1447,Grassland,NULL,Water,NULL,Water,Forest,Forest,Forest
1448,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1449,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1450,Grassland,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
1451,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1452,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
1453,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1454,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
1455,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1456,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
1457,Grassland,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
1458,Grassland,NULL,Water,Non_Water,Water,Bareland,Forest,Wetland
1459,Grassland,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
1460,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1461,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1462,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1463,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
1464,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Water
1465,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Forest
1466,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1467,Grassland,NULL,Water,Water,Water,Water,Bareland,Grassland
1468,Grassland,NULL,Water,Water,Water,Water,Water,Water
1469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1473,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1474,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1475,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1478,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1479,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1480,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1481,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1482,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1483,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1484,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
