Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKP_M_R
770,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
771,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
772,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
773,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
774,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
775,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
776,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
777,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
778,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
779,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
780,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
781,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
782,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
783,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
784,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
785,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
786,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
787,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
788,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
789,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
790,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
791,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
792,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
793,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
794,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
795,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
796,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
797,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
798,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
799,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
800,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
801,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
802,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
803,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
804,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
805,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
806,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
807,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
808,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
809,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
810,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
811,Cropland,NULL,Water,Water,Water,NULL,Grassland
812,Cropland,NULL,Water,Water,Water,NULL,Wetland
813,Cropland,NULL,Water,Water,Water,NULL,Bareland
814,Cropland,NULL,Water,Water,Water,NULL,Water
815,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
816,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
817,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
818,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
819,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
820,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
821,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
822,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
823,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
824,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
825,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest
826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
830,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
831,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
832,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
833,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
834,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
835,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
836,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
837,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
838,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
839,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
840,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
841,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
842,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
843,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
844,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
845,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
846,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
847,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
848,Cropland,Cropland,Wetland,Water,Wetland,NULL,Bareland
849,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
850,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest
851,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
852,Cropland,Cropland,Water,Water,Water,NULL,Wetland
853,Cropland,Cropland,Water,Water,Water,NULL,Bareland
854,Cropland,Cropland,Water,Water,Water,NULL,Water
855,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
856,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
857,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
858,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
859,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
860,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
861,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
862,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
863,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
864,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
865,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
866,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
867,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
868,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
869,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
870,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
871,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
872,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
873,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
874,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
875,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
876,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
877,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
878,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
879,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
880,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
881,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
882,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
883,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
884,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
885,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
886,Cropland,Wetland,Water,Non_Water,Water,NULL,Forest
887,Cropland,Wetland,Water,Water,Water,NULL,Grassland
888,Cropland,Wetland,Water,Water,Water,NULL,Wetland
889,Cropland,Wetland,Water,Water,Water,NULL,Forest
890,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
891,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
892,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
893,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
894,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
895,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
896,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
897,Cropland,Bareland,Wetland,Water,Wetland,NULL,Grassland
898,Cropland,Bareland,Wetland,Water,Wetland,NULL,Wetland
899,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
900,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
901,Cropland,Bareland,Water,Water,Water,NULL,Bareland
902,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
903,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
904,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
905,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
906,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
907,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
908,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
909,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
910,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
911,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
912,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
913,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
914,Cropland,Built-up,Wetland,Water,Wetland,NULL,Grassland
915,Cropland,Built-up,Wetland,Water,Wetland,NULL,Wetland
916,Cropland,Built-up,Wetland,Water,Wetland,NULL,Forest
917,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
918,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
919,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
920,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
921,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
922,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
923,Cropland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
924,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
925,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
926,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
927,Cropland,Water,Wetland,Water,Wetland,NULL,Water
928,Cropland,Water,Water,Water,Water,NULL,Wetland
929,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
930,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
931,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
932,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
933,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
934,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
935,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
936,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
937,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
938,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
939,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,Wetland
940,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
941,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland
942,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
943,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
944,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
945,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
946,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
947,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
948,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
949,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
950,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
951,Cropland,Forest,Water,Water,Water,NULL,Grassland
952,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
953,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
954,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
955,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
956,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
957,Cropland,Forest,Forest,Water,Non_Wetland,NULL,Forest
958,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
959,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
960,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
961,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
962,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
963,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
964,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
965,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
966,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
967,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
968,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
969,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
970,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
971,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
972,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
973,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
974,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
975,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
976,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
977,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
978,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
979,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
980,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
981,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
982,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
983,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
984,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
985,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
986,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
987,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
988,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
989,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
990,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
991,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
992,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
993,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
994,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
995,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
996,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
997,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
998,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
999,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1000,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1001,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
1002,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1003,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
1004,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1005,Wetland,NULL,Wetland,NULL,Wetland,NULL,Cropland
1006,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1007,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
1008,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
1009,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1010,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1011,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1012,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1013,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1014,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1015,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
1016,Wetland,NULL,Wetland,Water,Wetland,NULL,Cropland
1017,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
1018,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
1019,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
1020,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
1021,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1022,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1023,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1024,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1025,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1026,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1027,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1028,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1029,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1030,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1031,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1032,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1033,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1034,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1035,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1036,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
1037,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1038,Wetland,NULL,Water,NULL,Water,NULL,Grassland
1039,Wetland,NULL,Water,NULL,Water,NULL,Wetland
1040,Wetland,NULL,Water,NULL,Water,NULL,Forest
1041,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
1042,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
1043,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
1044,Wetland,NULL,Water,Water,Water,NULL,Grassland
1045,Wetland,NULL,Water,Water,Water,NULL,Wetland
1046,Wetland,NULL,Water,Water,Water,NULL,Bareland
1047,Wetland,NULL,Water,Water,Water,NULL,Water
1048,Wetland,NULL,Water,Water,Water,NULL,Forest
1049,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1050,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1051,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1052,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1053,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1054,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1055,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1056,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1057,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1058,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1059,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1060,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1061,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
1062,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1063,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1064,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1065,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1066,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1067,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1068,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
1069,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1070,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1071,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1072,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1073,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1074,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1075,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1076,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1077,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1078,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
1079,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1080,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1081,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1082,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
1083,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1084,Wetland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1085,Wetland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1086,Wetland,Cropland,Wetland,Water,Wetland,NULL,Bareland
1087,Wetland,Cropland,Wetland,Water,Wetland,NULL,Forest
1088,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
1089,Wetland,Cropland,Water,Water,Water,NULL,Grassland
1090,Wetland,Cropland,Water,Water,Water,NULL,Wetland
1091,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
1092,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1093,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1094,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
1095,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1096,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1097,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland
1098,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1099,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1100,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1101,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1102,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1103,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1104,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1105,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1106,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1107,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1108,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1109,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1110,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1111,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1112,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1113,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1114,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1115,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1116,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1117,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1118,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1119,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1120,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1121,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1122,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1123,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1124,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1125,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1126,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1127,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
1128,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1129,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1130,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1131,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1132,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1133,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1134,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1135,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1136,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1137,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1138,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1139,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL
1140,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1141,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1142,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1143,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1144,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1145,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1146,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1147,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1148,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest
