Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUA_M_R
352,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
353,Water,Wetland,Water,Water,Water,Water,Wetland,Water
354,Water,Wetland,Water,Water,Water,Water,Water,Grassland
355,Water,Wetland,Water,Water,Water,Water,Water,Wetland
356,Water,Wetland,Water,Water,Water,Water,Water,Bareland
357,Water,Wetland,Water,Water,Water,Water,Water,Water
358,Water,Wetland,Water,Water,Water,Water,Water,Forest
359,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
360,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
361,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
362,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
363,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
364,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
365,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
366,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
367,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
368,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
369,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
370,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
371,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
372,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
373,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
374,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
375,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
376,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
377,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
378,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
379,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
380,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
381,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
382,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
383,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
384,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
385,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
386,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
387,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
388,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
389,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
390,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
391,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
392,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
393,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
394,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
395,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
396,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
397,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
398,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
399,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
400,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
401,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
402,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
403,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
404,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
405,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
406,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
407,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
408,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
409,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
410,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
411,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
412,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
413,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
414,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
415,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
416,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
417,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
418,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
419,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
420,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
421,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
422,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
423,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
424,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
425,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
426,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
427,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
428,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
429,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
430,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
431,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
432,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
433,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
434,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
435,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
436,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
437,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
438,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
439,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
440,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
441,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
442,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
443,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
444,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
445,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
446,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
447,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
448,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
449,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
450,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
451,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
452,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
453,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
454,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
455,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
456,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
457,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
458,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
459,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
460,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
461,Water,Water,Wetland,Water,Wetland,Water,Water,Water
462,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
463,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
464,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
465,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
466,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
467,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
468,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
469,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
470,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
471,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
472,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
473,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
474,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
475,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
476,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
477,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
478,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
479,Water,Water,Water,NULL,Water,NULL,Water,Water
480,Water,Water,Water,NULL,Water,NULL,Water,Forest
481,Water,Water,Water,NULL,Water,NULL,Forest,Forest
482,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
483,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
484,Water,Water,Water,NULL,Water,Wetland,Water,Forest
485,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
486,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
487,Water,Water,Water,NULL,Water,Water,Wetland,Water
488,Water,Water,Water,NULL,Water,Water,Wetland,Forest
489,Water,Water,Water,NULL,Water,Water,Water,Grassland
490,Water,Water,Water,NULL,Water,Water,Water,Wetland
491,Water,Water,Water,NULL,Water,Water,Water,Bareland
492,Water,Water,Water,NULL,Water,Water,Water,Water
493,Water,Water,Water,NULL,Water,Water,Water,Forest
494,Water,Water,Water,NULL,Water,Water,Forest,Water
495,Water,Water,Water,NULL,Water,Water,Forest,Forest
496,Water,Water,Water,NULL,Water,Forest,Water,Forest
497,Water,Water,Water,Non_Water,Water,NULL,Water,Water
498,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
499,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
500,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
501,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
502,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
503,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
504,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
505,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
506,Water,Water,Water,Non_Water,Water,Water,Water,Water
507,Water,Water,Water,Non_Water,Water,Water,Water,Forest
508,Water,Water,Water,Non_Water,Water,Water,Forest,Water
509,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
510,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
511,Water,Water,Water,Water,Water,NULL,Wetland,Forest
512,Water,Water,Water,Water,Water,NULL,Water,Grassland
513,Water,Water,Water,Water,Water,NULL,Water,Water
514,Water,Water,Water,Water,Water,NULL,Water,Forest
515,Water,Water,Water,Water,Water,Wetland,Wetland,Water
516,Water,Water,Water,Water,Water,Wetland,Water,Grassland
517,Water,Water,Water,Water,Water,Wetland,Water,Wetland
518,Water,Water,Water,Water,Water,Wetland,Water,Water
519,Water,Water,Water,Water,Water,Wetland,Water,Forest
520,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
521,Water,Water,Water,Water,Water,Wetland,Forest,Forest
522,Water,Water,Water,Water,Water,Water,Wetland,Grassland
523,Water,Water,Water,Water,Water,Water,Wetland,Bareland
524,Water,Water,Water,Water,Water,Water,Wetland,Water
525,Water,Water,Water,Water,Water,Water,Wetland,Forest
526,Water,Water,Water,Water,Water,Water,Water,Grassland
527,Water,Water,Water,Water,Water,Water,Water,Wetland
528,Water,Water,Water,Water,Water,Water,Water,Bareland
529,Water,Water,Water,Water,Water,Water,Water,Water
530,Water,Water,Water,Water,Water,Water,Water,Forest
531,Water,Water,Water,Water,Water,Water,Forest,Grassland
532,Water,Water,Water,Water,Water,Water,Forest,Water
533,Water,Water,Water,Water,Water,Water,Forest,Forest
534,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
535,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
536,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
537,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
538,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
539,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
540,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
541,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
542,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
543,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
544,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
545,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
546,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
547,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
548,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
549,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
550,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
551,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
552,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
553,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
554,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
555,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
556,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
557,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
558,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
559,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
560,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
561,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
562,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
563,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
564,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
565,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
566,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
567,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
568,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
569,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
570,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
571,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
572,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
573,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
574,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
575,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
576,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
577,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
578,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
579,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
580,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
581,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
582,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
583,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
585,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
586,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
587,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
588,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
589,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
591,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
592,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
593,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
596,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
597,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
598,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
599,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
600,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
601,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
603,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
604,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
605,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
606,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
607,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
608,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
609,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
610,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
611,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
612,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
613,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
614,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
615,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
616,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
617,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
620,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
624,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
625,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
626,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
627,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
628,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
629,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
630,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
631,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
632,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
633,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
634,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
635,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
636,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
637,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
638,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
639,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
640,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
641,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
642,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
643,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
644,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
645,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
646,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
647,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
648,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
649,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
650,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
651,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
652,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
653,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
654,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
655,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
656,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
657,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
658,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
659,Forest,NULL,Water,Water,Water,Water,Wetland,Bareland
660,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
661,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
662,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
663,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
664,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
665,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
666,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
667,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
668,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
669,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
673,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
674,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
675,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
676,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
687,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
690,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
691,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
692,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
693,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
694,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
695,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
696,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
698,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
700,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
701,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
702,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
703,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
704,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
705,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
706,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
707,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
708,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
709,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
710,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
711,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
712,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
713,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
714,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
715,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
716,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
717,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
718,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
719,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
720,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
721,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
722,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
723,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
724,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
725,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
726,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
727,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
728,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
729,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
730,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
731,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
732,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
