Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRC_M_R
686,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
687,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
688,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
689,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
690,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
691,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
692,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
695,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
696,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
697,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
698,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
699,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
700,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
703,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
704,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
705,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
706,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
707,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
711,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
712,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
714,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
715,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
716,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
717,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
718,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
720,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
721,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
722,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
723,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
724,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
725,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
726,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
727,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
728,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
729,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
730,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
731,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
732,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
734,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
736,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
738,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
739,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
740,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
741,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
742,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
744,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
745,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
746,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
747,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
748,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
751,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
758,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
759,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
760,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
762,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
763,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
764,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
765,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
768,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
769,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
770,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
771,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
772,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
773,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
774,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
776,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
778,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
780,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
781,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
782,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
783,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
784,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
786,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
787,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
788,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
789,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
791,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
792,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
793,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
794,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
795,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
796,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
797,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
798,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
799,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
800,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
801,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
802,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
803,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
804,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
805,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
806,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
807,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
809,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
810,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
812,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
813,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
814,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
815,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
816,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
817,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
818,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
819,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
820,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
821,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
822,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
823,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
824,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
825,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
827,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
828,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
829,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
830,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
831,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
832,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
833,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
834,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
836,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
837,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
838,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
839,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
840,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
843,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
845,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
846,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
847,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
848,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
849,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
850,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
851,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
852,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
853,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
854,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
855,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
856,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
857,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
858,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
859,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
860,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
861,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
862,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
863,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
864,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
865,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
866,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
867,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
868,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
869,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
871,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
872,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
873,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
874,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
875,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
877,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
878,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
879,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
880,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
881,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
882,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
883,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
884,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
887,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
888,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
889,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
890,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
892,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
893,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
894,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
895,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
897,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
898,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
899,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
900,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
901,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
902,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
903,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
904,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
905,Wetland,Water,Water,Water,Water,NULL,NULL,Water
906,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
907,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
908,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
909,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
913,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
914,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
915,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
916,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
917,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
918,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
919,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
921,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
923,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
926,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
927,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
929,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
931,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
933,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
934,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
937,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
940,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
941,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
942,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
943,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
944,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
945,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
947,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
948,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
949,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
951,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
952,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
953,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
954,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
955,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
956,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
957,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
958,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
959,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
960,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
961,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
962,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
963,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
964,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
965,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
966,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
967,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
968,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
969,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
970,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
971,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
972,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
973,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
975,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
976,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
977,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
978,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
979,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
980,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
981,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
982,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
983,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
984,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
985,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
986,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
987,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
988,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
989,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
990,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
993,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
994,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
996,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
997,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
998,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
999,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1000,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1001,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1002,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1003,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1004,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1005,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1006,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1007,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1008,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1009,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1010,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1012,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1013,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1015,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1016,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1017,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1019,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1020,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1022,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1023,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1024,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1025,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1030,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1031,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
