Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
16411,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
16412,Water,Wetland,Water,Water,Water,Wetland,Water,Water
16413,Water,Wetland,Water,Water,Water,Water,NULL,Water
16414,Water,Wetland,Water,Water,Water,Water,Water,Wetland
16415,Water,Wetland,Water,Water,Water,Water,Water,Water
16416,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
16417,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16418,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16419,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
16420,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16421,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16422,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16423,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16424,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16425,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16426,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16427,Water,Bareland,Cropland,NULL,Non_Wetland,Forest,Water,Water
16428,Water,Bareland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16429,Water,Bareland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
16430,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16431,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
16432,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
16433,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
16434,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
16435,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
16436,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
16437,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
16438,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Cropland
16439,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
16440,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
16441,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
16442,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
16443,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
16444,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
16445,Water,Bareland,Wetland,Water,Wetland,Water,Water,Cropland
16446,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
16447,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
16448,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
16449,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
16450,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
16451,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
16452,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
16453,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16454,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Built-up
16455,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
16456,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
16457,Water,Bareland,Water,NULL,Water,Water,Water,Water
16458,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
16459,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
16460,Water,Bareland,Water,Non_Water,Water,Water,Built-up,Bareland
16461,Water,Bareland,Water,Non_Water,Water,Water,Water,Grassland
16462,Water,Bareland,Water,Non_Water,Water,Water,Water,Bareland
16463,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
16464,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
16465,Water,Bareland,Water,Water,Water,Bareland,Water,Water
16466,Water,Bareland,Water,Water,Water,Water,NULL,Water
16467,Water,Bareland,Water,Water,Water,Water,Water,Grassland
16468,Water,Bareland,Water,Water,Water,Water,Water,Cropland
16469,Water,Bareland,Water,Water,Water,Water,Water,Bareland
16470,Water,Bareland,Water,Water,Water,Water,Water,Water
16471,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16472,Water,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
16473,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
16474,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
16475,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
16476,Water,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16477,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
16478,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
16479,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
16480,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16481,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
16482,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16483,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
16484,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16485,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
16486,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Forest
16487,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16488,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16489,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16490,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16491,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16492,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16493,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16494,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16495,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16496,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16497,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16498,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16499,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
16500,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16501,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16502,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16503,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16504,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Water
16505,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Water
16506,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16507,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16508,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Water
16509,Water,Built-up,Cropland,Water,Non_Wetland,Wetland,Water,Water
16510,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
16511,Water,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16512,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
16513,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
16514,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Water
16515,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16516,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16517,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16518,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
16519,Water,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Built-up
16520,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Water
16521,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
16522,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16523,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16524,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16525,Water,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Water
16526,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
16527,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
16528,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
16529,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
16530,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
16531,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
16532,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
16533,Water,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
16534,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
16535,Water,Built-up,Wetland,Water,Wetland,Water,Water,Forest
16536,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
16537,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
16538,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
16539,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
16540,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
16541,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
16542,Water,Built-up,Water,NULL,Water,Grassland,Built-up,Water
16543,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
16544,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
16545,Water,Built-up,Water,NULL,Water,Bareland,Water,Water
16546,Water,Built-up,Water,NULL,Water,Water,Water,Grassland
16547,Water,Built-up,Water,Non_Water,Water,Wetland,Grassland,Forest
16548,Water,Built-up,Water,Non_Water,Water,Wetland,Built-up,Grassland
16549,Water,Built-up,Water,Non_Water,Water,Water,Built-up,Grassland
16550,Water,Built-up,Water,Water,Water,Shrubland,Water,Forest
16551,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
16552,Water,Built-up,Water,Water,Water,Wetland,Water,Water
16553,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
16554,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
16555,Water,Built-up,Water,Water,Water,Bareland,Bareland,Built-up
16556,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
16557,Water,Built-up,Water,Water,Water,Water,Water,Grassland
16558,Water,Built-up,Water,Water,Water,Water,Water,Water
16559,Water,Built-up,Water,Water,Water,Forest,NULL,Forest
16560,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16561,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
16562,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16563,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16564,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16565,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16566,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16567,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
16568,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16569,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16570,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
16571,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16572,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16573,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
16574,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16575,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
16576,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
16577,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
16578,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16579,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16580,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
16581,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
16582,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
16583,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
16584,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16585,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16586,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
16587,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16588,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16589,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
16590,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16591,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16592,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16593,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
16594,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
16595,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16596,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16597,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16598,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16599,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16600,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16601,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16602,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16603,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
16604,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16605,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
16606,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16607,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
16608,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
16609,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16610,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
16611,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
16612,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
16613,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16614,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
16615,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16616,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16617,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
16618,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16619,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16620,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16621,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16622,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16623,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
16624,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
16625,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16626,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16627,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
16628,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16629,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16630,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
16631,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16632,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16633,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16634,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
16635,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16636,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16637,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16638,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16639,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16640,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
16641,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
16642,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
16643,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
16644,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16645,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
16646,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16647,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16648,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
16649,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16650,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
16651,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
16652,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
16653,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
16654,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
16655,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
16656,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
16657,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
16658,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
16659,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
16660,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
16661,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
16662,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
16663,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
16664,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
16665,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
16666,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
16667,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
16668,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
16669,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
16670,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
16671,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
16672,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
16673,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16674,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
16675,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16676,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16677,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
16678,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
16679,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
16680,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
16681,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16682,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16683,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
16684,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16685,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
16686,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
16687,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
16688,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
16689,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
16690,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
16691,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
16692,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16693,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
16694,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
16695,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16696,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16697,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16698,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
16699,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16700,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
16701,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
16702,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
16703,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
16704,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
16705,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
16706,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
16707,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
16708,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
16709,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
16710,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
16711,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
16712,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
16713,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
16714,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
16715,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
16716,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
16717,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
16718,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
16719,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
16720,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
16721,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
16722,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
16723,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
16724,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16725,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
16726,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
16727,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16728,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
16729,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
16730,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
16731,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
16732,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
16733,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
16734,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
16735,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
16736,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
16737,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
16738,Water,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
16739,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
16740,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
16741,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
16742,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
16743,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
16744,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
16745,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
16746,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
16747,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
16748,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
16749,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
16750,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
16751,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
16752,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
16753,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
16754,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
16755,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
16756,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
16757,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
16758,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
16759,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
16760,Water,Water,NULL,Water,Non_Wetland,Water,Water,NULL
16761,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
16762,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
16763,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
16764,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
16765,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
16766,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
16767,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
16768,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
16769,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
16770,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16771,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16772,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16773,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
