Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKD_M_R
10289,Wetland,NULL,Water,Water,Water,Bareland,Shrubland,Water
10290,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
10291,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
10292,Wetland,NULL,Water,Water,Water,Bareland,Forest,Water
10293,Wetland,NULL,Water,Water,Water,Water,NULL,Water
10294,Wetland,NULL,Water,Water,Water,Water,Shrubland,Wetland
10295,Wetland,NULL,Water,Water,Water,Water,Shrubland,Water
10296,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
10297,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
10298,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
10299,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
10300,Wetland,NULL,Water,Water,Water,Water,Water,Water
10301,Wetland,NULL,Water,Water,Water,Water,Forest,Water
10302,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Water
10303,Wetland,NULL,Water,Water,Water,Forest,Water,Wetland
10304,Wetland,NULL,Water,Water,Water,Forest,Forest,Grassland
10305,Wetland,NULL,Water,Water,Water,Forest,Forest,Water
10306,Wetland,NULL,Water,Water,Water,Forest,Forest,Forest
10307,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10308,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10309,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10310,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10311,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10312,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10313,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10314,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10315,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10316,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
10317,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10318,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10319,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10320,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10321,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10322,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10323,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10324,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10325,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10326,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10327,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10328,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10329,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10330,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10331,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10332,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10333,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10334,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10335,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10336,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10337,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10338,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10339,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10340,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10341,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10342,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10343,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10344,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10345,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10346,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10347,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10348,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10349,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10350,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10351,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10352,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10353,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10354,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10355,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10356,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10357,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10358,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10359,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10360,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10361,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
10362,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10363,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10364,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10365,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10366,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10367,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10368,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10369,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10370,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10371,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10372,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
10373,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10374,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10375,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10376,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10377,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10378,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10379,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10380,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10381,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10382,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10383,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10384,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
10385,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10386,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10387,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
10388,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10389,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10390,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
10391,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10392,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10393,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10394,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10395,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10396,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10397,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
10398,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
10399,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10400,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
10401,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
10402,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10403,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
10404,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10405,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10406,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10407,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10408,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10409,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10410,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
10411,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10412,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10413,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10414,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10415,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10416,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10417,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10418,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10419,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10420,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10421,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10422,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10423,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10424,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10425,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10426,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10427,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10428,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10429,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
10430,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
10431,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10432,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10433,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10434,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
10435,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10436,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10437,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10438,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10439,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10440,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10441,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10442,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10443,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10444,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
10445,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10446,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10447,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10448,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10449,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10450,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
10451,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
10452,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10453,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10454,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10455,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
10456,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10457,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
10458,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10459,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
10460,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10461,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10462,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10463,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10464,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10465,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10466,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10467,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
10468,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10469,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
10470,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
10471,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10472,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
10473,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
10474,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10475,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10476,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
10477,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
10478,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10479,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
10480,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10481,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
10482,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10483,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10484,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10485,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
10486,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
10487,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
10488,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
10489,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
10490,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10491,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
10492,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
10493,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
10494,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
10495,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
10496,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
10497,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
10498,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
10499,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
10500,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10501,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,NULL
10502,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10503,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10504,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
10505,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
10506,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
10507,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
10508,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
10509,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10510,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
10511,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
10512,Wetland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
10513,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
10514,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
10515,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
10516,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
10517,Wetland,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
10518,Wetland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
10519,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
10520,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Wetland
10521,Wetland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
10522,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
10523,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10524,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10525,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10526,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10527,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10528,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
10529,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10530,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10531,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
10532,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10533,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10534,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
10535,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10536,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10537,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10538,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
10539,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10540,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
10541,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10542,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10543,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Built-up
10544,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,Shrubland,Water
10545,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
10546,Wetland,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
10547,Wetland,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
10548,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10549,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10550,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10551,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
10552,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10553,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10554,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10555,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10556,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10557,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10558,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10559,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10560,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10561,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10562,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10563,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10564,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
10565,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10566,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10567,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10568,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10569,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10570,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10571,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10572,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
10573,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10574,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10575,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10576,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10577,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10578,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
10579,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Built-up
10580,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
10581,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10582,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10583,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
10584,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
10585,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10586,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10587,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10588,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10589,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10590,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10591,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10592,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10593,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
10594,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10595,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10596,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10597,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10598,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10599,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10600,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10601,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
10602,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
10603,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10604,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
10605,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
10606,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
10607,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
10608,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
10609,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
10610,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10611,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10612,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
