Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQH_M_R
4248,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4249,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4250,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4251,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
4252,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4253,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4254,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4255,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4256,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4257,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
4258,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4259,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4260,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4261,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
4262,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4263,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4264,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4265,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4266,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4267,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4268,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4269,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
4270,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4271,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4272,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4273,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4274,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4275,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4276,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4277,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
4278,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4279,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
4280,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
4281,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4282,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4283,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
4284,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
4285,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
4286,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4287,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4288,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4289,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4290,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4291,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4292,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4293,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4294,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4295,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
4296,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
4297,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4298,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4299,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4300,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
4301,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
4302,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4303,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
4304,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
4305,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Water
4306,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
4307,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4308,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
4309,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Forest,Grassland
4310,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4311,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4312,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4313,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4314,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4315,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4316,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4317,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4318,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4319,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4320,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4321,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4322,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4323,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4324,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4325,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4326,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4327,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4328,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4329,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4330,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4331,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4332,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4333,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4334,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4335,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4336,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4337,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4338,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4339,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4340,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4341,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4342,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4343,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4344,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4345,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4346,Grassland,Wetland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4347,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4348,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4349,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4350,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4351,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4352,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4353,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4354,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4355,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4356,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4357,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4358,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4359,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4360,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4361,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4362,Grassland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4363,Grassland,Wetland,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
4364,Grassland,Wetland,Water,NULL,Water,NULL,Water,Grassland
4365,Grassland,Wetland,Water,NULL,Water,Grassland,Water,Forest
4366,Grassland,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
4367,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
4368,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4369,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
4370,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
4371,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
4372,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4373,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4374,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4375,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4376,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4377,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
4378,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4379,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4380,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4381,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4382,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4383,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4384,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4385,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4386,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4387,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4388,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4389,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4390,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4391,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
4392,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4393,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4394,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4395,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4396,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4397,Grassland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
4398,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4399,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4400,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4401,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4402,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4403,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4404,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4405,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4406,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4407,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4408,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4409,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4410,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4411,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4412,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4413,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4414,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4415,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4416,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4417,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4418,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4419,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4420,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4421,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
4422,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4423,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4424,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4425,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4426,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4427,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4428,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4429,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4430,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4431,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4432,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4433,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4434,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4435,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4436,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4437,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4438,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4439,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4440,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4441,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4442,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4443,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4444,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4445,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
4446,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4447,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4448,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4449,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4450,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4451,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
4452,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4453,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4454,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4455,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4456,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
4457,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4458,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4459,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4460,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4461,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4462,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4463,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4464,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4465,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4466,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4467,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4468,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4469,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4470,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4471,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4472,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4473,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4474,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4475,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4476,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4477,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4478,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4479,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4480,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4481,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4482,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4483,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4484,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4485,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4486,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4487,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4488,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4489,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4490,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4491,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4492,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4493,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4494,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4495,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4496,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4497,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4498,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4499,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4500,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4501,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4502,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4503,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4504,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4505,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4506,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4507,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4508,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4509,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4510,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
4511,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4512,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4513,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
4514,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4515,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4516,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4517,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
4518,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4519,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4520,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4521,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4522,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4523,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4524,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4525,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4526,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4527,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
4528,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4529,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4530,Grassland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4531,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4532,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4533,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4534,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4535,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
4536,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4537,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4538,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4539,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4540,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4541,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4542,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4543,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4544,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4545,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4546,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4547,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4548,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4549,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
4550,Grassland,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4551,Grassland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4552,Grassland,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4553,Grassland,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
4554,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4555,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4556,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4557,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4558,Grassland,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
4559,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4560,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4561,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4562,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4563,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4564,Grassland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4565,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
