Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUR_M_R
1288,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1289,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1290,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1291,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1292,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1293,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1294,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1295,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1296,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1297,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1298,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1299,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1300,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1301,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1302,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1303,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1304,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1305,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1306,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1307,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1308,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1309,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1310,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1311,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1312,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1313,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1314,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1315,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1316,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1317,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1318,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1319,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1320,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1321,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1322,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1323,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1324,Grassland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1325,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1326,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1327,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1328,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1329,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1330,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1331,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1332,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1333,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1334,Grassland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1335,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1336,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1337,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1338,Grassland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1339,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1340,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1341,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1342,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1343,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1344,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1345,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1346,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1348,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1350,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1351,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1352,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1355,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1356,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1357,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1358,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1359,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1360,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1361,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1362,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1363,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1364,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1365,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1366,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1367,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1368,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1369,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1370,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1374,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1375,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1377,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
1378,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1379,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1380,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1381,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
1382,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1383,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1384,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1385,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1386,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
1387,Grassland,NULL,Water,Water,Water,Wetland,NULL,Grassland
1388,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1389,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1390,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1391,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1392,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1393,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1394,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1395,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1396,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1397,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1398,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1399,Grassland,NULL,Water,Water,Water,Water,Water,Water
1400,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1401,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1402,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1407,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1408,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1409,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1410,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1412,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1413,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1414,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1415,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1416,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1417,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1418,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1419,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1420,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1421,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1422,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1423,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1424,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1425,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1426,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1427,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1428,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1429,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1430,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1434,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1435,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1436,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1438,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1439,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1440,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1441,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1442,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1443,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1444,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
1445,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1448,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1449,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1450,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1452,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1453,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1454,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1455,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1456,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1457,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1458,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1459,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1460,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1461,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1462,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1463,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1464,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1465,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1466,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1467,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1468,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1469,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1470,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1471,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1472,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1473,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1474,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1475,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1476,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1477,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1478,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1479,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1480,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1481,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1482,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1483,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1484,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1485,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1486,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1487,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1488,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1489,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1490,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1491,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1492,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1493,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1494,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1495,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1496,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1497,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1498,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1499,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1500,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1501,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1502,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1503,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1504,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1505,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1506,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1507,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1508,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1509,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1510,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
1511,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1512,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1513,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1514,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1515,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1516,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1517,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1518,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1519,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1520,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1521,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1522,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1523,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1524,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1525,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1526,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1527,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1528,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1529,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1530,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
1531,Grassland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
1532,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1533,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1534,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1535,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1536,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1537,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1538,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
1539,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1540,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1541,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1542,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1543,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1544,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1545,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1546,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1547,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1548,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1549,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1550,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1551,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1552,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1553,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1554,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1555,Grassland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1556,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1557,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1558,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1559,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1560,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1561,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1562,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1563,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1564,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1565,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1566,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1568,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1569,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1570,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1571,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1572,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1573,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1574,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1575,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1576,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1577,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1578,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1579,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1580,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1581,Grassland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1582,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1583,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1584,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1585,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1586,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1587,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1588,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1589,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1590,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1591,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1592,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1593,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1594,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1595,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1596,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1597,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1598,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1599,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1600,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1601,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1602,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1603,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1604,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1605,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1606,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1607,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1608,Grassland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1609,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1610,Grassland,Water,Water,NULL,Water,Grassland,Water,Forest
1611,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
1612,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
1613,Grassland,Water,Water,Water,Water,Wetland,Water,Forest
1614,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1615,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1616,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1617,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1618,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1619,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1620,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1621,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
