Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
1754,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1755,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1756,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1757,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1758,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1759,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1760,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1761,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1762,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
1763,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1764,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1765,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1766,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1767,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1769,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1770,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1771,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1772,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1773,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1776,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1777,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1780,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1781,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1782,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1783,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1784,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1785,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1787,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1788,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1791,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1793,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1797,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1799,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1801,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1802,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1803,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1804,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1806,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1807,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1808,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1809,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1810,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1811,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1812,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1813,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1814,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1815,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1816,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1817,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1818,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1819,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1820,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1821,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1822,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1824,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1827,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1828,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1829,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1830,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1831,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1832,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1833,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1834,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1835,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1836,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1837,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1840,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1841,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1842,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1843,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1844,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1845,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1846,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1847,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1848,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1849,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1850,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1851,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1852,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1853,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1854,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1857,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1858,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1859,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1861,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1865,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1866,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1869,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1871,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1872,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1873,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1874,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1875,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1876,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1879,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1880,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1881,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1883,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1885,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1887,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1888,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1889,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1890,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1891,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1892,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1893,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1894,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1895,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1896,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1897,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1898,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1900,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1901,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1902,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1903,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1904,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1905,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1906,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1907,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1908,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1909,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1910,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1911,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1912,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1913,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1914,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1915,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1916,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1917,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1918,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1919,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1920,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1922,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1923,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1924,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1926,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1927,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1928,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1929,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1930,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1931,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1932,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1933,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1934,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1935,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1936,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1937,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1938,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1939,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1940,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1941,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1942,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1943,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1944,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1945,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1946,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1947,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1948,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1949,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1950,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1951,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1952,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1954,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1955,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1957,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1958,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1959,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1960,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1961,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1962,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1963,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1964,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1965,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1966,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1967,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1968,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1969,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1971,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1972,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1973,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1974,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1975,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1976,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1977,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1978,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1979,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1980,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1981,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1982,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1983,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1984,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1985,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1986,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1987,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1988,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1990,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1991,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1992,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1993,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1995,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1996,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1997,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1998,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1999,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2000,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2001,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2002,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2003,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2004,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2005,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2006,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2007,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2008,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2009,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2010,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2011,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2012,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2013,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2014,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2015,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2016,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2017,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2018,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2019,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2020,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2021,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2022,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2023,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2024,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2025,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2026,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2027,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2028,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2029,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2030,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2031,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2032,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2033,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2034,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2035,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2036,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2037,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2038,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2039,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2040,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2041,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2042,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2044,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2045,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2046,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2047,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2048,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2049,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2050,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2051,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2052,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2053,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2054,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2055,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2056,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2057,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2058,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2059,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2060,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2061,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2062,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2063,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2064,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2065,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2066,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2067,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2068,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2069,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2070,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2071,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2072,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2073,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2074,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2075,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2076,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2077,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
2078,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
2079,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
2080,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
2081,Water,NULL,Water,NULL,Water,NULL,NULL,Water
2082,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
2083,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2084,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2085,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2086,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2087,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
2088,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2089,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
2090,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
2091,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
2092,Water,NULL,Water,Water,Water,NULL,NULL,Water
2093,Water,NULL,Water,Water,Water,NULL,NULL,Forest
2094,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2095,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2096,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2097,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2098,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
