Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXS_M_R
1116,NULL,Forest,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
1117,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1118,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1119,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1120,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1121,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1122,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1123,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1124,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1125,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1126,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1127,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1128,NULL,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
1129,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1130,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1131,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1132,NULL,Forest,Wetland,Water,Wetland,Cropland,Bareland,Forest
1133,NULL,Forest,Wetland,Water,Wetland,Cropland,Water,Grassland
1134,NULL,Forest,Wetland,Water,Wetland,Cropland,Water,Forest
1135,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1136,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1137,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1138,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1139,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1140,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1141,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
1142,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1143,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1144,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1145,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1146,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
1147,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1148,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1149,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1150,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1151,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
1152,NULL,Forest,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1153,NULL,Forest,Water,NULL,Water,Cropland,Wetland,Wetland
1154,NULL,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1155,NULL,Forest,Water,Water,Water,Wetland,Water,Forest
1156,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1157,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1158,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1159,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1161,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1162,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1163,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1164,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1165,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1166,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1167,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1168,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1169,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1170,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1171,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1172,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1173,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1174,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1175,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1176,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1177,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1178,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1179,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1180,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1181,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1182,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1183,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1184,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1185,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1186,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1187,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1190,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1191,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1192,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1193,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1194,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1195,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1196,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1197,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1198,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1199,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1200,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1201,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1202,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1203,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1204,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1205,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1206,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1207,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1208,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1209,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1210,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1211,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1212,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1220,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1221,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1222,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1223,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1224,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1225,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1226,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1227,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1228,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1229,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1230,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1231,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1232,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1233,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1234,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1235,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1236,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1237,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1238,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1239,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1240,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1241,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1242,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1243,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1244,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1245,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1246,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1247,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1248,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1249,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1250,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1251,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1252,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1253,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1256,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1257,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1258,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1259,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1260,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1261,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1262,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1263,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1264,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1265,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1266,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1267,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1268,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1269,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1270,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1271,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1272,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1273,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1274,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1275,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1276,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1277,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1278,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1279,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1280,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1281,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1282,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1283,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1284,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1285,Grassland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1286,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1287,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1288,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1289,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1290,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1291,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1292,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1293,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1294,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1295,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1296,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1297,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1298,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1299,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1300,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1301,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1302,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1303,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1304,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1305,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1306,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1307,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1308,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1309,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1310,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1311,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1312,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1313,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1315,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1316,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1317,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1318,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1319,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1320,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1321,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1322,Grassland,NULL,Water,Water,Water,Water,Water,Water
1323,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1324,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1325,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1326,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1327,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1329,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1330,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1331,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1332,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1334,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1335,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1336,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1337,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1338,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1339,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1340,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1341,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1342,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1343,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1344,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1345,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1346,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1347,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1349,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1351,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1352,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1353,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1354,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1355,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1356,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1357,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1358,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1359,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1360,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1361,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1362,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1363,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1364,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1365,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1366,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1367,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1368,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1369,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1370,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1371,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1372,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1373,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1374,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1375,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1376,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1377,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1378,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1379,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1380,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1381,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1382,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1383,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1384,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1385,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1386,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1387,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1388,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1389,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1390,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1391,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1392,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1393,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1394,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1395,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1396,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland,Water,Wetland
1398,Grassland,Water,Water,Water,Water,Water,Water,Water
1399,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1400,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1401,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1402,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1404,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1405,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1406,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1407,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1408,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1409,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1410,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1411,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1412,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1413,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1414,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1415,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1416,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1417,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1418,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1419,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1420,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1421,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1422,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1433,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1434,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1435,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1436,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1437,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1438,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1439,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1440,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1441,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1442,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1443,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1444,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1445,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
