Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNU_M_R
1061,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1062,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1063,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1064,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1065,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1066,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1067,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1068,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1069,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1070,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1071,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1072,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1073,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1074,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1075,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1076,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1077,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1078,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1079,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1080,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1081,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1082,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
1083,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1084,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1085,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1086,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1087,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1088,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1089,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1090,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1091,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1092,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1093,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1094,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1095,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1096,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1097,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1098,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1099,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1100,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1101,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1102,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1103,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1104,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1105,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1106,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1107,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1108,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1109,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1110,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1111,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
1112,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1113,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1114,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1115,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1116,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1117,Wetland,Water,Water,Water,Water,Water,Water,Water
1118,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1119,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1120,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1121,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1122,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
1123,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1124,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1125,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1127,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1129,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
1130,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1131,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1132,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1133,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1134,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Built-up
1135,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1136,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1137,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1138,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1139,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1140,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Built-up
1141,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
1147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
1154,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1155,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1156,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1157,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1158,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1159,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1160,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1161,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1162,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1163,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1164,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1165,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
1166,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1167,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1168,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1169,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1170,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1172,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1173,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1175,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
1176,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1177,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1178,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1179,Bareland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1180,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1181,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1182,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1183,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1184,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1185,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1186,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1187,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1188,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1189,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1190,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1191,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1192,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1193,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1194,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
1195,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1196,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
1197,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1198,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1199,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1200,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1201,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
1202,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1203,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1204,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1205,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
1206,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1207,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
1208,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
1209,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1210,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1211,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
1212,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
1213,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
1214,Bareland,NULL,Water,Water,Water,Water,Water,Water
1215,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1216,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1217,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1218,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1220,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1221,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1222,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
1223,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1224,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1225,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Built-up
1226,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1227,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1228,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1229,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1230,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1231,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1232,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1233,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1234,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1235,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1236,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1237,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
1238,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1239,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1240,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1241,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1242,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1243,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1244,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1245,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1246,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1247,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1248,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1249,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1250,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1251,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1252,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1253,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
1254,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1255,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1256,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1257,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1258,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1259,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1260,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1261,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Built-up
1262,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1263,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1264,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1265,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1266,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1267,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1268,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1269,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1270,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1271,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1272,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1273,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1274,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1275,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1276,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1277,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1278,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1279,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
1280,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1281,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
1282,Bareland,Water,Water,NULL,Water,Water,Water,Water
1283,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1284,Bareland,Water,Water,Water,Water,Water,Water,Wetland
1285,Bareland,Water,Water,Water,Water,Water,Water,Water
1286,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1287,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1289,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1290,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1291,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1292,Bareland,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1293,Bareland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1294,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1295,Bareland,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
1296,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1297,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Bareland
1298,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
1299,Bareland,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1300,Bareland,Forest,Built-up,Water,Non_Wetland,Water,Water,Bareland
1301,Bareland,Forest,Water,Water,Water,Water,Water,Water
1302,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1303,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1305,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1306,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1307,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1308,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1309,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1310,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1311,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1312,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
1313,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1314,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1315,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1316,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1317,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1318,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1319,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1320,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1321,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1322,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1323,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1324,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1325,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1326,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1327,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1328,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1329,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1330,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1331,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1332,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1333,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1334,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1335,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1336,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1337,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1338,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1339,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1340,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1341,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1342,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1343,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1344,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1345,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1346,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1347,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1348,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1349,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1350,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1351,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1352,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1353,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1354,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1355,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1356,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1357,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1358,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1359,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1360,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1361,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1362,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1363,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1364,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1365,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1366,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1367,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1368,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1369,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1370,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1371,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1372,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1373,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
1374,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1375,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1376,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1377,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1378,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1379,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1380,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1381,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1382,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1383,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1384,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1385,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1386,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1387,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1388,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1389,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1390,Water,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Water
1391,Water,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
1392,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1393,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1394,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1395,Water,NULL,Water,NULL,Water,Water,Water,Forest
1396,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
1397,Water,NULL,Water,Water,Water,Grassland,Water,Water
1398,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1399,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1400,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1401,Water,NULL,Water,Water,Water,Wetland,Water,Water
1402,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1403,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1404,Water,NULL,Water,Water,Water,Water,Wetland,Water
1405,Water,NULL,Water,Water,Water,Water,Water,Grassland
1406,Water,NULL,Water,Water,Water,Water,Water,Wetland
1407,Water,NULL,Water,Water,Water,Water,Water,Bareland
1408,Water,NULL,Water,Water,Water,Water,Water,Water
1409,Water,NULL,Water,Water,Water,Water,Water,Forest
1410,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1412,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1413,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1414,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
