Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLQ_M_R
6254,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6255,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6256,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6257,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6258,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6259,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6260,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6261,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6262,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6263,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6264,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6265,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6266,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6267,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6268,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
6269,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6270,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
6271,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6272,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
6273,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6274,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6275,Grassland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
6276,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
6277,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
6278,Grassland,Forest,Water,Water,Water,Bareland,Water,Water
6279,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
6280,Grassland,Forest,Water,Water,Water,Water,Forest,Grassland
6281,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6282,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6283,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6284,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6285,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6286,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6287,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6288,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6289,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6290,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6291,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6292,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6293,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6294,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6295,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6296,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6297,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6298,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6299,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6300,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6301,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6302,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6303,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6304,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6305,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6306,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6307,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6308,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6309,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6310,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6311,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6312,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6313,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6314,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6315,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6316,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6317,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6318,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
6319,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6320,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6321,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6322,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
6323,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6324,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6325,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6326,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6327,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6328,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6329,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6330,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6331,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6332,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6333,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6334,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6335,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6336,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6337,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6338,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6339,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6340,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6341,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6342,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6343,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6344,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6345,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6346,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6347,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6348,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6349,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6350,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
6351,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6352,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6353,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6354,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6355,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6356,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6357,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6358,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6359,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6360,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6361,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6362,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6363,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6364,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6365,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6366,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6367,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6368,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6369,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6370,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6371,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6372,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
6373,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6374,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6375,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6376,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6377,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6378,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6379,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6380,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6381,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6382,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6383,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
6384,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6385,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6386,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6387,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6388,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6389,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6390,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6391,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6392,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6393,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6394,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6395,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
6396,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6397,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
6398,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
6399,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6400,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6401,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
6402,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6403,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
6404,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6405,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6406,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6407,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6408,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
6409,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
6410,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6411,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6412,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6413,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
6414,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
6415,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Water
6416,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
6417,Cropland,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
6418,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6422,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6423,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6424,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6429,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6433,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6434,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6435,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6436,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6437,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6438,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6439,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6448,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6449,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6451,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6452,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6453,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6454,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6455,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6456,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6457,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6463,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6464,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6468,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6469,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6470,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6471,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6472,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6473,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6474,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6475,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6477,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6478,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6479,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6480,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
6481,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
6482,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6483,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6484,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6485,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6486,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6487,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6488,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6489,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6490,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6491,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
6492,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6493,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
6494,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6495,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6496,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6497,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
6498,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
6499,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
6500,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6501,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6502,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6503,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
6504,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6505,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6506,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6507,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
6508,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6509,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6510,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6511,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6512,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6513,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6514,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6515,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6517,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6518,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6519,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
6520,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6521,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6522,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6523,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
6524,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6525,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6526,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6527,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6528,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6529,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6530,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
6531,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6532,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6533,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6534,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6535,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
6536,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6537,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6538,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6539,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6540,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6541,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6542,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6543,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6544,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6545,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6546,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6547,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6548,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6549,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6550,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6551,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
6552,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6553,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
6554,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6555,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6556,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6557,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6558,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6559,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6560,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6561,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6562,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6563,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6564,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6565,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6566,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6567,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6568,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
6569,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
6570,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6571,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
