Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDE_M_R
7547,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7548,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Built-up
7549,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7550,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7551,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7552,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7553,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7554,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7555,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7556,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7557,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7558,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7559,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7560,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7561,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7562,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7563,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7564,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7565,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7566,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7567,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7568,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7569,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7570,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7571,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7572,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7573,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7574,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7575,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
7576,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7577,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7578,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7579,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7580,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7581,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7582,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7583,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7584,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7585,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7586,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7587,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7588,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
7589,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7590,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7591,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7592,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7593,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7594,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7595,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7596,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7597,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7598,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
7599,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7600,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7601,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7602,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
7603,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7604,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7605,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
7606,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7607,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7608,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
7609,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7610,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7611,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7612,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7613,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7614,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7615,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7616,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7617,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7618,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7619,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7620,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
7621,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
7622,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
7623,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7624,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7625,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7626,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7627,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7628,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7629,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7630,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7631,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7632,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
7633,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7634,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7635,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7636,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7637,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7638,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7639,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
7640,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7641,Bareland,Built-up,Water,NULL,Water,NULL,Grassland,Cropland
7642,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
7643,Bareland,Built-up,Water,Water,Water,Bareland,Bareland,Water
7644,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7645,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
7646,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7647,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
7648,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7649,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
7650,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
7651,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7652,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7653,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7654,Bareland,Water,Water,Water,Water,Water,Water,Water
7655,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7656,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7657,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7658,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7659,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7660,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
7661,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7662,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7663,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
7664,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7665,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7666,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7667,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7668,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
7669,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
7670,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7671,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7672,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7673,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7674,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7675,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7676,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7677,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7678,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7679,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7680,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7681,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7682,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7683,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7684,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7685,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7686,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
7687,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7688,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7689,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7690,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7691,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
7692,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7693,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7694,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7695,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7696,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
7697,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7698,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
7699,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7700,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7701,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7702,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7703,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
7704,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
7705,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
7706,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
7707,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7708,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7709,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7710,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
7711,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7712,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
7713,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
7714,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7715,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7716,Water,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
7717,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7718,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7719,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
7720,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7721,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
7722,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7723,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7724,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7725,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7726,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7727,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7728,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7729,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7730,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7731,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7732,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
7733,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7734,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7735,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7736,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7737,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
7738,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7739,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7740,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
7741,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7742,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7743,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
7744,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
7745,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
7746,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
7747,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
7748,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7749,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7750,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
7751,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
7752,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
7753,Water,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
7754,Water,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
7755,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7756,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7757,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7758,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7759,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7760,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7761,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7762,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7763,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7764,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7765,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7766,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7767,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7768,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7769,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7770,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7771,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7772,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7773,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7774,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7775,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7776,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7777,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7778,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7779,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7780,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7781,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7782,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7783,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7784,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7785,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7786,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7787,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7788,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7789,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7790,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7791,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7792,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7793,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7794,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
7795,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7796,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7797,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7798,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7799,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7800,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
7801,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7802,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7803,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7804,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7805,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7806,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7807,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7808,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7809,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
7810,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7811,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7812,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7813,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7814,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
7815,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7816,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7817,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7818,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7819,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7820,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
7821,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7822,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7823,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7824,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7825,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7826,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7827,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7828,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
7829,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7830,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
7831,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7832,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7833,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
7834,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7835,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7836,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7837,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
7838,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7839,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7840,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7841,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7842,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7843,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7844,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7845,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7846,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7847,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7848,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7849,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7850,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
7851,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7852,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7853,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7854,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7855,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7856,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7857,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
7858,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7859,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7860,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7861,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7862,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7863,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7864,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
7865,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7866,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
7867,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
7868,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7869,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
7870,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
7871,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7872,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7873,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7874,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
