Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQR_M_R
7917,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7918,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7919,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7920,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7921,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7922,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7923,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7924,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7925,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7926,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7927,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7928,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
7929,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7930,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7931,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7932,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7933,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
7934,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
7935,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
7936,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7937,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7938,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
7939,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
7940,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7941,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7942,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
7943,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
7944,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
7945,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7946,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7947,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7948,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7949,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7950,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7951,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7952,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7953,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7954,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7955,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7956,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7957,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7958,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7959,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7960,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7961,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7962,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7963,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7964,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
7965,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7966,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
7967,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
7968,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7969,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7970,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7971,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7972,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7973,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7974,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7975,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7976,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7977,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
7978,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7979,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
7980,Bareland,Water,Water,Water,Water,Bareland,Bareland,Bareland
7981,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7982,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7983,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7984,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7985,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7986,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7987,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7988,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7989,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7990,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7991,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7992,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7993,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7994,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7995,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7996,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7997,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7998,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7999,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8000,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8001,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8002,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8003,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8004,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8005,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8006,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8007,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
8008,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8009,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8010,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8011,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8012,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
8013,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
8014,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8015,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8016,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8017,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
8018,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8019,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8020,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8021,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
8022,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
8023,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8024,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
8025,Water,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Water
8026,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8027,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8028,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
8029,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
8030,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
8031,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
8032,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
8033,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8034,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8035,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8036,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8037,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8038,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8039,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8040,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8041,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8042,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8043,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8044,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8045,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8046,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8047,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8048,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8049,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8050,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8051,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8052,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8053,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8054,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8055,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8056,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8057,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8058,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8059,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
8060,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8061,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8062,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
8063,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8064,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8065,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8066,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8067,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8068,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8069,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8070,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8071,Water,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
8072,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8073,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
8074,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Water
8075,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
8076,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8077,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
8078,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8079,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
8080,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8081,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8082,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8083,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8084,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8085,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8086,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
8087,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8088,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
8089,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8090,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8091,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8092,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8093,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
8094,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8095,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
8096,Water,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8097,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8098,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8099,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
8100,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8101,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8102,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8103,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8104,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
8105,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
8106,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8107,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8108,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8109,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
8110,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8111,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8112,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8113,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8114,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
8115,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Built-up
8116,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8117,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8118,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8119,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8120,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8121,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8122,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8123,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8124,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8125,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8126,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8127,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8128,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
8129,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8130,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8131,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
8132,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8133,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
8134,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8135,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8136,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
8137,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8138,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8139,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8140,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
8141,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
8142,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
8143,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8144,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
8145,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
8146,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
8147,Water,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
8148,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Forest
8149,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
8150,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
8151,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
8152,Water,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
8153,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8154,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8155,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
8156,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
8157,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
8158,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
8159,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
8160,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
8161,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Bareland
8162,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
8163,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8164,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
8165,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
8166,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
8167,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
8168,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
8169,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
8170,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
8171,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8172,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
8173,Water,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Wetland
8174,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8175,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8176,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8177,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8178,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8179,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8180,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8181,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8182,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8183,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8184,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8185,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8186,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8187,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8188,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8189,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8190,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8191,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8192,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8193,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8194,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8195,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8196,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8197,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8198,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8199,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8200,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8201,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8202,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8203,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8204,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8205,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8206,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8207,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8208,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8209,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8210,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8211,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8212,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
8213,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8214,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8215,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8216,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8217,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8218,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8219,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8220,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8221,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8222,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8223,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8224,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8225,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8226,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8227,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8228,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8229,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8230,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8231,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8232,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8233,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8234,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
8235,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8236,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8237,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8238,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8239,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8240,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8241,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
8242,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8243,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8244,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8245,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8246,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8247,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8248,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8249,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8250,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8251,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8252,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8253,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8254,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8255,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
