Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R
691,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
692,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
694,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
695,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
696,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
697,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
698,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
699,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
700,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
701,Cropland,Water,Water,Water,Water,NULL,NULL,Water
702,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
703,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
706,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
707,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
708,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
709,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
710,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
712,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
713,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
714,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
716,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
717,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
719,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
720,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
722,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
723,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
726,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
727,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
728,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
729,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
730,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
732,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
733,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
735,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
736,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
738,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
739,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
740,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
741,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
743,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
745,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
746,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
747,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
748,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
750,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
751,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
752,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
753,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
754,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
755,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
756,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
757,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
758,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
760,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
762,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
764,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
765,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
767,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
768,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
772,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
774,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
775,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
776,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
777,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
778,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
779,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
781,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
782,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
784,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
785,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
786,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
787,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
789,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
790,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
791,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
792,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
793,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
794,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
795,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
796,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
798,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
799,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
800,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
801,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
802,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
804,Wetland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
806,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
807,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
808,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
809,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
810,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
811,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
812,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
813,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
814,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
815,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
816,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
817,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
819,Wetland,Water,Water,Water,Water,NULL,NULL,Water
820,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
822,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
823,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
824,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
825,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
826,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
827,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
828,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
829,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
831,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
832,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
834,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
835,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
840,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
843,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
844,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
847,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
848,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
850,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
851,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
852,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
855,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
856,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
857,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
858,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
860,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
861,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
862,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
866,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
867,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
868,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
869,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
870,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
871,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
872,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
873,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
874,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
875,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
876,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
877,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
878,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
879,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
881,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
882,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
883,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
885,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
887,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
888,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
890,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
891,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
892,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
893,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
894,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
895,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
896,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
899,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
901,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
903,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
904,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
905,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
906,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
907,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
908,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
909,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
910,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
911,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
914,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
915,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
917,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
918,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
919,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
920,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
921,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
922,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
924,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
926,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
927,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
928,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
931,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
932,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
933,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
934,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
935,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
936,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
939,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
940,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
942,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
943,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
944,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
945,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
947,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
948,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
949,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
951,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
953,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
955,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
956,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
958,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
959,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
961,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
963,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
964,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
965,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
966,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
967,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
968,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
969,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
970,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
971,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
972,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
973,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
974,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
975,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
976,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
977,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
978,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
979,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
982,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
983,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
985,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
986,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
987,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
990,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
992,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
993,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
994,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
996,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
997,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
998,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1000,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1002,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1005,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1006,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1007,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1008,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1009,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1010,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1011,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1012,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1013,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1014,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1015,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1016,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1017,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1018,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1021,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1022,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1024,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1025,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1027,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1028,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1029,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1030,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1032,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
